offer_id,price_m2,property_type,condition,location_district,location_area,agency,price_index
Ju-D0j5Tx8q,2380.95,"3-room apartment","partially renovated","okres Martin",Sever,"Realitná kancelária",0.0929
JuH66opZMTi,2076.92,"3-room apartment","partially renovated","okres Martin",Sever,"TUreality s.r.o.",-0.0467
JuIW7C6rFGH,1785.71,"3-room apartment","partially renovated","okres Martin",Turany,"LIF REAL",-0.0222
JuZqmgmus3f,1785.71,"3-room apartment","partially renovated","okres Martin",Turany,"Realitná kancelária",-0.0222
Ju7EPTNZ0Hy,1907.14,"3-room apartment","partially renovated","okres Martin",Turany,"Like Reality s.r.o.",0.0443
Ju75jE-v_Ti,1922.22,"3-room apartment","fully renovated","okres Martin",Priekopa,"ALT REAL, s.r.o.",0.0000
JuLIL3RkWDn,1922.22,"3-room apartment","fully renovated","okres Martin",Priekopa,"ALT REAL, s.r.o.",0.0000
JuMfaZM03jX,2578.13,"3-room apartment","fully renovated","okres Dolný Kubín","Veľký Bysterec","TUreality s.r.o.",0.0042
Ju3ft9crnfA,2333.33,"3-room apartment","fully renovated","okres Dolný Kubín","Veľký Bysterec","TUreality s.r.o.",-0.0911
JuZ68DUQRpn,3251.72,"3-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",NULL,-0.0753
JuvOboUvobu,3781.25,"3-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",NULL,0.0753
Ju5NSmHtePH,1741.57,"3-room apartment","fully renovated","okres Martin",Záturčie,"TARGETreal s. r. o.",-0.1408
Ju7faBpvibU,2312.40,"3-room apartment","fully renovated","okres Martin",Záturčie,"Realitná kancelária",0.1408
JuXRr8c0-gp,4858.30,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Ján","KRUPPKY, s.r.o.",0.1862
Juow0UUu95a,4038.46,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Ján","RIEŠIME BÝVANIE",-0.0140
Ju3xvc6aD2Y,3390.37,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Ján","RESIDENCE realitná kancelária",-0.1722
JuSWGTnCZur,2000.00,"3-room apartment","partially renovated","okres Martin",Košúty,"MAX PROFI REALITY",0.0482
JusbD5cQ3a4,1869.57,"3-room apartment","partially renovated","okres Martin",Košúty,"B10 Slovensko, a. s.",-0.0201
JuEhBGLGdyB,1844.62,"3-room apartment","partially renovated","okres Martin",Košúty,"RE/MAX Slovakia",-0.0332
JuwdgQhbLJx,1917.81,"3-room apartment","partially renovated","okres Martin",Košúty,"Realitná kancelária",0.0051
Juh7IlKkDn_,1495.24,"4-room apartment","partially renovated","okres Liptovský Mikuláš",Belánska,"Direct Real, spol. s r.o.",-0.1499
JuzIKTQ0UvK,2022.62,"4-room apartment","partially renovated","okres Liptovský Mikuláš",Belánska,"HALO reality, s.r.o.",0.1499
Jug8bqAUxzc,2658.00,"2-room apartment","partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie","HD reality group s.r.o",0.0896
JuHOcENm8Ia,2660.00,"2-room apartment","partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie","AstonReal s.r.o.",0.0905
JuXGzvpMBBm,2000.00,"2-room apartment","partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie","HALO reality, s.r.o.",-0.1801
JuoB7gmYVp_,3410.96,"2-room apartment","fully renovated","okres Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.",-0.1964
JuTQd4u0n33,5078.43,"2-room apartment","fully renovated","okres Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.",0.1964
JuBHdW0whmB,2196.97,"3-room apartment","partially renovated","okres Martin",Ľadoveň,"B10 Slovensko, a. s.",0.1773
JuuKYbAy2In,1535.14,"3-room apartment","partially renovated","okres Martin",Ľadoveň,"B10 Slovensko, a. s.",-0.1773
JuGMS7Q7AS7,4008.60,"3-room apartment","under construction","okres Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",-0.0002
JuYHImgOHO_,4009.98,"3-room apartment","under construction","okres Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",0.0002
JumDGD_wH9E,2576.92,"4-room apartment","new construction","okres Žilina","Rajecké Teplice","Bosen Group s.r.o.",0.0245
Juta8FGg1ms,2453.85,"4-room apartment","new construction","okres Žilina","Rajecké Teplice","Bosen Group s.r.o.",-0.0245
JuYIUYhGIcc,2607.25,"3-room apartment","partially renovated","okres Žilina",Vlčince,"Realitné kancelárie SR",0.0623
JutRcPoSw48,2301.32,"3-room apartment","partially renovated","okres Žilina",Vlčince,"DRR INVEST, s. r. o.",-0.0623
JuTBd7ApfBa,3059.88,"1-room apartment","new construction","okres Martin",Priekopa,"Eli real realitná kancelária",-0.0524
JuAo_CCFbGo,3155.26,"1-room apartment","new construction","okres Martin",Priekopa,"TARGETreal s. r. o.",-0.0229
JukmrMnXO9z,1940.72,"2-room apartment",unrenovated,"okres Martin",Košúty,"ALFA SALUTO REAL s.r.o",0.0000
JuIcnUNxIlt,1940.72,"2-room apartment",unrenovated,"okres Martin",Košúty,"ALFA SALUTO REAL s.r.o",0.0000
JuN5ogzbwb6,5475.96,"studio apartment","fully renovated","okres Žilina",Vlčince,"MGM reality",0.0043
JuAjD-DNY5d,5428.57,"studio apartment","fully renovated","okres Žilina",Vlčince,"Gro & Partners",-0.0043
JunJQlPuUZ5,2530.41,"3-room apartment","new construction","okres Ružomberok","Staré mesto",NULL,0.0143
JuySZhvO7pX,2459.26,"3-room apartment","new construction","okres Ružomberok","Staré mesto",NULL,-0.0143
Ju23LHSYosl,4778.16,"1-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",G-REAL,-0.2149
Jud2teyAuDu,7394.63,"1-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.2149
Ju5nlrwa9YA,1367.65,"3-room apartment","fully renovated","okres Čadca",Centrum,"Vianema s.r.o.",-0.1358
JuQ9TAROpsL,1797.30,"3-room apartment","fully renovated","okres Čadca",Centrum,"PhDr. Miloš Kocúr - BKM Consulting",0.1358
JugoHMXehPQ,1566.67,"2-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,"HD reality group s.r.o",-0.2562
JuSL8akIpnl,2571.43,"2-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,"Bosen Group s.r.o.",0.2208
JuPAGeZeFHi,2181.18,"2-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku",0.0355
JugHDSXoGA9,1835.53,"3-room apartment","partially renovated","okres Čadca",Stred,"bezmaklérov, s.r.o.",-0.0226
JuI7RPoOfX3,1798.42,"3-room apartment","partially renovated","okres Čadca",Stred,"Reality IQ, s.r.o.",-0.0424
JuPbmK8oIXM,3004.94,"2-room apartment","new construction","okres Liptovský Mikuláš",Palúdzka,"STRATEGIC REALITY",-0.0330
JuMi-Tt27An,3210.24,"2-room apartment","new construction","okres Liptovský Mikuláš",Palúdzka,"STRATEGIC REALITY",0.0330
JuinVbJn01k,3536.51,"4-room apartment","under construction","okres Žilina",Hájik,"Reality Alpia",0.3139
Juv5BxkBnXj,1846.63,"4-room apartment","under construction","okres Žilina",Hájik,"Realitná kancelária",-0.3139
JuoszPD854T,2740.74,"3-room apartment","new construction","okres Liptovský Mikuláš",Dovalovo,"TUreality s.r.o.",0.0259
JuUrOuQWCVS,2602.41,"3-room apartment","new construction","okres Liptovský Mikuláš",Dovalovo,"TUreality s.r.o.",-0.0259
JuM_6zn3dEU,2415.73,"4-room apartment","fully renovated","okres Martin",Ľadoveň,"TARGETreal s. r. o.",0.0530
Ju1i5P66bxL,2172.62,"4-room apartment","fully renovated","okres Martin",Ľadoveň,"Realitná kancelária",-0.0530
JumaaMybJmZ,2430.56,"3-room apartment","partially renovated","okres Žilina",Hájik,"TARGETreal s. r. o.",0.0587
JumTQJJZB7H,1929.03,"3-room apartment","partially renovated","okres Žilina",Hájik,"TUreality s.r.o.",-0.1598
Juy4b8nUUh5,2527.78,"3-room apartment","partially renovated","okres Žilina",Hájik,"TARGETreal s. r. o.",0.1011
JulmO4nyPV1,1905.34,"4-room apartment","fully renovated","okres Martin",Priekopa,"Financie a reality od A po Z",-0.1510
JuwdDOrpGK5,2357.14,"4-room apartment","fully renovated","okres Martin",Priekopa,"Buby reality, s.r.o.",0.0503
JuV3Qm6Wkc0,2357.14,"4-room apartment","fully renovated","okres Martin",Priekopa,"Buby reality, s.r.o.",0.0503
Ju3VAHb4p44,2659.80,"2-room apartment","fully renovated","okres Kysucké Nové Mesto",Sídlisko,"TUreality s.r.o.",0.0274
JuYsJLbvRpN,2517.86,"2-room apartment","fully renovated","okres Kysucké Nové Mesto",Sídlisko,"1. Reality Rent, s.r.o.",-0.0274
Ju9bVHvcqcL,3401.36,"holiday apartment","new construction","okres Námestovo","Oravská Lesná","RIEŠIME BÝVANIE",-0.0258
Juns9vrGm9z,3581.43,"holiday apartment","new construction","okres Námestovo","Oravská Lesná","Occam New Home",0.0258
JukgHXnk_FH,2300.00,"2-room apartment",unrenovated,"okres Martin",Stred,"Realitná kancelária",0.0777
JuXdiDoNNIv,1968.25,"2-room apartment",unrenovated,"okres Martin",Stred,"AstonReal s.r.o.",-0.0777
JuV9NY1IIlj,3429.87,"1-room apartment","under construction","okres Ružomberok",Roveň,"ODEKO manažment s.r.o.",0.0199
JuInvssV5eE,3295.99,"1-room apartment","under construction","okres Ružomberok",Roveň,"ODEKO manažment s.r.o.",-0.0199
Ju_1ltAlD0n,3695.37,"1-room apartment","new construction","okres Ružomberok",Bešeňová,"XEMAR realitná spoločnosť s.r.o.",0.0010
Ju2F2PEA16h,3475.00,"2-room apartment","fully renovated","okres Ružomberok",Bešeňová,"RESIDENCE realitná kancelária",-0.0468
JuiOse4gKiU,1978.69,"2-room apartment","new construction","okres Liptovský Mikuláš",Celiny,"RK SPIRIT s.r.o.",-0.0914
JuMCWySZsct,4279.23,"4-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",0.3780
Juo8hsv1xWR,2235.08,"holiday apartment","new construction","okres Martin",Valča,"Realitné kancelárie SR",-0.2840
JuQwMUprpPT,2491.67,"3-room apartment","new construction","okres Kysucké Nové Mesto",Sídlisko,"Realitná kancelária DOM",0.0070
JuQo0PP1022,3370.99,"2-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",-0.0624
JukVF1PHUJU,2064.46,"3-room apartment","partially renovated","okres Martin",Záturčie,"Reality Center, s.r.o.",0.0195
JuNwRfCAG1O,2690.44,"2-room apartment","under construction","okres Martin",Jahodníky,"CANGURU s.r.o.",-0.0042
Ju0CrnhCGrs,2076.88,"4-room apartment","partially renovated","okres Žilina","Staré mesto","MGM reality",-0.1202
JuFOaiRGATh,2752.20,"3-room apartment","under construction","okres Ružomberok",Roveň,"ODEKO manažment s.r.o.",-0.0752
JumCrfhYhfV,5480.77,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",-0.0229
JuRBfIzNbvG,6992.71,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.2466
Juc7SyZSucw0,5972.22,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","United Professionals s.r.o.",0.0647
JuAZvxGvcMl,2800.00,"2-room apartment","fully renovated","okres Žilina","Staré mesto","Realitné kancelárie SR",0.0038
JuIgXokL5hc,2357.14,"4-room apartment","fully renovated","okres Martin",Priekopa,"Like Reality s.r.o.",0.0503
JukBksFoVDN,3023.81,"holiday apartment","new construction","okres Ružomberok",Hrabovo,"Domovia s. r. o.",-0.0961
JuY6ZkaPSRF,3688.10,"1-room apartment","new construction","okres Ružomberok",Bešeňová,"OREA, s.r.o.",-0.0010
JuY2fWI7qOb,3472.22,"1-room apartment","new construction","okres Martin",Priekopa,"CANGURU s.r.o.",0.0753
JudjVeywOJE,1964.91,"2-room apartment",unrenovated,"okres Martin",Sever,"AstonReal s.r.o.",-0.0083
Ju8gkOV9Ua-,3960.40,"holiday apartment","new construction","okres Ružomberok",Bešeňová,"RK SPIRIT s.r.o.",0.1253
JuG5b3bSJJl,2226.42,"2-room apartment","fully renovated","okres Martin",Podháj,"LIF REAL",-0.0283
Ju_mO5F1KAW,3238.65,"4-room apartment","new construction","okres Žilina","Staré mesto",NULL,-0.0769
JuUPYByvH-3,3828.28,"4-room apartment","new construction","okres Žilina","Staré mesto","KORSO Project, s.r.o.",0.0912
JuRHCARxbUa,2662.90,"3-room apartment","new construction","okres Martin",Stred,"Buby reality, s.r.o.",0.0177
JuX6bDcbxKm,3173.02,"3-room apartment","new construction","okres Martin",Stred,"Reality ASTORIA, s.r.o.",0.2127
JulVRQnK87Q,1837.50,"3-room apartment","partially renovated","okres Čadca",Kyčerka,"BeMi realitná kancelária",-0.0929
JucEibGbMaV,3303.80,"holiday apartment","new construction","okres Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.",-0.2604
JuSh4rLdnzP,3997.37,"1-room apartment","new construction","okres Žilina","Staré mesto","WFG reality, s.r.o.",-0.0231
Ju8T6cE3M46O,3330.77,"2-room apartment","new construction","okres Ružomberok",Hrabovo,"ARCHEUS Partners a.s.",-0.1003
JuzTIfdr-oi,2586.12,"4-room apartment","fully renovated","okres Žilina","Staré mesto","Realitná kancelária RED, s.r.o.",-0.0129
JuRMVAMTIbE,6066.67,"2-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RexDeco s.r.o.",0.1501
JugCrJ6aqt6,4698.58,"2-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",G-REAL,-0.1093
Ju7pt9GBh0f,2349.40,"4-room apartment","partially renovated","okres Martin",Ľadoveň,"Reality Alpia",0.0353
JudY9Gw22hd,2694.22,"2-room apartment","development project","okres Ružomberok",Baničné,"ODEKO manažment s.r.o.",-0.0045
Ju0_qpYyImE,3228.62,"1-room apartment","fully renovated","okres Liptovský Mikuláš","Staré mesto","KA Real",0.3695
JuCzDBx82gn,2048.56,"2-room apartment","partially renovated","okres Ružomberok","Staré mesto","BeMi realitná kancelária",-0.0490
Juatx6SLjDH,2790.34,"3-room apartment","fully renovated","okres Dolný Kubín","Veľký Bysterec","FINREA - ak vám záleží na výsledku",0.0869
JuqRHR8iBLi,2000.00,"3-room apartment","partially renovated","okres Čadca",Stred,"Reality IQ, s.r.o.",0.0650
JuJo8q5h32F,1411.48,house,"new construction","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.3830
JuGmc6FHo9t,2570.97,house,"new construction","okres Bytča","Hliník nad Váhom","Stanislav Motyčík - MK",0.1239
Juc0OLvyRFq,1330.65,house,"new construction","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.4183
JuTAR5A7Hvk,1411.48,house,"new construction","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.3830
JuvDMV343M4,1999.00,house,"new construction","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.1262
JubU0eKdiVr,3511.45,house,"new construction","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",0.5350
JuvIyu9zHe0,3511.45,house,"new construction","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",0.5350
Ju5jLRFNJLG,3511.45,house,"new construction","okres Bytča","Hliník nad Váhom","Realitná kancelária RED, s.r.o.",0.5350
JurZTuUssP0,1330.65,house,"new construction","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.4183
Ju9pzA6kp29,630.00,house,"partially renovated","okres Čadca",Makov,"B10 Slovensko, a. s.",0.2807
JuKW3SQ8Df4,353.85,house,"partially renovated","okres Čadca",Makov,"1. Reality Rent, s.r.o.",-0.2807
JuLzQl1X89Z,1020.00,house,unrenovated,"okres Martin",Priekopa,"ALT REAL, s.r.o.",-0.2353
JuE1L7QIb5r,1020.00,house,unrenovated,"okres Martin",Priekopa,"Reality Simply",-0.2353
Ju2gistO4oo,1961.54,house,unrenovated,"okres Martin",Priekopa,"Realitná kancelária",0.4706
Jum5hTEjQIq,104.17,house,unrenovated,"okres Turčianske Teplice",Stred,"Reality Alpia",-0.8214
JuDeBj46p9m,1062.22,house,unrenovated,"okres Turčianske Teplice",Stred,"TARGETreal s. r. o.",0.8214
JufGT_MaCUz,653.85,house,unrenovated,"okres Kysucké Nové Mesto",Rudinská,"BR ACADEMY, s. r. o.",0.6937
JubUhU28foO,118.25,house,unrenovated,"okres Kysucké Nové Mesto",Rudinská,"Reality Alpia",-0.6937
JuLldceaNDG,1076.00,house,"partially renovated","okres Žilina","Lietavská Lúčka","AstonReal s.r.o.",0.0000
JulZg30zNO8,1076.00,house,"partially renovated","okres Žilina","Lietavská Lúčka","AstonReal s.r.o.",0.0000
JuHloqFiiMy,2281.65,house,"new construction","okres Bytča","Veľké Rovné","IDEÁLNE BÝVANIE, s.r.o.",-0.0456
Ju1eOtgzhMF,2499.88,house,"new construction","okres Bytča","Veľké Rovné","TARGETreal s. r. o.",0.0456
JuUyJggM4z1,2345.45,house,"new construction","okres Martin","Kláštor pod Znievom","Realitná kancelária",0.0058
Jui4dVLb9Ci,2318.18,house,"new construction","okres Martin","Kláštor pod Znievom","Reality AK, spol. s r.o.",-0.0058
Jux1LioPBDR,1857.14,house,"fully renovated","okres Martin",Valča,"B10 Slovensko, a. s.",0.4763
JultKoQUF1n,658.73,house,"fully renovated","okres Martin",Valča,"Reality Alpia",-0.4763
JuYzFawuXq5,2232.67,house,"fully renovated","okres Žilina","Teplička nad Váhom","Realitná kancelária RED, s.r.o.",0.3333
Ju9Ur37Ixsd,1395.42,house,"fully renovated","okres Žilina","Teplička nad Váhom","RIEŠIME BÝVANIE",-0.1667
JuSbYhRyin-,1395.42,house,"fully renovated","okres Žilina","Teplička nad Váhom","Mamud Reality s. r. o.",-0.1667
JuVBGZswzO8,184.86,house,unrenovated,"okres Žilina","Rajecké Teplice","Reality Alpia",-0.7733
JuTe9xTBEze,1445.95,house,unrenovated,"okres Žilina","Rajecké Teplice","EASY centrum bývania, s.r.o.",0.7733
Ju7H01GL5VL,3628.57,house,"new construction","okres Liptovský Mikuláš","Liptovský Ján","TUreality s.r.o.",0.0283
Ju9jNRRDueP,3428.57,house,"new construction","okres Liptovský Mikuláš","Liptovský Ján","TUreality s.r.o.",-0.0283
Ju1Fv2ySoaS,1346.15,house,unrenovated,"okres Martin",Príbovce,"Realitná kancelária Kľúč",0.0714
JuxpGt9B3Fh,1166.67,house,unrenovated,"okres Martin",Príbovce,"CreeX Reality s.r.o.",-0.0714
Jut1FKOGHsr,173.67,house,unrenovated,"okres Ružomberok","Liptovské Revúce","bezmaklérov, s.r.o.",-0.7568
JuFzDxVJ2q6,1236.36,house,unrenovated,"okres Ružomberok","Liptovské Revúce","Romantické Chalupy, s.r.o.",0.7313
JuMReNzFrmm,780.70,house,unrenovated,"okres Ružomberok","Liptovské Revúce","KOSIBA reality s.r.o.",0.0932
Ju3Q6cuW_-I,665.83,house,unrenovated,"okres Ružomberok","Liptovské Revúce","RE/MAX Slovakia",-0.0676
JueQzTcIDeQ,3333.33,house,"new construction","okres Ružomberok",Baničné,"FISCHER & PARTNERS, s.r.o.",0.3562
Jul9YtuXJRu,1582.22,house,"new construction","okres Ružomberok",Baničné,"FISCHER & PARTNERS, s.r.o.",-0.3562
JuHDbG3yLMb,855.56,house,"partially renovated","okres Liptovský Mikuláš",Pribylina,"NajBývanie, s.r.o.",0.5284
Ju00Y-txNcF,264.01,house,"partially renovated","okres Liptovský Mikuláš",Pribylina,"TUreality s.r.o.",-0.5284
JueF3aQCPcy,1435.00,house,"new construction","okres Dolný Kubín","Oravská Poruba","OREA, s.r.o.",-0.2440
JuqnxCpkC06,2361.33,house,"new construction","okres Dolný Kubín","Oravská Poruba","Georgi Conev",0.2440
Jux6Z04Xzh-,330.07,house,unrenovated,"okres Ružomberok","Staré mesto","RIEŠIME BÝVANIE",-0.6184
JuS8ciWyKMi,1400.00,house,unrenovated,"okres Ružomberok","Staré mesto","RE/MAX Slovakia",0.6184
Ju5rRr5_rO4,1954.25,house,"new construction","okres Žilina",Bitarová,"Realitná kancelária RED, s.r.o.",-0.1281
Ju4t5QuZmxI,2860.15,house,"new construction","okres Žilina",Bitarová,"MGM reality",0.2761
JuDKS0g6D3f,2617.11,house,"new construction","okres Žilina",Bitarová,"MGM reality",0.1676
JuGR3fH9qik,1443.30,house,"new construction","okres Žilina",Bitarová,"TOCA, s.r.o. Realitná činnosť",-0.3561
JuytovsywXn,1546.96,house,"new construction","okres Žilina",Bitarová,"Bosen Group s.r.o.",-0.3098
JurXt03mBLY,1870.31,house,"new construction","okres Žilina",Bitarová,"ŽILINAREAL, s.r.o.",-0.1656
