offer_id,price_m2,property_type,condition,location_district,location_area,agency,price_index
JudYr0kY49Z,117.24,land,NULL,"okres Martin",Blatnica,"ALT REAL, s.r.o.",0.0355
JuR5ionId5V,117.24,land,NULL,"okres Martin",Blatnica,"ALT REAL, s.r.o.",0.0355
Judk1z1b1Nd,105.18,land,NULL,"okres Martin",Blatnica,"RECLOUD Reality a.s.",-0.0710
JuNiupBfJ_W,110.00,land,NULL,"okres Čadca",Oščadnica,"Trioreality, s.r.o.",0.6117
Juye6i7s5GK,135.24,land,NULL,"okres Čadca",Oščadnica,"RS Mansory s.r.o.",0.9815
JutLp8axckym,8.00,land,NULL,"okres Čadca",Oščadnica,"Realitné kancelárie SR",-0.8828
JujKWinPkki,102.09,land,NULL,"okres Čadca",Oščadnica,"TRI LIPY, s. r. o.",0.4958
Ju-SZF8QBN4,56.10,land,NULL,"okres Čadca",Oščadnica,"SLNOVRAT, s.r.o.",-0.1781
Ju5LTX3e1H6,126.55,land,NULL,"okres Čadca",Oščadnica,"BeMi realitná kancelária",0.8541
JuVP0HZPxQP,85.63,land,NULL,"okres Čadca",Oščadnica,"SLNOVRAT, s.r.o.",0.2546
JutSxfNRIvL,66.97,land,NULL,"okres Čadca",Oščadnica,"TARGETreal s. r. o.",-0.0188
JuiaMHS2a8S,67.53,land,NULL,"okres Čadca",Oščadnica,"SLNOVRAT, s.r.o.",-0.0106
JuDgMZQaDeJ,48.50,land,NULL,"okres Čadca",Oščadnica,"1. Reality Rent, s.r.o.",-0.2894
JuiJEU2gvVS,48.00,land,NULL,"okres Čadca",Oščadnica,"1. Reality Rent, s.r.o.",-0.2967
JuPGBZu28Sz,53.53,land,NULL,"okres Čadca",Oščadnica,"RE/MAX Slovakia",-0.2157
Ju4lACVtBvB,79.30,land,NULL,"okres Čadca",Oščadnica,"TRI LIPY, s. r. o.",0.1619
Ju2UzK1gp3R,27.00,land,NULL,"okres Čadca",Oščadnica,"1. Reality Rent, s.r.o.",-0.6044
JuGKRtmsaxJ,22.15,land,NULL,"okres Čadca",Oščadnica,"1. Reality Rent, s.r.o.",-0.6755
JuYxVfR__Nx,55.45,land,NULL,"okres Čadca",Oščadnica,"HOLESTIAK.sk reality s.r.o.",-0.1876
JuWpmO3Yrkb,148.00,land,NULL,"okres Martin",Sučany,"Reality D.P.A.",0.2379
JuVQc2LdTTG,95.02,land,NULL,"okres Martin",Sučany,"FINREA - ak vám záleží na výsledku",-0.2052
Ju7VNOVgGEX,120.00,land,NULL,"okres Martin",Sučany,NULL,0.0037
JuIwevgorag,120.00,land,NULL,"okres Martin",Sučany,"Reality D.P.A.",0.0037
JuvLnr4RMW3,140.00,land,NULL,"okres Martin",Sučany,NULL,0.1710
JuM_aepmWiE,96.35,land,NULL,"okres Martin",Sučany,"Svoboda&Williams Slovakia s.r.o.",-0.1941
JulD1JVCqAd,113.86,land,NULL,"okres Martin",Sučany,"RECLOUD Reality a.s.",-0.0476
JuxusjEdK8z,123.19,land,NULL,"okres Martin",Sučany,"LAWIS s.r.o.",0.0304
Ju_fnU9p20E,22.35,land,NULL,"okres Žilina",Ovčiarsko,"Realitka pre každého",-0.8145
Ju8BkkuvGLX,392.55,land,NULL,"okres Žilina",Ovčiarsko,"Real Estate Group4U",2.2578
JuxrV_XvqkB,60.19,land,NULL,"okres Žilina",Ovčiarsko,"House Real Žilina",-0.5005
JuQE6iaf57k,94.88,land,NULL,"okres Žilina",Ovčiarsko,"RS Mansory s.r.o.",-0.2126
JubU6tCkKGs,126.11,land,NULL,"okres Žilina",Ovčiarsko,"Kristína Čanády",0.0466
JuUpsFDNSQ5,60.00,land,NULL,"okres Žilina",Ovčiarsko,"Reality Now",-0.5021
JuXoUVcEWR0,170.04,land,NULL,"okres Žilina",Ovčiarsko,"BeMi realitná kancelária",0.4112
Juh_NFZPlxN,179.00,land,NULL,"okres Žilina",Ovčiarsko,"PRIMA reality s.r.o.",0.4855
Ju6XcncfywZ,43.64,land,NULL,"okres Žilina",Ovčiarsko,"RS Mansory s.r.o.",-0.6378
Jukt7sZSrva,158.71,land,NULL,"okres Žilina",Ovčiarsko,"TARGETreal s. r. o.",0.3171
JuMFxRcxLzj,90.41,land,NULL,"okres Žilina",Ovčiarsko,"RIEŠIME BÝVANIE",-0.2497
JuqxH07lW-i,44.26,land,NULL,"okres Žilina",Ovčiarsko,"RS Mansory s.r.o.",-0.6327
JumG3BQ732C,90.41,land,NULL,"okres Žilina",Ovčiarsko,"RIEŠIME BÝVANIE",-0.2497
JuWpZopSoYC,185.00,land,NULL,"okres Žilina",Ovčiarsko,"TARGETreal s. r. o.",0.5353
Ju_nFFJjAlC,182.59,land,NULL,"okres Žilina",Ovčiarsko,"R2 SK, s.r.o.",0.5153
JuQ2QYedCFa,80.00,land,NULL,"okres Žilina",Ovčiarsko,"Reality Now",-0.3361
JuAewW0gIjM,102.34,land,NULL,"okres Žilina",Ovčiarsko,"RS Mansory s.r.o.",-0.1507
JuKcCOH5Bgu,68.98,land,NULL,"okres Žilina",Ovčiarsko,"Realitné kancelárie SR",-0.4275
Ju9rSU4gBpn,151.36,land,NULL,"okres Žilina",Ovčiarsko,"DRR INVEST, s. r. o.",0.2561
Juisb1V01uC,107.09,land,NULL,"okres Žilina",Ovčiarsko,"RS Mansory s.r.o.",-0.1113
JuHjqfxC4fX,88.00,land,NULL,"okres Žilina",Bitarová,"Mamud Reality s. r. o.",-0.3950
Ju_1W8VjrZV,125.54,land,NULL,"okres Žilina",Bitarová,"BeMi realitná kancelária",-0.1369
Juvwo3yus2z,125.54,land,NULL,"okres Žilina",Bitarová,"RS Mansory s.r.o.",-0.1369
JulYy4ldFQa1,130.00,land,NULL,"okres Žilina",Bitarová,"Safe reality s. r. o.",-0.1063
JuscYJe7Tsp,134.40,land,NULL,"okres Žilina",Bitarová,"Realitné kancelárie SR",-0.0760
Ju0xrW-pJiv,127.75,land,NULL,"okres Žilina",Bitarová,"Safe reality s. r. o.",-0.1217
JuFMSKsdInV,155.83,land,NULL,"okres Žilina",Bitarová,"Realitná kancelária",0.0713
Ju5AeA4FaTa,99.00,land,NULL,"okres Žilina",Bitarová,"Mamud Reality s. r. o.",-0.3194
JuKVQligYhM,179.43,land,NULL,"okres Žilina",Bitarová,"RS Mansory s.r.o.",0.2336
Jurn7Tjk47J,289.09,land,NULL,"okres Žilina",Bitarová,"Real Estate Group4U",0.9874
JuW8aAxjxNx,18.70,land,NULL,"okres Liptovský Mikuláš",Prosiek,liptoreal,-0.0144
JumOEZa9NyW,19.52,land,NULL,"okres Liptovský Mikuláš",Prosiek,"Direct Real, spol. s r.o.",0.0288
JuFdP62I-_O,18.70,land,NULL,"okres Liptovský Mikuláš",Prosiek,NULL,-0.0144
Juvdw9xd7yr,149.63,land,NULL,"okres Žilina",Varín,"Realitné kancelárie SR",0.4018
JuYP7ILQfhI,45.89,land,NULL,"okres Žilina",Varín,"Reality Alpia",-0.5701
JueC24ZQ1o3,15.25,land,NULL,"okres Žilina",Varín,"MGM reality",-0.8571
JuVv2XDLd9H,173.19,land,NULL,"okres Žilina",Varín,"TUreality s.r.o.",0.6225
JugjLuDjRtG,149.75,land,NULL,"okres Žilina",Varín,"R2 SK, s.r.o.",0.4029
Jus2h_zTLaE,44.22,land,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Vivid House s. r. o.",-0.3404
JuDHH4NlCyqo,112.68,land,NULL,"okres Liptovský Mikuláš","Svätý Kríž","AstonReal s.r.o.",0.6808
JuEOlFJy7eI,44.22,land,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Realitná kancelária",-0.3404
JunsxT9D57Y,67.39,land,NULL,"okres Čadca",Svrčinovec,"SLNOVRAT, s.r.o.",0.0741
JuhCsanvxln,62.70,land,NULL,"okres Čadca",Svrčinovec,"SLNOVRAT, s.r.o.",-0.0007
JuaHyO1MbDH,67.51,land,NULL,"okres Čadca",Svrčinovec,"BeMi realitná kancelária",0.0760
JuCdo9RybP_,53.37,land,NULL,"okres Čadca",Svrčinovec,"BeMi realitná kancelária",-0.1494
Ju2nlxPJxWn,26.00,land,NULL,"okres Turčianske Teplice","Horná Štubňa","PROXAM reality s.r.o.",-0.1929
Ju5YLNtCIvp,26.92,land,NULL,"okres Turčianske Teplice","Horná Štubňa","BALAŽI REAL ESTATE s.r.o.",-0.1644
Ju9SYtrH9Xk,49.02,land,NULL,"okres Turčianske Teplice","Horná Štubňa","Realitná kancelária",0.5217
JuQqb1Uylo_,26.92,land,NULL,"okres Turčianske Teplice","Horná Štubňa","BALAŽI REAL ESTATE s.r.o.",-0.1644
JuiwnKuifVR,50.00,land,NULL,"okres Žilina",Svederník,"RIEŠIME BÝVANIE",-0.5333
Juo_LCQm7Zx,127.19,land,NULL,"okres Žilina",Svederník,"YFE, s.r.o.",0.1871
JuMA67ZT6Dj,97.93,land,NULL,"okres Žilina",Svederník,"Realitné kancelárie SR",-0.0860
JuqKis-FMaT,153.45,land,NULL,"okres Žilina",Svederník,NULL,0.4322
JuD1-Yw-h6R,163.45,land,NULL,"okres Žilina","Dolná Tižina",NULL,0.4094
Ju68Dykgvdc,0.03,land,NULL,"okres Žilina","Dolná Tižina","TUreality s.r.o.",-0.9997
JuUUpLR6AWM,116.95,land,NULL,"okres Žilina","Dolná Tižina",NULL,0.0084
Ju26ASiELkU,162.32,land,NULL,"okres Žilina","Dolná Tižina","Mamud Reality s. r. o.",0.3996
JufJ-j5ky3T,149.80,land,NULL,"okres Žilina","Dolná Tižina","Safe reality s. r. o.",0.2917
Jumx1pcB1EA,103.29,land,NULL,"okres Žilina","Dolná Tižina","Realitka pre každého",-0.1094
JuowzNUzni4,140.22,land,NULL,"okres Dolný Kubín",Veličná,donidDevelop,0.0971
Ju3PLVbW63-,85.00,land,NULL,"okres Dolný Kubín",Veličná,"FINREA - ak vám záleží na výsledku",-0.3349
JuTu2EKoaZM,125.00,land,NULL,"okres Dolný Kubín",Veličná,donidDevelop,-0.0219
JuoEkan0OM3,120.00,land,NULL,"okres Dolný Kubín",Veličná,"OREA, s.r.o.",-0.0611
JuXDdV7DuGH,151.52,land,NULL,"okres Dolný Kubín",Veličná,"bezmaklérov, s.r.o.",0.1856
JuuLvwvMnqi,120.00,land,NULL,"okres Dolný Kubín",Veličná,"RK Dalmia s. r. o.",-0.0611
JuDFkgbrvLz,152.89,land,NULL,"okres Dolný Kubín",Veličná,"RK Dalmia s. r. o.",0.1963
JujQDiA2uup,38.24,land,NULL,"okres Čadca",Podzávoz,NULL,-0.3960
JueBhRnur92,49.86,land,NULL,"okres Čadca",Podzávoz,"1. Reality Rent, s.r.o.",-0.2125
Ju6EZukLTos,66.00,land,NULL,"okres Čadca",Podzávoz,"SLNOVRAT, s.r.o.",0.0424
Ju0KCQtbTTW,66.02,land,NULL,"okres Čadca",Podzávoz,"BeMi realitná kancelária",0.0427
JuWNBUmtL8H,96.46,land,NULL,"okres Čadca",Podzávoz,"Realitka pre každého",0.5235
Ju7tRkb4O1-,59.22,land,NULL,"okres Kysucké Nové Mesto",Povina,"DreamReality s.r.o.",-0.1566
JuhDFgB8Eya,90.00,land,NULL,"okres Kysucké Nové Mesto",Povina,"1. Reality Rent, s.r.o.",0.2818
JutHLS-i8Kk,59.22,land,NULL,"okres Kysucké Nové Mesto",Povina,"DreamReality s.r.o.",-0.1566
JuB1sJQkopm,53.63,land,NULL,"okres Kysucké Nové Mesto",Povina,"RS Mansory s.r.o.",-0.2362
Ju6_q9iLcH2,59.22,land,NULL,"okres Kysucké Nové Mesto",Povina,"DreamReality s.r.o.",-0.1566
JuI3WIo1gnr,100.00,land,NULL,"okres Kysucké Nové Mesto",Povina,Envire,0.4242
JuIvQC1jBvw,53.11,land,NULL,"okres Turčianske Teplice",Turček,"Ing.Tomáš Hudák",0.4730
JuHPdbSyfw3,19.00,land,NULL,"okres Turčianske Teplice",Turček,"XEMAR realitná spoločnosť s.r.o.",-0.4730
JuJ2_wybbaK,100.00,land,NULL,"okres Žilina","Žilinská Lehota","ETHOS reality, s. r. o.",-0.5080
Ju3DHGm3SX3,385.38,land,NULL,"okres Žilina","Žilinská Lehota","Real Estate Group4U",0.8962
JummK5hE8Lr,124.33,land,NULL,"okres Žilina","Žilinská Lehota","DRR INVEST, s. r. o.",-0.3883
JuG7FW7c5Gb,208.33,land,NULL,"okres Martin","Karvaša a Bláhovca","TARGETreal s. r. o.",0.4430
JuwpErO1oQo,187.05,land,NULL,"okres Martin","Karvaša a Bláhovca","TARGETreal s. r. o.",0.2956
JuCdelRdGA1,148.00,land,NULL,"okres Martin","Karvaša a Bláhovca","Reality D.P.A.",0.0251
JuSvmhJEqG1,60.00,land,NULL,"okres Martin","Karvaša a Bláhovca","FINREA - ak vám záleží na výsledku",-0.5844
JuXs9XHVo90,131.43,land,NULL,"okres Martin","Karvaša a Bláhovca","Realitná kancelária",-0.0897
Jufp6SmYJxs,131.43,land,NULL,"okres Martin","Karvaša a Bláhovca","LIF REAL",-0.0897
JutcLxhDE3o,61.41,land,NULL,"okres Žilina",Kunerad,"StorkReal s. r. o.",-0.3248
JunNzT26gJt,135.53,land,NULL,"okres Žilina",Kunerad,"Realitka pre každého",0.4901
JupQvlRFk0k,49.00,land,NULL,"okres Žilina",Kunerad,"StorkReal s. r. o.",-0.4613
JufCqQz59Ij,114.11,land,NULL,"okres Žilina",Kunerad,"ŽILINAREAL, s.r.o.",0.2546
Ju_bN-ewyhS,125.67,land,NULL,"okres Žilina",Kunerad,"AnReal s. r. o.",0.3817
JuQXoAMiC5M,60.00,land,NULL,"okres Žilina",Kunerad,NULL,-0.3403
JuyZQBxrqQr,120.00,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"Realitná kancelária",0.7027
Judikv0pXVX,133.33,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"RK4 REALITY",0.8919
Ju-TgYUkwq0,9.00,land,NULL,"okres Kysucké Nové Mesto",Snežnica,NULL,-0.8723
JuvqrgrxLUT,26.00,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"WFG reality, s.r.o.",-0.6311
JuCzxidULuR,21.02,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"Safe reality s. r. o.",-0.7017
Jua_BRtxi_0,120.00,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"Realitné kancelárie SR",0.7027
JuqQ2VY6uD-,130.15,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"RS Mansory s.r.o.",0.8467
JuNaGXxLOzZ,9.00,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"WFG reality, s.r.o.",-0.8723
JuJGNURQ8kY,37.53,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"Realitné kancelárie SR",-0.4675
JuU1wLvylPv,129.75,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"Realitné kancelárie SR",0.8411
JuY_o0Hq1ua,39.45,land,NULL,"okres Kysucké Nové Mesto",Snežnica,"Reality IQ, s.r.o.",-0.4402
Juz8n3k63O_,30.00,land,NULL,"okres Liptovský Mikuláš",Beňadiková,"Direct Real, spol. s r.o.",-0.6676
Jul88RI0614,167.00,land,NULL,"okres Liptovský Mikuláš",Beňadiková,"Direct Real, spol. s r.o.",0.8504
JuMAMHXJq7S,25.00,land,NULL,"okres Liptovský Mikuláš",Beňadiková,"RESIDENCE realitná kancelária",-0.7230
Ju9DTwAgiHG,139.00,land,NULL,"okres Liptovský Mikuláš",Beňadiková,"RE/MAX Slovakia",0.5402
JuD52DaFWEx,115.00,land,NULL,"okres Liptovský Mikuláš",Jamník,"Realitné kancelárie SR",0.0400
JuRDGTVaaYE,147.12,land,NULL,"okres Liptovský Mikuláš",Jamník,"RESIDENCE realitná kancelária",0.3305
JuafO7D1C5y,119.00,land,NULL,"okres Liptovský Mikuláš",Jamník,"BEŇO REALITY",0.0762
JuvBlvKpVOg,96.61,land,NULL,"okres Liptovský Mikuláš",Jamník,jabyvam.sk,-0.1263
JuoKzORdNaI,97.00,land,NULL,"okres Liptovský Mikuláš",Jamník,NULL,-0.1228
JuCWsWXxn1N,91.32,land,NULL,"okres Liptovský Mikuláš",Jamník,"Delta Property s.r.o.",-0.1742
JuARnh9cPNq,108.00,land,NULL,"okres Liptovský Mikuláš",Jamník,"Realitné kancelárie SR",-0.0233
JubO9HcP4C7,123.00,land,NULL,"okres Liptovský Mikuláš",Podtureň,Limaxreal,0.0000
JufStanr4w4,123.00,land,NULL,"okres Liptovský Mikuláš",Podtureň,"Direct Real, spol. s r.o.",0.0000
JuCc2IAocam,123.00,land,NULL,"okres Liptovský Mikuláš",Podtureň,"Realitné kancelárie SR",0.0000
JuPmyuLY0AU,123.00,land,NULL,"okres Liptovský Mikuláš",Podtureň,"Q REAL s.r.o.",0.0000
Juxlwl0cqfI,123.00,land,NULL,"okres Liptovský Mikuláš",Podtureň,"BEŇO REALITY",0.0000
Juidgw39ied,123.00,land,NULL,"okres Liptovský Mikuláš",Podtureň,"TUreality s.r.o.",0.0000
Ju_Khlvp1_L,123.00,land,NULL,"okres Liptovský Mikuláš",Podtureň,"NFA Group, s.r.o.",0.0000
JuPzrcI9eBw,37.75,land,NULL,"okres Martin",Turany,"Realitné kancelárie SR",-0.4953
JuI1xGqBjgz,104.90,land,NULL,"okres Martin",Turany,"FINREA - ak vám záleží na výsledku",0.4024
JumyeY6xnwq,111.36,land,NULL,"okres Martin",Turany,"MS Alpex, k.s.",0.4888
JupsaGq4wbB,46.84,land,NULL,"okres Martin",Turany,"MartinTham s. r. o.",-0.3738
JuVeKcRGSvF,73.14,land,NULL,"okres Martin",Turany,"BALAŽI REAL ESTATE s.r.o.",-0.0222
JuoYPByad-u,35.00,land,NULL,"okres Dolný Kubín",Malatiná,"RAI COMPANY s.r.o.",-0.3043
JuriEZGWaqe,41.00,land,NULL,"okres Dolný Kubín",Malatiná,"OVERENÉ REALITY",-0.1851
JuUUj1AEgQf,74.93,land,NULL,"okres Dolný Kubín",Malatiná,"RK Dalmia s. r. o.",0.4894
JupMjKkwPeV,69.00,land,NULL,"okres Liptovský Mikuláš",Kvačany,"Realitná kancelária",-0.1673
JuY_kixqoQW,90.00,land,NULL,"okres Liptovský Mikuláš",Kvačany,"agreal.sk, spol. s r.o.",0.0862
JuCX6DjrhAx,99.00,land,NULL,"okres Liptovský Mikuláš",Kvačany,"Realitná kancelária",0.1948
Ju0Wth3fmJb,109.15,land,NULL,"okres Liptovský Mikuláš",Kvačany,liptoreal,0.3173
JuxLDdGxofv,65.00,land,NULL,"okres Liptovský Mikuláš",Kvačany,NULL,-0.2155
Ju2DkJ0tL0r,65.00,land,NULL,"okres Liptovský Mikuláš",Kvačany,"RK SPIRIT s.r.o.",-0.2155
Ju67f0ZUF6a,53.00,land,NULL,"okres Žilina","Dlhé Pole","Realitné kancelárie SR",-0.2374
JusNOhzmA1cV,86.00,land,NULL,"okres Žilina","Dlhé Pole","BeMi realitná kancelária",0.2374
JuxYYBPBmey,50.19,land,NULL,"okres Martin",Vrícko,"BALAŽI REAL ESTATE s.r.o.",-0.4171
Ju9noiJ3M5h,50.19,land,NULL,"okres Martin",Vrícko,"BALAŽI REAL ESTATE s.r.o.",-0.4171
Julm5UqUwbF,157.91,land,NULL,"okres Martin",Vrícko,"RADO Reality",0.8341
JucXLuegzy5,61.42,land,NULL,"okres Bytča",Štiavnik,"TUreality s.r.o.",-0.2542
JuOx6alhDY_,44.93,land,NULL,"okres Bytča",Štiavnik,"TUreality s.r.o.",-0.4544
Ju8tqbpzEho,134.12,land,NULL,"okres Bytča",Štiavnik,"TUreality s.r.o.",0.6286
Ju7-tv2yvGe,88.95,land,NULL,"okres Bytča",Štiavnik,"Romantické Chalupy, s.r.o.",0.0801
Ju0Lru91bls8,50.00,land,NULL,"okres Martin","Turčianske Jaseno","MAX PROFI REALITY",-0.3671
Juzs-YHkwHj,82.00,land,NULL,"okres Martin","Turčianske Jaseno","LIF REAL",0.0380
Ju5G02PfLPf,105.00,land,NULL,"okres Martin","Turčianske Jaseno","ALT REAL, s.r.o.",0.3291
Ju4xxL085OL,46.53,land,NULL,"okres Dolný Kubín",Zázrivá,"RE/MAX Slovakia",-0.3525
Juhz-iIvfOR,187.50,land,NULL,"okres Dolný Kubín",Zázrivá,NULL,1.6091
JuMg-KktE1Q,18.00,land,NULL,"okres Dolný Kubín",Zázrivá,"RE/MAX Slovakia",-0.7495
Ju3pFJiSu2s,35.43,land,NULL,"okres Dolný Kubín",Zázrivá,"RK Dalmia s. r. o.",-0.5070
Ju2dDwgittj,92.54,land,NULL,"okres Žilina",Stránske,"Ing. Gerlinda Bérešová - Esti",-0.1250
JuJ6A83KPJ2,132.81,land,NULL,"okres Žilina",Stránske,"Renovo Reality",0.2558
Jul34-9Uznd,106.63,land,NULL,"okres Žilina",Stránske,"Realitné kancelárie SR",0.0083
JusMGCS4uqf,91.04,land,NULL,"okres Žilina",Stránske,"Ing. Gerlinda Bérešová - Esti",-0.1391
JuTLgLBu59j,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
JuR6b65HC4k,79.00,land,NULL,"okres Čadca",Skalité,"1. Reality Rent, s.r.o.",0.0452
Ju2vqxn_y5h,49.90,land,NULL,"okres Čadca",Skalité,"1. Reality Rent, s.r.o.",-0.3398
JuyhzX_H2M6,57.85,land,NULL,"okres Čadca",Skalité,"Realitná kancelária",-0.2346
JuSojlAQh6I,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
JuaTUWSOToW,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
Jukxm6yZ0hf6,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
JurzykGoa8Y,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
Jug8evCrAgI,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
JuEjJSCiW8Ze,79.00,land,NULL,"okres Čadca",Skalité,"JPE. Reality - Jozef Pajer",0.0452
JuW5XYXfIA2,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
JufmowlUURT,78.00,land,NULL,"okres Čadca",Skalité,"HOLESTIAK.sk reality s.r.o.",0.0320
JunD1SrFXPT,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
JuYMxTrMThn,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
Jus70LjxyN8,79.00,land,NULL,"okres Čadca",Skalité,"BeMi realitná kancelária",0.0452
JuUxR9kCtc9,38.00,land,NULL,"okres Dolný Kubín","Horná Lehota",NULL,0.0000
JuZjAAYPCXKg,38.00,land,NULL,"okres Dolný Kubín","Horná Lehota","OREA, s.r.o.",0.0000
Ju8fJuQfeqw,100.00,land,NULL,"okres Martin","Dolný Kalník","ALT REAL, s.r.o.",-0.1047
JuApbqYiTwl,82.00,land,NULL,"okres Martin","Dolný Kalník","Realitná kancelária",-0.2659
JukIKAnSuKC,150.00,land,NULL,"okres Martin","Dolný Kalník","Reality Alpia",0.3429
JuRVHpRHSGQ,114.78,land,NULL,"okres Martin","Dolný Kalník","Like Reality s.r.o.",0.0276
Ju5vA5Uv4Dw,254.36,land,NULL,"okres Žilina",Rosina,"TARGETreal s. r. o.",0.1073
JutdkjPNxRS,253.62,land,NULL,"okres Žilina",Rosina,"TARGETreal s. r. o.",0.1040
JuOwj2nckB1,183.67,land,NULL,"okres Žilina",Rosina,"X-REAL, s. r. o.",-0.2005
Juml9ZbpWBM,169.07,land,NULL,"okres Žilina",Rosina,"MGM reality",-0.2640
Jut0tUa88wB,247.59,land,NULL,"okres Žilina",Rosina,"BeMi realitná kancelária",0.0778
JuyrQlq623r,270.00,land,NULL,"okres Žilina",Rosina,"Realitné kancelárie SR",0.1754
JuIxEHS21qj,89.23,land,NULL,"okres Ružomberok","Liptovský Michal","REALITY SPOLU",0.1208
JuHPJ-p52W2,70.00,land,NULL,"okres Ružomberok","Liptovský Michal","OVERENÉ REALITY",-0.1208
JuoqzBB_9Ic,98.87,land,NULL,"okres Dolný Kubín",Párnica,donidDevelop,0.0383
Ju4HZvYxEQL,69.00,land,NULL,"okres Dolný Kubín",Párnica,NULL,-0.2754
JuH2DC2P8Ud,49.00,land,NULL,"okres Dolný Kubín",Párnica,"OREA, s.r.o.",-0.4854
Ju2_HPkQ8s2,164.04,land,NULL,"okres Dolný Kubín",Párnica,"RE/MAX Slovakia",0.7226
JubUi5eOFbH,89.39,land,NULL,"okres Ružomberok","Liptovská Štiavnica","RE/MAX Slovakia",0.4374
Jug6QXb2mr0,13.00,land,NULL,"okres Ružomberok","Liptovská Štiavnica","bezmaklérov, s.r.o.",-0.7910
JuXGG7E_fDg,84.18,land,NULL,"okres Ružomberok","Liptovská Štiavnica","AstonReal s.r.o.",0.3536
JubLSsddj46,59.41,land,NULL,"okres Liptovský Mikuláš","Staré mesto","1.BCR REAL ESTATE SLOVAKIA",0.4888
JuWNTIbPUJS,20.40,land,NULL,"okres Liptovský Mikuláš","Staré mesto","Reality Alpia",-0.4888
JuSx0xp8txp,47.89,land,NULL,"okres Martin","Turčianske Kľačany","Realitná kancelária",0.2792
JuFVNjbiRLu,64.42,land,NULL,"okres Martin","Turčianske Kľačany","Reality Alpia",0.7208
Jue_9ALQet2b,0.00,land,NULL,"okres Martin","Turčianske Kľačany","B10 Slovensko, a. s.",-1.0000
JulIpxSm_gw,96.00,land,NULL,"okres Dolný Kubín","Vyšný Kubín","RES GROUP, s.r.o.",-0.3146
JubvMgx0Xlu,118.00,land,NULL,"okres Dolný Kubín","Vyšný Kubín","OREA, s.r.o.",-0.1576
JuErvfknoQB,228.29,land,NULL,"okres Dolný Kubín","Vyšný Kubín","RK VILLEA, s. r. o.",0.6298
JujRK5xYV79,118.00,land,NULL,"okres Dolný Kubín","Vyšný Kubín","RK Dalmia s. r. o.",-0.1576
Ju3Z449GlG4T,111.56,land,NULL,"okres Ružomberok","Liptovská Osada","Romantické Chalupy, s.r.o.",-0.0207
JueuBN1Nu8x,116.28,land,NULL,"okres Ružomberok","Liptovská Osada","XEMAR realitná spoločnosť s.r.o.",0.0207
Juo_OtW5DNn,95.00,land,NULL,"okres Žilina",Turie,"RES GROUP, s.r.o.",-0.0557
JuzjY-k3id9,73.00,land,NULL,"okres Žilina",Turie,"Realitná kancelária",-0.2744
Ju6v5X2xr8N,85.00,land,NULL,"okres Žilina",Turie,"Ing. Gerlinda Bérešová - Esti",-0.1551
JuMiM4qhAck,160.00,land,NULL,"okres Žilina",Turie,"RES GROUP, s.r.o.",0.5905
JudQL3RTdOS,90.00,land,NULL,"okres Žilina",Turie,"Realitné kancelárie SR",-0.1054
JuAZ6fgfjuZ,54.00,land,NULL,"okres Čadca",Čierne,"AnReal s. r. o.",-0.2113
JuNitLYneeA,73.99,land,NULL,"okres Čadca",Čierne,"TRI LIPY, s. r. o.",0.0807
JunDvn09Q9U,54.00,land,NULL,"okres Čadca",Čierne,"AnReal s. r. o.",-0.2113
JuhckkiisBJp,91.88,land,NULL,"okres Čadca",Čierne,"BeMi realitná kancelária",0.3420
JujNQV7OCek,45.00,land,NULL,"okres Žilina",Lysica,"YFE, s.r.o.",-0.4242
JuyewzTZPFk,130.32,land,NULL,"okres Žilina",Lysica,"Renovo Reality",0.6676
Ju9e7LtrfAt,59.12,land,NULL,"okres Žilina",Lysica,"DOBRÉ REALITY s.r.o.",-0.2435
JuGjdMCF3ve,180.18,land,NULL,"okres Žilina",Bytčica,"DreamReality s.r.o.",0.5414
Ju0yTvWbSXD,53.60,land,NULL,"okres Žilina",Bytčica,"BALAŽI REAL ESTATE s.r.o.",-0.5414
