offer_id,offer_type,property_type,condition,location_district,location_city,location_area,agency,office_city
JuaDU5eWN9y,sale,house,"under construction","okres Čadca","Stará Bystrica","Stará Bystrica","ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JumPsboVI0c,sale,house,"partially renovated","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","Vianema s.r.o.",Bratislava
JucsRg9RieN,sale,house,"partially renovated","okres Martin",Martin,Priekopa,"Reality ASTORIA, s.r.o.",Martin
JuM4P4vy0RV,sale,house,"new construction","okres Žilina",Žilina,"Žilinská Lehota","IDEÁLNE BÝVANIE, s.r.o.",Žilina
JufSen-CtV2,sale,house,"fully renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Realitná kancelária",Bratislava
Ju2TFOMHJIO,sale,house,"fully renovated","okres Martin",Lipovec,Lipovec,"Piata Avenue",Žilina
JuUMimgiwBf,sale,house,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota","HALO reality, s.r.o.",Prievidza
Jukz4cqoQIH,sale,house,"new construction","okres Čadca",Makov,Makov,"SIERA realitná kancelária s.r.o.",Trnava
JuKIg369MuS,sale,house,"partially renovated","okres Liptovský Mikuláš",Bukovina,Bukovina,"TUreality s.r.o.",Žilina
JuBqrsBTBJs,sale,house,"new construction","okres Ružomberok",Ružomberok,"Staré mesto","ALT REAL, s.r.o.",Martin
JuVsKCgx10t,sale,house,"new construction","okres Žilina",Višňové,Višňové,"Realitná kancelária",Bratislava
Ju39WLkWIa0,sale,house,"new construction","okres Martin","Turčiansky Peter","Turčiansky Peter","Piata Avenue",Žilina
JuYakCSM7Er,sale,house,"partially renovated","okres Turčianske Teplice",Háj,Háj,"RES GROUP, s.r.o.",Žilina
JuNQro8eb1w,sale,house,unrenovated,"okres Turčianske Teplice",Turček,Turček,"BV REAL PD, s.r.o.",Prievidza
Ju9aPEa8o9x,rent,house,unrenovated,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","Direct Real, spol. s r.o.",Bratislava
Jusa_KVAuJ7,sale,house,"fully renovated","okres Čadca",Svrčinovec,Svrčinovec,"JPE. Reality - Jozef Pajer",Čadca
Jupd__eIrfW,sale,house,"partially renovated","okres Martin",Vrútky,"Karvaša a Bláhovca","Romantické Chalupy, s.r.o.",Bratislava
Ju419iKir6V,rent,house,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","AstonReal s.r.o.","Banská Bystrica"
JuVNXqUSw6h,sale,house,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto","FatraReal s. r. o.",Ružomberok
Ju0JlS9gfjG,sale,house,"new construction","okres Žilina",Turie,Turie,"RES GROUP, s.r.o.",Žilina
JuV0_j6OG4Q,sale,house,unrenovated,"okres Čadca","Stará Bystrica","Stará Bystrica","RES GROUP, s.r.o.",Žilina
JuE4imxVWwa,sale,house,"new construction","okres Žilina",Žilina,Budatín,"Real Estate Group4U","Považská Bystrica"
Juoa-Iz2VRV,sale,house,unrenovated,"okres Čadca",Olešná,Olešná,"1. Reality Rent, s.r.o.",Žilina
JuNQtFNCOxb,sale,house,unrenovated,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves","Direct Real, spol. s r.o.",Bratislava
JuEW0eTR9MG,rent,house,"partially renovated","okres Žilina",Žilina,"Staré mesto","RENOME REAL",Žilina
Ju7atSyCG1P,sale,house,unrenovated,"okres Žilina",Žilina,Bytčica,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JuvIyu9zHe0,sale,house,"new construction","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Ju23oRXuRNw,sale,house,unrenovated,"okres Čadca",Čadca,Horelica,"HOLESTIAK.sk reality s.r.o.",Čadca
JudhN1eg-Z1,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"TUreality s.r.o.",Žilina
Ju9kLci6QHU,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka","TUreality s.r.o.",Žilina
JuUeAjh6h4i,sale,house,"under construction","okres Ružomberok",Ružomberok,Gejdák,"REALITY SPOLU",Bratislava
JuddrVo_6K8,sale,house,unrenovated,"okres Tvrdošín",Zábiedovo,Zábiedovo,"TUreality s.r.o.",Žilina
JuiyJgEkcp7,sale,house,unrenovated,"okres Dolný Kubín",Veličná,Veličná,NULL,NULL
JuP7ORLd_oZ,sale,house,"new construction","okres Žilina",Svederník,Svederník,"Realitné kancelárie SR",Bratislava
JubSXyHD9FS,sale,house,"new construction","okres Žilina",Bitarová,Bitarová,"MGM reality",Žilina
Ju2bFduldFu,sale,house,unrenovated,"okres Žilina",Žilina,"Staré mesto","MGM reality",Žilina
JueNBBfFeD4,sale,house,"partially renovated","okres Žilina",Varín,Varín,"TARGETreal s. r. o.",Žilina
Ju9gt_dtFmu,sale,house,"new construction","okres Martin","Turčiansky Peter","Turčiansky Peter","Piata Avenue",Žilina
JuCx5OqxogO,sale,house,unrenovated,"okres Žilina",Rajec,Rajec,"AnoReal, s.r.o.",Stráňavy
JugBNFAg1HA,sale,house,"new construction","okres Ružomberok",Ružomberok,Rybárpole,"NajBývanie, s.r.o.",Ružomberok
JuE1L7QIb5r,sale,house,unrenovated,"okres Martin",Martin,Priekopa,"Reality Simply",Martin
Ju0MsknUaYA,sale,house,"fully renovated","okres Žilina",Terchová,Terchová,"Realitná kancelária RED, s.r.o.",Žilina
Ju-iigXRX-E,sale,house,"under construction","okres Martin",Martin,Priekopa,"ROMDOM, s. r. o",Žilina
JuP-ssdj9MS,sale,house,"partially renovated","okres Čadca",Oščadnica,Oščadnica,NULL,NULL
Ju8trZQFbnP,sale,house,unrenovated,"okres Liptovský Mikuláš",Dúbrava,Dúbrava,"Direct Real, spol. s r.o.",Bratislava
Ju2H7rNABro,sale,house,unrenovated,"okres Dolný Kubín","Dolný Kubín",Záskalie,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju1GDbbrB55,sale,house,unrenovated,"okres Čadca",Čadca,Podzávoz,"1. Reality Rent, s.r.o.",Žilina
JueseIeLY2v,sale,house,"partially renovated","okres Čadca","Stará Bystrica","Stará Bystrica","Realitné kancelárie SR",Bratislava
JuYd_ySpDkY,sale,house,"partially renovated","okres Martin",Martin,Priekopa,NULL,NULL
JuaMaWInHEa,sale,house,"new construction","okres Žilina","Dolný Hričov","Dolný Hričov","DreamReality s.r.o.",Žilina
JujFiU7wF23,sale,house,"fully renovated","okres Bytča",Bytča,"Bytča - sever","RIEŠIME BÝVANIE",Bratislava
Jun5lwMOykP,sale,house,"partially renovated","okres Dolný Kubín",Istebné,Istebné,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuxEotSi75n,sale,house,"new construction","okres Čadca",Makov,Makov,"Ing. Marcela Pišteková",Turzovka
JugeXc96z-v,sale,house,"new construction","okres Dolný Kubín","Dolný Kubín",Mokraď,NULL,NULL
Ju5GSMP-mjz,sale,house,unrenovated,"okres Čadca",Čadca,Horelica,"HOLESTIAK.sk reality s.r.o.",Čadca
JujtVzSs6Xp,sale,house,"partially renovated","okres Martin",Necpaly,Necpaly,"RIEŠIME BÝVANIE",Bratislava
JuHDbG3yLMb,sale,house,"partially renovated","okres Liptovský Mikuláš",Pribylina,Pribylina,"NajBývanie, s.r.o.",Ružomberok
Jug4SIOybnO,sale,house,"fully renovated","okres Martin",Martin,Stred,"Reality Alpia",Martin
Ju1tsUeFhRS,sale,house,"fully renovated","okres Žilina",Rosina,Rosina,"TUreality s.r.o.",Žilina
Juws22--sLM,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","GERT , s.r.o.","Liptovský Mikuláš"
Ju3gJr9Nl-f,sale,house,"partially renovated","okres Martin",Necpaly,Necpaly,"RES GROUP, s.r.o.",Žilina
JuiKlGUbKmU,sale,house,"partially renovated","okres Tvrdošín",Vitanová,Vitanová,"OREA, s.r.o.","Dolný Kubín"
JuvemPDdxob,sale,house,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota","ŽILINAREAL, s.r.o.",Žilina
Juv-ZyHYN0s,sale,house,"new construction","okres Žilina",Hôrky,Hôrky,"TOCA, s.r.o. Realitná činnosť",Bytča
Ju9NWPjsyPl,sale,house,unrenovated,"okres Čadca",Zákopčie,Zákopčie,"HOLESTIAK.sk reality s.r.o.",Čadca
JuFzDxVJ2q6,sale,house,unrenovated,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce","Romantické Chalupy, s.r.o.",Bratislava
JumvGr4WHDN,sale,house,unrenovated,"okres Žilina",Gbeľany,Gbeľany,"MGM reality",Žilina
JumL89VNCQA,sale,house,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto","NajBývanie, s.r.o.",Ružomberok
Juxt1OSVKJl,sale,house,"partially renovated","okres Žilina",Žilina,Závodie,"Realitné kancelárie SR",Bratislava
JuE93RTyEY1k,sale,house,unrenovated,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna","Romantické Chalupy, s.r.o.",Bratislava
JuKa1Trlsqb,sale,house,"partially renovated","okres Žilina","Dlhé Pole","Dlhé Pole","RENOME REAL",Žilina
JuO1xdQLtDm,sale,house,"fully renovated","okres Čadca",Čadca,Horelica,"SLNOVRAT, s.r.o.",Olešná
JuatbTPjpIq,sale,house,"partially renovated","okres Čadca","Krásno nad Kysucou",Blažkov,"Piata Avenue",Žilina
JucPea4Ivtx,sale,house,"fully renovated","okres Žilina",Žilina,Brodno,"Realitná kancelária RED, s.r.o.",Žilina
JufqC5RH_Te,sale,house,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",Stred,"Ing.Zuzana Paverová","Turčianske Teplice"
JuFqa8ebzxy,sale,house,"new construction","okres Žilina",Terchová,Terchová,"Georgi Conev",Žilina
Ju9Mn4e894N,sale,house,"partially renovated","okres Žilina",Ďurčiná,Ďurčiná,NULL,NULL
JuWeOewD3Gg,sale,house,"fully renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava,"FatraReal s. r. o.",Ružomberok
JuuJvOruCyE,sale,house,"new construction","okres Martin",Martin,Sever,"Buby reality, s.r.o.",Žilina
Ju1Fv2ySoaS,sale,house,unrenovated,"okres Martin",Príbovce,Príbovce,"Realitná kancelária Kľúč",Trnava
JuFC-aJuKRa,sale,house,unrenovated,"okres Žilina","Malá Čierna","Malá Čierna","Reality Alpia",Martin
JuM2ROndAws,sale,house,unrenovated,"okres Martin",Martin,Priekopa,"Piata Avenue",Žilina
JuSs3N5i3rL,sale,house,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Benice,"TUreality s.r.o.",Žilina
JuKx19d2RCd,sale,house,"fully renovated","okres Martin",Martin,Jahodníky,"Reality ASTORIA, s.r.o.",Martin
JuY-SPBwd8P,sale,house,"new construction","okres Liptovský Mikuláš",Smrečany,Smrečany,mojaRK,Bratislava
JuLWBKzZeJE,sale,house,"new construction","okres Martin",Necpaly,Necpaly,"Reality MT s.r.o.",Martin
JuD8rezKquD,sale,house,"fully renovated","okres Turčianske Teplice","Turčianske Teplice",Diviaky,"AstonReal s.r.o.","Banská Bystrica"
Ju6NukP0wBz,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","REALITY SPOLU",Bratislava
JubU0eKdiVr,sale,house,"new construction","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Jupwy58HyS3,sale,house,"new construction","okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany","HD reality group s.r.o","Banská Bystrica"
JuIbHiaSfl0,rent,house,"new construction","okres Bytča",Bytča,"Veľká Bytča",NULL,NULL
Ju-h4ZgFDNR,sale,house,unrenovated,"okres Liptovský Mikuláš",Hybe,Hybe,"U9, a.s.",Bratislava
Jux_9WVvE-Q,sale,house,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","Romantické Chalupy, s.r.o.",Bratislava
JupBKdvb5-A,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","TUreality s.r.o.",Žilina
JuCoSlVNCl5,sale,house,"fully renovated","okres Žilina",Strečno,Strečno,"Realitná kancelária",Bratislava
JugvlRDwxML,sale,house,"new construction","okres Žilina",Lietava,Lietava,"Real Estate Group4U","Považská Bystrica"
JuqOiX2gk_s,sale,house,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","Realitné kancelárie SR",Bratislava
JusOQ86lFSqV,sale,house,unrenovated,"okres Žilina",Žilina,"Považský Chlmec","Realitná kancelária",Bratislava
JuDOSPT3oT9,sale,house,unrenovated,"okres Žilina",Hôrky,Hôrky,"Piata Avenue",Žilina
JuoQ_50mfjv,sale,house,unrenovated,"okres Žilina",Stránske,Stránske,"Safe reality s. r. o.",Žilina
JuOCwLlVc6x,sale,house,"partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec",NULL,NULL
JuHnEHB35K0,sale,house,unrenovated,"okres Žilina",Terchová,Terchová,"HALO reality, s.r.o.",Prievidza
JuiW01vp_No,sale,house,"new construction","okres Čadca",Čadca,Čadečka,"MENÍME BÝVANIE",Čadca
JugGPssQETW,sale,house,"fully renovated","okres Dolný Kubín",Zázrivá,Zázrivá,"Reality Alpia",Martin
JuVBGZswzO8,sale,house,unrenovated,"okres Žilina","Rajecké Teplice","Rajecké Teplice","Reality Alpia",Martin
Ju6igj_0jNC,sale,house,"fully renovated","okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok","RK Dalmia s. r. o.","Dolný Kubín"
Jun0rUiHHId,sale,house,"new construction","okres Martin","Turčiansky Peter","Turčiansky Peter","ALT REAL, s.r.o.",Martin
JubExmFeQF5H,sale,house,unrenovated,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba","Direct Real, spol. s r.o.",Bratislava
JuRC_sngF0m,sale,house,"fully renovated","okres Žilina",Terchová,Terchová,"1. Reality Rent, s.r.o.",Žilina
JumabMEntjy,sale,house,unrenovated,"okres Kysucké Nové Mesto",Povina,Povina,"Nové bývanie",Nitra
Jupi9oHSOxK,sale,house,unrenovated,"okres Turčianske Teplice",Háj,Háj,"Reality férovo, s. r. o.",Šaľa
JuhlHrJa9hV,sale,house,"fully renovated","okres Martin",Martin,Stráne,"ALT REAL, s.r.o.",Martin
Jufj_0Gj-0k,sale,house,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"OVERENÉ REALITY","Banská Bystrica"
JuqStupTj78,sale,house,"partially renovated","okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Juk3KAL7-tq,sale,house,unrenovated,"okres Martin",Podhradie,Podhradie,"Realitná kancelária DR, s.r.o.",Martin
JudpEUux9d7,sale,house,unrenovated,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba",Limaxreal,"Liptovský Mikuláš"
Ju3LCu23qXh,sale,house,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto","NajBývanie, s.r.o.",Ružomberok
JutKedpOXQk,sale,house,unrenovated,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča",NULL,NULL
Juwr4hT_Hw4,sale,house,"partially renovated","okres Martin",Martin,Priekopa,"Reality AK, spol. s r.o.",Martin
JuLejb12kjD,sale,house,unrenovated,"okres Kysucké Nové Mesto",Povina,Povina,"Pro Real, s. r. o. realitná kancelária",Žilina
JuGgpJ73Uj2,sale,house,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec,"OREA, s.r.o.","Dolný Kubín"
JuT41GyTcye,sale,house,"fully renovated","okres Čadca",Makov,Makov,NULL,NULL
Ju3CARY9OXA,sale,house,"partially renovated","okres Čadca",Čadca,Centrum,"HOLESTIAK.sk reality s.r.o.",Čadca
JujozXo5nt1,sale,house,"new construction","okres Turčianske Teplice",Dubové,Dubové,"RES GROUP, s.r.o.",Žilina
JuuOm3BAvYEs,sale,house,"partially renovated","okres Martin",NULL,NULL,"1. Reality Rent, s.r.o.",Žilina
JuiyrWA4fnU,sale,house,"partially renovated","okres Čadca",Turzovka,Závodie,"B10 Slovensko, a. s.",Žilina
JuT3DyFpT5w,sale,house,unrenovated,"okres Liptovský Mikuláš",Hybe,Hybe,"Direct Real, spol. s r.o.",Bratislava
JuwmzGWznze,sale,house,"under construction","okres Liptovský Mikuláš",Dúbrava,Dúbrava,"HALO reality, s.r.o.",Prievidza
JuZLXRA74dF,sale,house,"partially renovated","okres Martin",Ležiachov,Ležiachov,"B10 Slovensko, a. s.",Žilina
JuuVW7D3CC4,rent,house,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","AstonReal s.r.o.","Banská Bystrica"
JuEHT7VVEBz,sale,house,unrenovated,"okres Žilina",Varín,Varín,"Nové bývanie",Nitra
Ju9dPAZvZDN,sale,house,"fully renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka",NULL,NULL
JucFteCcorV,sale,house,"partially renovated","okres Čadca",Raková,Raková,"1. Reality Rent, s.r.o.",Žilina
JutrNWqo1mF,sale,house,"new construction","okres Martin",Žabokreky,Žabokreky,"Real Reality Development s.r.o.",Martin
JuINrC73hf2,sale,house,"partially renovated","okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitné kancelárie SR",Bratislava
Ju91riyeIY0,sale,house,"new construction","okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuJVlSLNzUp,sale,house,"fully renovated","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","TARGETreal s. r. o.",Žilina
Jugx_wMlZ3E,sale,house,"new construction","okres Kysucké Nové Mesto",Rudinská,Rudinská,"Vianema s.r.o.",Bratislava
JuDis4x18zz,sale,house,"new construction","okres Liptovský Mikuláš",Ižipovce,Ižipovce,"PT-com s. r. o.","Banská Bystrica"
JuDZksNmp-x,sale,house,"partially renovated","okres Ružomberok","Liptovská Teplá","Liptovská Teplá","OVERENÉ REALITY","Banská Bystrica"
Ju-NcnxkRbA,sale,house,"partially renovated","okres Ružomberok",Stankovany,Stankovany,"ARBIZ real estate & finance s. r. o.",Ružomberok
JuT8DWNBWjF,sale,house,unrenovated,"okres Žilina",Žilina,"Malá Praha","ŽILINAREAL, s.r.o.",Žilina
JuGbXL5nuWt,sale,house,"new construction","okres Čadca",Oščadnica,Oščadnica,"VAŠE REALITY s.r.o.",Trenčín
JuCQvl5wSHc,sale,house,"partially renovated","okres Čadca",Korňa,Korňa,"Ing. Marcela Pišteková",Turzovka
JuMul7PwvM2d,sale,house,"new construction","okres Žilina",Višňové,Višňové,"Realitná kancelária RED, s.r.o.",Žilina
Ju8Q97pjRsq,sale,house,"fully renovated","okres Ružomberok",Ivachnová,Ivachnová,"OVERENÉ REALITY","Banská Bystrica"
Ju2NkOjuxZI,sale,house,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice","MGM reality",Žilina
JuIaBwHCjWo,sale,house,"partially renovated","okres Turčianske Teplice","Malý Čepčín","Malý Čepčín","Realitná kancelária",Bratislava
JuJ5uCQt9op,sale,house,"partially renovated","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","RIEŠIME BÝVANIE",Bratislava
JuXSgDSAhl3,sale,house,"partially renovated","okres Žilina",Terchová,Terchová,"Pegas real s.r.o.",Bratislava
JuI7pHVr8cE,sale,house,"partially renovated","okres Bytča",Jablonové,Jablonové,"Realitná kancelária",Bratislava
JuCwuVypfFN,sale,house,"fully renovated","okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitná kancelária RED, s.r.o.",Žilina
Ju8E81QIHh9,sale,house,"new construction","okres Bytča",Bytča,"Hliník nad Váhom","Realitné kancelárie SR",Bratislava
JurLHZvtaEy,sale,house,"fully renovated","okres Martin",Martin,Stred,"AstonReal s.r.o.","Banská Bystrica"
JuhczzRboRF,sale,house,unrenovated,"okres Žilina",Žilina,Závodie,NULL,NULL
Juxivp9KfQ0,sale,house,"new construction","okres Žilina",Rosina,Rosina,"IDEÁLNE BÝVANIE, s.r.o.",Žilina
Jud93oHCOHE,sale,house,"fully renovated","okres Martin",Bystrička,Bystrička,"Reality Alpia",Martin
JuJsyjovPfc,sale,house,"partially renovated","okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou","HOLESTIAK.sk reality s.r.o.",Čadca
JuOaEJ-u0ZG,sale,house,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec,"1. Reality Rent, s.r.o.",Žilina
Ju02FWXcSxg,sale,house,unrenovated,"okres Turčianske Teplice",Mošovce,Mošovce,"ALT REAL, s.r.o.",Martin
JuNBS73Ff1Z,sale,house,"fully renovated","okres Martin",Turany,Turany,"Reality ASTORIA, s.r.o.",Martin
Juet0DuhtSi,sale,house,"under construction","okres Liptovský Mikuláš",Prosiek,Prosiek,liptoreal,"Liptovský Mikuláš"
JutC2YgCUCh,sale,house,"fully renovated","okres Martin",Bystrička,Bystrička,"MAX PROFI REALITY",Martin
JuxTlJngqfx,sale,house,"new construction","okres Žilina",Hôrky,Hôrky,"Realitná kancelária RED, s.r.o.",Žilina
JuTG5fkPlv9,sale,house,"under construction","okres Turčianske Teplice",Abramová,Abramová,"B10 Slovensko, a. s.",Žilina
JuzPTiI9dEx,sale,house,unrenovated,"okres Žilina",Žilina,"Staré mesto","ŽILINAREAL, s.r.o.",Žilina
JunogbuFikZ,sale,house,"partially renovated","okres Ružomberok",Stankovany,Stankovany,"OVERENÉ REALITY","Banská Bystrica"
JuQYvnGYftR,sale,house,"partially renovated","okres Martin",Martin,Stráne,"TUreality s.r.o.",Žilina
JuE2xdPeLMB,sale,house,"partially renovated","okres Žilina",Žilina,Budatín,"Realitné kancelárie SR",Bratislava
JuQBGbl9GCs,sale,house,"partially renovated","okres Bytča",Kolárovice,Kolárovice,"1. Reality Rent, s.r.o.",Žilina
JuuYuhMI403,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,"HALO reality, s.r.o.",Prievidza
Ju_uHTH2LKy,sale,house,unrenovated,"okres Bytča","Veľké Rovné","Veľké Rovné","RIEŠIME BÝVANIE",Bratislava
JucgDISpkFu,sale,house,"new construction","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica","NajBývanie, s.r.o.",Ružomberok
Juf5RoOgfBW,sale,house,"partially renovated","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuZFa40Foop,sale,house,"partially renovated","okres Kysucké Nové Mesto",NULL,NULL,"ROSA reality","Kysucké Nové Mesto"
JuJib1snd7W,sale,house,"fully renovated","okres Žilina",Žilina,Bytčica,"Realitné kancelárie SR",Bratislava
Juako0agoSO,sale,house,"fully renovated","okres Žilina",Stránske,Stránske,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
JuoV-wTSH0S,sale,house,"partially renovated","okres Žilina",Rosina,Rosina,"RES GROUP, s.r.o.",Žilina
Jubj0GQo0yb,sale,house,"fully renovated","okres Čadca",Zákopčie,Zákopčie,"RK Finanz Real, s.r.o.",Trnava
JuCh945YdSl,sale,house,unrenovated,"okres Námestovo",Námestovo,"Slanická Osada","BeMi realitná kancelária",Nitra
JuDwCbbbd6Z,sale,house,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"Realitné kancelárie SR",Bratislava
Juv33DUvv0m,sale,house,"fully renovated","okres Žilina",Žilina,Závodie,"Realitná kancelária RED, s.r.o.",Žilina
JuP5LbmRSZ8,sale,house,"new construction","okres Turčianske Teplice",Kaľamenová,Kaľamenová,"REALITY SPOLU",Bratislava
JufilbyD1c1,sale,house,"partially renovated","okres Ružomberok",Ružomberok,"Biely Potok","Romantické Chalupy, s.r.o.",Bratislava
JutjBXS2rky,sale,house,"new construction","okres Žilina",Žilina,Trnové,NULL,NULL
Juii36MitpD,sale,house,"new construction","okres Námestovo",Ťapešovo,Ťapešovo,"Direct Real, spol. s r.o.",Bratislava
JutiSbVRe_4,sale,house,"partially renovated","okres Žilina",Žilina,Bôrik,"TUreality s.r.o.",Žilina
JuNs-c1_Jug,sale,house,"fully renovated","okres Čadca",Staškov,Staškov,"PROFI INVEST družstvo",Košice
JuQ8RNQVTuL,sale,house,unrenovated,"okres Čadca",Čadca,Čadečka,"BeMi realitná kancelária",Nitra
JunPSVDxWEH,sale,house,unrenovated,"okres Martin",Martin,"Kolónia Hviezda","Reality Alpia",Martin
Jut7J495GN0,sale,house,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",Diviaky,"LICITOR group, a.s.",Žilina
Jujj9R6pdLi,sale,house,"partially renovated","okres Žilina",Konská,Konská,"Reality IQ, s.r.o.",Žilina
JuCuq9xsJt1,sale,house,"new construction","okres Žilina",Rosina,Rosina,NULL,NULL
JuX1WyelwxA,sale,house,unrenovated,"okres Žilina","Malá Čierna","Malá Čierna","Reality Alpia",Martin
JuuA60psrH_,sale,house,"partially renovated","okres Turčianske Teplice",Dubové,Dubové,"Realitné kancelárie SR",Bratislava
JuiwpIv6ZO8n,sale,house,"new construction","okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal","Realitné kancelárie SR",Bratislava
JuzAGRifcCv,sale,house,"new construction","okres Čadca","Krásno nad Kysucou",Stred,"GAMA Reality, s.r.o.",Bytča
JuWLq7Wh8lf,sale,house,"fully renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Reality AK, spol. s r.o.",Martin
Ju9fCSXKuI8,sale,house,unrenovated,"okres Liptovský Mikuláš",Važec,Važec,"HALO reality, s.r.o.",Prievidza
JuVnevlBgml,sale,house,"fully renovated","okres Turčianske Teplice","Turčianske Teplice",Stred,NULL,NULL
JuzfaiaPF1e,sale,house,"fully renovated","okres Martin",Martin,Jahodníky,"DOBRÉ REALITY s.r.o.",Prievidza
Ju_jNWgq4Ah,sale,house,unrenovated,"okres Liptovský Mikuláš","Kráľova Lehota","Kráľova Lehota","RIEŠIME BÝVANIE",Bratislava
JuWqGCp2oW6,sale,house,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec,"HOLESTIAK.sk reality s.r.o.",Čadca
JukqbzsVg5j,sale,house,"partially renovated","okres Martin",Belá-Dulice,Belá-Dulice,"Reality Center, s.r.o.",Martin
Ju7p-ibu19t,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka","RIEŠIME BÝVANIE",Bratislava
JuhM9MWOU0h,sale,house,unrenovated,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Nové bývanie",Nitra
JuHbG5bC-AQ,sale,house,"fully renovated","okres Martin",Martin,Stráne,"Reality AK, spol. s r.o.",Martin
JuMpX9TQAHl,sale,house,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec,"OREA, s.r.o.","Dolný Kubín"
Ju2L-GyOw3O,sale,house,unrenovated,"okres Žilina",Strečno,Strečno,"Direct Real, spol. s r.o.",Bratislava
JuTNxy0mSKf,sale,house,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Juwnal8LZ_c,sale,house,"new construction","okres Žilina",Žilina,"Žilinská Lehota","DRR INVEST, s. r. o.","Horný Hričov"
JukKOW5g8ic,sale,house,"fully renovated","okres Ružomberok",Kalameny,Kalameny,"NajBývanie, s.r.o.",Ružomberok
JufvMyqhmxo,sale,house,unrenovated,"okres Martin",Vrícko,Vrícko,"Reality Alpia",Martin
