offer_id,offer_type,property_type,condition,location_district,location_city,location_area,agency,office_city
JuXHjhU272A,sale,"3-room apartment",unrenovated,"okres Žilina",Žilina,Hliny,"Reality IQ, s.r.o.",Žilina
Ju_ePT-_LMH,sale,"2-room apartment","fully renovated","okres Námestovo",Námestovo,Brehy,"EVER SK, s.r.o.",NULL
JuzuxPMP-Xr,sale,"3-room apartment","new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"Realitná kancelária DOM",Žilina
JuDXnrUS-p1,sale,"holiday apartment",unrenovated,"okres Ružomberok",Ružomberok,Hrabovo,"Reality Alpia",Martin
JuQfDarw60S,rent,"2-room apartment","fully renovated","okres Martin",Martin,Podháj,"ALT REAL, s.r.o.",Martin
Jux_7MHZ0xE,sale,"1-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"DVOŘÁK & PARTNERS s. r. o.","Banská Bystrica"
JuUTD1Lj0lr,sale,"3-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuPs0jZ4Upm,rent,"3-room apartment","fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie,"Realitné kancelárie SR",Bratislava
JuZ2eoxoyai,rent,"3-room apartment","new construction","okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča",NULL,NULL
JuuvbPIMl4t,sale,"4-room apartment","partially renovated","okres Žilina",Žilina,Solinky,"ACTIVE - Reality, s. r. o.",Žilina
Ju7DJIriKhh,sale,"4-room apartment","fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred,"Safe reality s. r. o.",Žilina
Ju2ogwd19a4,sale,"3-room apartment","partially renovated","okres Martin",Martin,Záturčie,"Like Reality s.r.o.","Považská Bystrica"
JuVooxZWg4s,sale,"4-room apartment",unrenovated,"okres Žilina",Žilina,"Staré mesto","ŽILINAREAL, s.r.o.",Žilina
JuuvunHgeuI,sale,"2-room apartment","partially renovated","okres Tvrdošín",Tvrdošín,Medvedzie,"RE/MAX Slovakia",Bratislava
JuhpxD8Q4V6,sale,"3-room apartment","under construction","okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
Jun8Wp9H-1m,sale,"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuKMOepiUjn,sale,"1-room apartment",unrenovated,"okres Žilina",Žilina,Vlčince,"Safe reality s. r. o.",Žilina
JuyIru5Z-bn,sale,"2-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","KA Real","Banská Bystrica"
JurHWDFucoi,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"HALO reality, s.r.o.",Prievidza
JuuLiOVYceV,sale,"3-room apartment","fully renovated","okres Čadca",Raková,Raková,"Realitná kancelária",Bratislava
Ju6KRY_ibJj,rent,"3-room apartment","fully renovated","okres Ružomberok",Ružomberok,Polík,NULL,NULL
JuuS6FA8WTM,rent,"1-room apartment","fully renovated","okres Čadca",Čadca,Žarec,"JPE. Reality - Jozef Pajer",Čadca
JuGqA0i3EO8,sale,"3-room apartment","partially renovated","okres Žilina",Žilina,"Staré mesto","DreamReality s.r.o.",Žilina
JuFxU-EPo7k,sale,"3-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka","HALO reality, s.r.o.",Prievidza
JuJDcaBGFgv,sale,"3-room apartment","new construction","okres Čadca",Čadca,Škrabákovci,"Realitné kancelárie SR",Bratislava
JuwDKSHdYOM,rent,"3-room apartment","fully renovated","okres Čadca",Čadca,Centrum,"SLNOVRAT, s.r.o.",Olešná
JuKE1haIfBQ,rent,"1-room apartment","new construction","okres Žilina",Žilina,"Staré mesto",NULL,NULL
Juf3UQk266Q,sale,"1-room apartment","under construction","okres Martin",Sučany,Sučany,"Constario REALTY s.r.o.",Žilina
JuiUg7kx_Xo,sale,"4-room apartment","under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuX_Y10XQMs,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Juraj Hegyi Reality & Development s.r.o.",Bratislava
JuhdlIDH7jm,sale,"1-room apartment","partially renovated","okres Martin",Martin,Podháj,"Piata Avenue",Žilina
JukH94BLOrl,rent,"1-room apartment","partially renovated","okres Martin",Turany,Turany,"Like Reality s.r.o.","Považská Bystrica"
JuiXegD6ESI,sale,"3-room apartment",unrenovated,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","AstonReal s.r.o.","Banská Bystrica"
Ju-U6VvTf4d,sale,"3-room apartment",unrenovated,"okres Martin",Martin,Stred,"B10 Slovensko, a. s.",Žilina
Ju_P4weQ1yi,rent,"3-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju4jUNHrCaa,rent,"2-room apartment","fully renovated","okres Žilina",Žilina,Hliny,"EASY centrum bývania, s.r.o.",Žilina
JuRDmAO0N5y,sale,"2-room apartment","under construction","okres Ružomberok",Ružomberok,Roveň,"ODEKO manažment s.r.o.",Žilina
JuOLPMJrkFk,sale,"3-room apartment","partially renovated","okres Žilina",Žilina,"Staré mesto","TUreality s.r.o.",Žilina
JueFBhJMkEL,rent,"studio apartment","fully renovated","okres Čadca",Čadca,Žarec,"KUBALA REALITY, s.r.o.",Čadca
JuiowNIBmX1,rent,"3-room apartment","partially renovated","okres Čadca",Čadca,Kyčerka,NULL,NULL
Ju1swh97q_w,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","RE/MAX Slovakia",Bratislava
JuJjSbvP3y1,sale,"2-room apartment","under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JueVg_uFAEX,sale,"3-room apartment","partially renovated","okres Martin",Martin,Záturčie,"Like Reality s.r.o.","Považská Bystrica"
JubLUnnldKg,sale,"2-room apartment","new construction","okres Martin",Martin,Ľadoveň,"B10 Slovensko, a. s.",Žilina
JuNlpRocmfd,sale,"3-room apartment","partially renovated","okres Martin",Martin,Stred,"Reality Turiec s.r o.",Martin
JujxzbLeFDf,sale,"2-room apartment","new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice","STAREA, s. r. o.",Žilina
Jut2p_8fnwk,sale,"3-room apartment","fully renovated","okres Ružomberok",Ružomberok,Klačno,"AstonReal s.r.o.","Banská Bystrica"
JuZUmgJDVA2,sale,"4-room apartment","new construction","okres Ružomberok",Ružomberok,"Staré mesto",NULL,NULL
JuIVoMRmHSz,sale,"1-room apartment","partially renovated","okres Martin",Turany,Turany,"TUreality s.r.o.",Žilina
Ju7NnD-cxZu,sale,"4-room apartment","partially renovated","okres Ružomberok",Ružomberok,Klačno,"OVERENÉ REALITY","Banská Bystrica"
JuLyRXzb7sF,sale,"holiday apartment","fully renovated","okres Ružomberok",Bešeňová,Bešeňová,"Reality Alpia",Martin
JuFzCj_c-LQ,sale,"2-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","MENS s. r. o.",Žilina
JuuDv2Zd85o,sale,"3-room apartment","new construction","okres Žilina",Žilina,Bôrik,"TUreality s.r.o.",Žilina
Ju5JJVitOH3,sale,"3-room apartment","new construction","okres Tvrdošín",Trstená,Trstená,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Jue8OEdDtFX,sale,"2-room apartment","development project","okres Ružomberok",Ružomberok,Baničné,"ODEKO manažment s.r.o.",Žilina
JusujBj0j9H,rent,"3-room apartment","fully renovated","okres Žilina",Žilina,Vlčince,NULL,NULL
JuwJKqBh04b,sale,"2-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","AstonReal s.r.o.","Banská Bystrica"
JuMDiaehTE4,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL,NULL
JuGTmonCdFp,sale,"2-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","Realitné kancelárie SR",Bratislava
JucNmI_DO7B,sale,"holiday apartment","fully renovated","okres Čadca",Oščadnica,Oščadnica,"NIKO-REAL, s.r.o.",Bratislava
JultM3IWcXG,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter","REINVEST s.r.o.",Bratislava
JuZGQrt1Ff6m,sale,"2-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Iľanovo,"NajBývanie, s.r.o.",Ružomberok
Juwy9k5pZPS,sale,"holiday apartment","new construction","okres Martin",Valča,Valča,"Realitné kancelárie SR",Bratislava
Jux-AEYjDab,sale,"2-room apartment","fully renovated","okres Žilina",Žilina,Solinky,NULL,NULL
JuuQ3yxLaqS,sale,"2-room apartment","new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá","AstonReal s.r.o.","Banská Bystrica"
JuXUHfW6DDJ,sale,"2-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka,"HALO reality, s.r.o.",Prievidza
Jup1HeEGFtW,sale,"1-room apartment","new construction","okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
JuCX2-0gKW3,sale,"4-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju1sYuOumZf,rent,"3-room apartment","fully renovated","okres Ružomberok",Ružomberok,Klačno,NULL,NULL
JuAtADtbyIN,sale,"3-room apartment","new construction","okres Žilina",Žilina,Budatín,"B10 Slovensko, a. s.",Žilina
JupXiFdQKs1,rent,"3-room apartment","partially renovated","okres Žilina",Žilina,Solinky,"PRIVAT Reality spol.s.r.o",Bratislava
Jux885vgQgO,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Tatra Invest",Podtureň
JuIZkq9C4-v,sale,"2-room apartment","under construction","okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
Jus-du7SK4F,sale,"3-room apartment","new construction","okres Žilina",Žilina,Bytčica,"Realitná kancelária RED, s.r.o.",Žilina
JuqmAmZk9jG,sale,"1-room apartment",unrenovated,"okres Žilina",Žilina,Vlčince,"MGM reality",Žilina
JuJF4572cY0,sale,"2-room apartment","fully renovated","okres Martin",Martin,Sever,"Reality Center, s.r.o.",Martin
JufKPFE3Y2M,sale,"2-room apartment",unrenovated,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna","Obec Liptovská Lúžna","Liptovská Lúžna"
JuQPXllO6ks,sale,"2-room apartment","new construction","okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
JuFnOWI1i1c,sale,"3-room apartment","partially renovated","okres Turčianske Teplice",Jazernica,Jazernica,"Reality AK, spol. s r.o.",Martin
JufGDO__GbO,sale,"4-room apartment","new construction","okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
Jut7GOvY7Cs,rent,"3-room apartment","new construction","okres Námestovo","Oravské Veselé","Oravské Veselé","OREA, s.r.o.","Dolný Kubín"
JuUusk-Q8GE,sale,"2-room apartment","new construction","okres Žilina",Žilina,Bytčica,"Realitná kancelária RED, s.r.o.",Žilina
JuucDO18CeY,rent,"3-room apartment","fully renovated","okres Žilina",Žilina,Bôrik,NULL,NULL
JuBD3ecZzdA,sale,"2-room apartment","new construction","okres Žilina",Žilina,Závodie,"Realitná kancelária RED, s.r.o.",Žilina
Juga_SyTI4R,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","RE/MAX Slovakia",Bratislava
Ju7kGUvVlwS,sale,"3-room apartment",unrenovated,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča","OVERENÉ REALITY","Banská Bystrica"
JuCKdo4C-vu,sale,"3-room apartment","new construction","okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuD_7kPVbjf,sale,"3-room apartment","partially renovated","okres Žilina",Žilina,"Staré mesto","Effecting s.r.o.",Bratislava
JuxM7Oxk3ZF,sale,"3-room apartment","new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá","TUreality s.r.o.",Žilina
JujtAMfUep-,sale,"4-room apartment","fully renovated","okres Martin",Martin,Stred,NULL,NULL
JubYzTZOLz1,sale,"3-room apartment","new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice","TUreality s.r.o.",Žilina
JuhBW328SAS,sale,"3-room apartment","fully renovated","okres Martin",Vrútky,"Horné Vrútky",NULL,NULL
JuOr71wM3AE,sale,"2-room apartment","fully renovated","okres Martin",Vrútky,"Horné Vrútky","B10 Slovensko, a. s.",Žilina
Juiqajk1kjr,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
Ju_N2iy5JWS,rent,"studio apartment","fully renovated","okres Martin",Necpaly,Necpaly,"Reality ASTORIA, s.r.o.",Martin
JuYWFp89fWK,sale,"3-room apartment","partially renovated","okres Martin",Martin,Sever,"Like Reality s.r.o.","Považská Bystrica"
JuVCZnRxN5m,sale,"4-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JukxcpBCVX8,rent,"1-room apartment","new construction","okres Žilina",Žilina,Vlčince,NULL,NULL
Ju-cA70OjPb,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","TUreality s.r.o.",Žilina
Junbds6mBD4,sale,"3-room apartment","under construction","okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuIhf4tExMf,sale,"3-room apartment","partially renovated","okres Martin",Vrútky,"Horné Vrútky","NajBývanie, s.r.o.",Ružomberok
JuupBH8LvJz,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,G-REAL,"Liptovský Mikuláš"
JuuqMAsXTsE,sale,"2-room apartment","under construction","okres Martin",Sučany,Sučany,"Constario REALTY s.r.o.",Žilina
JuqDuiRmYdZ,sale,"1-room apartment",unrenovated,"okres Žilina",Žilina,Vlčince,NULL,NULL
Ju-fM3SCXjma,sale,"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",G-REAL,"Liptovský Mikuláš"
JuRhJZ24FBr,sale,"3-room apartment","partially renovated","okres Ružomberok",Ľubochňa,Ľubochňa,NULL,NULL
JuH66opZMTi,sale,"3-room apartment","partially renovated","okres Martin",Martin,Sever,"TUreality s.r.o.",Žilina
Jujvvp196-y,sale,"2-room apartment","partially renovated","okres Žilina",Žilina,"Staré mesto","TUreality s.r.o.",Žilina
JurBk73cOr3,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju42s8vNbRj,sale,"2-room apartment","partially renovated","okres Martin",Vrútky,NULL,"Real Reality Development s.r.o.",Martin
JuyD0Z9BTN-,rent,"2-room apartment","fully renovated","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
Ju9LPOOoAn-,rent,"3-room apartment","fully renovated","okres Martin",Martin,Stred,"Financie a reality od A po Z",Martin
Ju1uEl1Mf6f,sale,"holiday apartment",unrenovated,"okres Ružomberok",Ružomberok,Hrabovo,"Romantické Chalupy, s.r.o.",Bratislava
Juq3cdm2VSm,rent,"2-room apartment","fully renovated","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
JuoeNbuLPVP,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju7EPTNZ0Hy,sale,"3-room apartment","partially renovated","okres Martin",Turany,Turany,"Like Reality s.r.o.","Považská Bystrica"
JuR8QLXp0Yx,sale,"3-room apartment","partially renovated","okres Ružomberok",Ružomberok,Roveň,"Direct Real, spol. s r.o.",Bratislava
Ju_cu57wiSa,sale,"1-room apartment",unrenovated,"okres Martin",Martin,Priekopa,"TUreality s.r.o.",Žilina
JuQKd8tqljP,sale,"3-room apartment",unrenovated,"okres Martin",Martin,Záturčie,"LIF REAL",Martin
Jum7aZZZlIy,rent,"1-room apartment","fully renovated","okres Martin",Martin,Košúty,"Vianema s.r.o.",Bratislava
JujQYigyRBf,rent,"2-room apartment","partially renovated","okres Martin",Martin,Sever,"Reality ASTORIA, s.r.o.",Martin
Ju6nNzmPk_9,rent,"2-room apartment","fully renovated","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
JuVihEbzRbP,sale,"holiday apartment","new construction","okres Ružomberok",Ružomberok,Hrabovo,NULL,NULL
Ju6oJmE8oWf,rent,"2-room apartment","new construction","okres Čadca",Čadca,Centrum,"SLNOVRAT, s.r.o.",Olešná
JuKUZKmUiwu,sale,"4-room apartment","under construction","okres Martin",Sučany,Sučany,"Constario REALTY s.r.o.",Žilina
JunzJsFHg6A,sale,"4-room apartment",unrenovated,"okres Čadca",Čadca,Centrum,"BeMi realitná kancelária",Nitra
JuyxsUVgHii,sale,"4-room apartment","fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec,"RK Dalmia s. r. o.","Dolný Kubín"
JuLIL3RkWDn,sale,"3-room apartment","fully renovated","okres Martin",Martin,Priekopa,"ALT REAL, s.r.o.",Martin
JuUPsPRqomX,sale,"1-room apartment",unrenovated,"okres Námestovo",Námestovo,Brehy,"BeMi realitná kancelária",Nitra
JuXmK-edCSR,rent,"3-room apartment","fully renovated","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
JuURItmx0gz,rent,"2-room apartment","new construction","okres Žilina",Terchová,Terchová,"WFG reality, s.r.o.",Žilina
Ju3ft9crnfA,sale,"3-room apartment","fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","TUreality s.r.o.",Žilina
JuUveEvLKHX,sale,"studio apartment","partially renovated","okres Martin",Vrútky,NULL,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuBNi2HSNwg,rent,"3-room apartment","fully renovated","okres Martin",Martin,Ľadoveň,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju9HXOkK5Vc,sale,"2-room apartment","new construction","okres Čadca","Krásno nad Kysucou",Kalinov,"MGM reality",Žilina
JuWN3KhPvB7,sale,"2-room apartment","partially renovated","okres Čadca",Čadca,Centrum,"Safe reality s. r. o.",Žilina
JuJGytVBKhB,rent,"2-room apartment","fully renovated","okres Martin",Martin,Podháj,"Like Reality s.r.o.","Považská Bystrica"
JunoLrzCTv8,sale,"3-room apartment","fully renovated","okres Čadca",Raková,Raková,"MGM reality",Žilina
JuxK_a_NiWB,sale,"2-room apartment","fully renovated","okres Ružomberok",Ružomberok,Roveň,"NajBývanie, s.r.o.",Ružomberok
JuvOboUvobu,sale,"3-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
Ju5YBv9ykGI,sale,"4-room apartment","under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuUwCeqXqPl,sale,"3-room apartment","new construction","okres Martin",Martin,Jahodníky,"Buby reality, s.r.o.",Žilina
JuaIL0ybcDR,rent,"3-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","1. Reality Rent, s.r.o.",Žilina
JuHMn6qkBSk,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JubGyQoKm-F,rent,"2-room apartment","partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie,NULL,NULL
JuZFqxjae7G,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","Banská Bystrica"
