offer_id,property_type,condition,price_m2,location_district,location_city,location_area
JuVTyDRO6Fo,"4-room apartment","fully renovated",2000.00,"okres Ružomberok",Ružomberok,Klačno
JueuOSIj-04,"3-room apartment","partially renovated",NULL,"okres Martin",Vrútky,"Horné Vrútky"
JutPVr1bWDy,"3-room apartment","partially renovated",1630.56,"okres Liptovský Mikuláš",Pribylina,Pribylina
JuuAb4gfi_M,"holiday apartment","partially renovated",2888.89,"okres Tvrdošín","Suchá Hora","Suchá Hora"
Ju90gNOpUS1,"3-room apartment","under construction",2692.80,"okres Martin",Martin,Jahodníky
Ju1vHkMA9-i,"3-room apartment","new construction",2716.30,"okres Dolný Kubín","Dolný Kubín",Stred
Ju-a60L4yJH,"2-room apartment","new construction",4278.07,"okres Dolný Kubín","Dolný Kubín",Brezovec
JuWACwgZ0JW,"3-room apartment","partially renovated",1784.52,"okres Bytča","Veľké Rovné","Veľké Rovné"
JuhldTbf0YC,"3-room apartment","under construction",2272.06,"okres Martin",Sučany,Sučany
Ju-zlCEP8xA,"holiday apartment","new construction",7521.74,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuyMZex0bdp,"2-room apartment","new construction",4464.29,"okres Žilina",Žilina,Bôrik
Jux3XqE2ppP,"holiday apartment","new construction",6910.14,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuCx6JHdbha,"2-room apartment","new construction",3336.92,"okres Žilina",Žilina,Vlčince
Jul4B6HJsMz,"holiday apartment","new construction",2791.18,"okres Ružomberok",Bešeňová,Bešeňová
JuITiNm8gMP,"2-room apartment","new construction",2796.88,"okres Martin",Martin,Stred
JuZyhdrORR4,"2-room apartment","under construction",2690.44,"okres Martin",Martin,Jahodníky
Jun_e5pu1kO,"3-room apartment","new construction",2928.24,"okres Žilina",Žilina,Vlčince
JuD2CR5HuKc,"1-room apartment","fully renovated",1540.00,"okres Ružomberok",Ružomberok,Rybárpole
Ju4j49rCz8N,"3-room apartment","partially renovated",NULL,"okres Ružomberok",Ružomberok,"Staré mesto"
Ju5mXWZ29s_,"2-room apartment","fully renovated",1756.01,"okres Ružomberok",Ružomberok,"Staré mesto"
Jurvv0ZHBuR,"1-room apartment","new construction",NULL,"okres Žilina",Žilina,Vlčince
JuAxXn7nLOP,"2-room apartment","new construction",1240.83,"okres Žilina",Žilina,Bôrik
JuHpUtcCNg-,"3-room apartment","new construction",NULL,"okres Martin",Martin,Ľadoveň
JuQIDFd_kHU,"holiday apartment","development project",4989.12,"okres Žilina",Terchová,Terchová
JudmgOWhHLZ1,"2-room apartment","fully renovated",1790.64,"okres Čadca",Staškov,Staškov
Ju0hF7AM_5h,"3-room apartment","partially renovated",2213.85,"okres Čadca",Čadca,Kyčerka
JuEeA2GuHj3,"3-room apartment","partially renovated",1387.46,"okres Ružomberok",Ružomberok,Roveň
JuDDQHUehhw,"1-room apartment","partially renovated",2113.46,"okres Turčianske Teplice","Turčianske Teplice",Stred
Ju0xJVhINu5,"2-room apartment","partially renovated",NULL,"okres Čadca",Turzovka,Stred
JuTiMVE781u,"3-room apartment","partially renovated",NULL,"okres Ružomberok","Liptovská Osada","Liptovská Osada"
JuV9QF4vC1L,"3-room apartment","partially renovated",2246.38,"okres Martin",Martin,Stred
JumNtvscU-s,"holiday apartment","new construction",6910.14,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuSTl0QkI_h,"holiday apartment","partially renovated",2338.24,"okres Ružomberok",Ružomberok,Hrabovo
JuJZPVcldrZ,"4-room apartment","new construction",3143.08,"okres Žilina",Žilina,Vlčince
JuSSppam0PC,"1-room apartment","new construction",3949.04,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JucYBy-FPZ5,"2-room apartment","new construction",3418.15,"okres Žilina",Žilina,Vlčince
JuTc88Wux9w,"2-room apartment","fully renovated",2017.86,"okres Ružomberok",Ružomberok,Polík
Ju-cD3Eglt7,"2-room apartment","under construction",2354.82,"okres Liptovský Mikuláš",Východná,Východná
Jua8nBfq4pP,"4-room apartment","fully renovated",2065.93,"okres Žilina",Strečno,Strečno
Ju5Yoj_C-t-,"2-room apartment","new construction",2946.43,"okres Martin",Martin,Stred
Ju0FWK0oDmX,"1-room apartment","under construction",3931.19,"okres Žilina",Žilina,Hájik
JucrRlUBTDv,"3-room apartment","fully renovated",NULL,"okres Čadca","Krásno nad Kysucou",NULL
JuXll0okDmg,"2-room apartment","new construction",4653.85,"okres Žilina",Žilina,Bôrik
Ju8oShU9enl,"4-room apartment","partially renovated",1903.57,"okres Bytča",Bytča,"Veľká Bytča"
JuOobPaFHGD,"2-room apartment","new construction",NULL,"okres Žilina",Kunerad,Kunerad
Ju6hdfe5kDA,"holiday apartment","under construction",10451.26,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JukheJ1B1aD,"2-room apartment","new construction",5986.84,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuXvJNkXrX-,"holiday apartment","new construction",4291.85,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuARmayf-nL,"2-room apartment","partially renovated",NULL,"okres Žilina",Žilina,Hliny
JueWH91Qt062,"holiday apartment","new construction",3093.75,"okres Ružomberok",Ružomberok,Hrabovo
JuaBQ-omPcs,"studio apartment",unrenovated,3080.00,"okres Martin",Martin,Sever
JuKfjwtr3uv,"3-room apartment","fully renovated",NULL,"okres Dolný Kubín",Leštiny,Leštiny
JuBgCxlwRO1,"3-room apartment",unrenovated,2397.44,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Juq8SVDOmLX,"2-room apartment","partially renovated",3208.33,"okres Žilina",Žilina,Solinky
Ju8f4W9RYX2,"holiday apartment","new construction",5634.15,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuUrbdc3pDN,"2-room apartment","new construction",2413.75,"okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
JucfuBBHTMn,"1-room apartment","fully renovated",2277.78,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuDyAq3LxaR,"2-room apartment",unrenovated,2053.57,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuPoZE57z5D,"4-room apartment","fully renovated",2430.89,"okres Žilina",Žilina,Vlčince
JuQ010q_mPp,"studio apartment","fully renovated",4719.60,"okres Žilina",Žilina,Hliny
Ju2W2fwASSP,"3-room apartment","new construction",3049.48,"okres Dolný Kubín","Dolný Kubín",Brezovec
Jun4cFPr-JJ,"2-room apartment","new construction",3212.07,"okres Žilina",Žilina,Závodie
JuU41-eIe2m,"4-room apartment","under construction",2905.85,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuC7FB5n3i0,"1-room apartment","new construction",2918.75,"okres Tvrdošín",Trstená,Trstená
JuL2CqQ6bTm,"2-room apartment","partially renovated",1617.27,"okres Čadca",Turzovka,Stred
JudWcaYczoj,"studio apartment",unrenovated,2952.76,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuTaGlgOIm6,"4-room apartment","new construction",NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuF5BDGmyHN,"2-room apartment","under construction",2693.36,"okres Martin",Martin,Jahodníky
Ju-q6Oh2szF,"3-room apartment","new construction",2491.67,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
Ju4T4al4Vz1,"2-room apartment","under construction",2704.71,"okres Martin",Martin,Jahodníky
JuU5AQijDSV,"2-room apartment","new construction",3937.73,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuMBGx19jQm,"2-room apartment","fully renovated",2727.09,"okres Martin",Martin,Stred
JuhxKlECA3G,"4-room apartment","under construction",2677.02,"okres Ružomberok",Ružomberok,Roveň
Ju9BdsvYTHj,"4-room apartment","development project",5654.99,"okres Žilina",Žilina,"Staré mesto"
Ju6Co8ebtz8,"4-room apartment","new construction",2557.25,"okres Žilina",Žilina,Hájik
Ju0fvkzNIT_,"3-room apartment","partially renovated",1792.45,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju4lV1--VGV,"3-room apartment","fully renovated",3361.88,"okres Žilina",Žilina,"Staré mesto"
JuuN3hIqf_p,"2-room apartment",unrenovated,2049.18,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
Jug3tmEab8dn,"3-room apartment","fully renovated",2261.54,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
Ju0wXtJ_miO,"3-room apartment","new construction",4024.39,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuGN2-1NoX2,"2-room apartment","new construction",4056.31,"okres Žilina",Žilina,Vlčince
Ju_mj9AejcW,"3-room apartment","partially renovated",NULL,"okres Martin",Martin,Priekopa
Jul4sW3x805,"other apartment type",unrenovated,726.74,"okres Žilina",Žilina,"Staré mesto"
Ju-1tp0yEDG,"3-room apartment","partially renovated",1527.78,"okres Martin",Martin,Stred
JuDeBuW3pN0,"3-room apartment","new construction",2669.46,"okres Martin",Martin,Jahodníky
JuDjC6lbUrb,"2-room apartment","development project",2740.92,"okres Ružomberok",Ružomberok,Baničné
JukiyEnJ5hw,"4-room apartment","fully renovated",1956.52,"okres Žilina",Žilina,Hliny
Ju35wiOj2hS,"3-room apartment","new construction",2872.24,"okres Žilina",Žilina,Vlčince
JuIYGEaJFQ7,"2-room apartment","new construction",4500.00,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuK5fZIIPNG,"3-room apartment",unrenovated,2875.00,"okres Dolný Kubín","Dolný Kubín",Brezovec
JuFG7fBeyGR,"3-room apartment","fully renovated",NULL,"okres Martin",Martin,Ľadoveň
JuKfm2wXtCP,"2-room apartment","new construction",4050.00,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
JufWdbgp6A3,"3-room apartment","new construction",1960.78,"okres Martin",Martin,Stred
Ju5fikmM7T5,"3-room apartment","fully renovated",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuGV5aus1Gq,"3-room apartment",unrenovated,1943.06,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuTVD1EJqzO,"2-room apartment","under construction",2909.63,"okres Martin",Martin,Záturčie
JuH7sCfx0Xw,"2-room apartment","fully renovated",1803.71,"okres Čadca",Staškov,Staškov
Jux9NoUYkfu,"3-room apartment","development project",1951.25,"okres Ružomberok",Ružomberok,Baničné
JuEE_KosY1x,"2-room apartment","new construction",2732.56,"okres Žilina",Žilina,"Staré mesto"
JuYp1Zctty0,"2-room apartment","partially renovated",1875.00,"okres Martin",Turany,Turany
Juwpt8fo8iw,"3-room apartment",unrenovated,2062.50,"okres Martin",Martin,Sever
Jut7vhqlQ5I,"2-room apartment",unrenovated,1928.07,"okres Martin",Lipovec,Lipovec
JubDyUATEXA,"4-room apartment","partially renovated",NULL,"okres Martin",Martin,Priekopa
JuqdVslmKGx,"2-room apartment","under construction",2727.27,"okres Martin",Martin,Sever
Ju1AWDIaxaK,"3-room apartment","under construction",NULL,"okres Ružomberok",Ružomberok,Roveň
JuFQj_B37XO,"2-room apartment","partially renovated",3222.22,"okres Žilina",Žilina,"Staré mesto"
JuRxO-wu66d,"4-room apartment","fully renovated",2500.00,"okres Žilina",Žilina,Vlčince
Juq924pqMXb,"3-room apartment","partially renovated",1685.20,"okres Žilina","Horný Hričov","Horný Hričov"
JuEVkw9ddDA,"3-room apartment","partially renovated",1820.32,"okres Martin",Martin,Stred
JumX8n0CV3C,"1-room apartment","under construction",3611.20,"okres Žilina",Žilina,Hájik
JuHfT6EkWLg,"2-room apartment","fully renovated",3737.83,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JucNvh6xi3X,"4-room apartment","development project",3802.29,"okres Žilina",Žilina,"Staré mesto"
Jujveqa78vA,"3-room apartment","fully renovated",2410.26,"okres Žilina",Žilina,"Staré mesto"
JuSTaf-asxr,"3-room apartment",unrenovated,2129.51,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka
JujKiw_LZU1,"3-room apartment",unrenovated,1535.48,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JueIY5hIK7c,"3-room apartment","new construction",3631.29,"okres Žilina",Žilina,Vlčince
JubxOFYENrS,"holiday apartment","new construction",2738.52,"okres Liptovský Mikuláš",Smrečany,Smrečany
Julrxc4m4jW,"2-room apartment","fully renovated",3539.80,"okres Žilina",Žilina,Solinky
Jugmk_Ze8Rz,"3-room apartment","fully renovated",2386.67,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju3RyhBnxqn,"3-room apartment","new construction",6428.57,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju7JTdVZY88,"4-room apartment","under construction",2892.94,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Juacbmz9XNp,"2-room apartment","fully renovated",1925.93,"okres Ružomberok",Ružomberok,Roveň
JuWeCQ_05jp,"holiday apartment","new construction",NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju7dMBplPsC,"2-room apartment","under construction",3120.96,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuEJsd-IFWc,"2-room apartment","under construction",3934.15,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Jus-41FaUT-,"2-room apartment","fully renovated",2768.75,"okres Žilina",Žilina,"Staré mesto"
Jugd0CIH9AR,"3-room apartment","new construction",NULL,"okres Žilina",Žilina,Hliny
JuULfuWRHXy,"2-room apartment",unrenovated,1270.27,"okres Martin",Turany,Turany
JuG0SlTwzlu,"4-room apartment","new construction",NULL,"okres Žilina",Žilina,Hliny
JuzhJPXxvIr,"2-room apartment","new construction",NULL,"okres Martin",Martin,Tomčany
Ju3GPN81c0G6,"5+ room apartment",unrenovated,1611.11,"okres Žilina",Žilina,"Staré mesto"
JupEyEEjkVM,"3-room apartment","fully renovated",2549.28,"okres Žilina",Žilina,Vlčince
Juo3yMu_z5E,"5+ room apartment",unrenovated,1407.14,"okres Martin",Martin,Stred
JueaMJQ3i3k,"3-room apartment","partially renovated",2149.10,"okres Tvrdošín",Tvrdošín,Medvedzie
JukApNg-M8K,"3-room apartment","fully renovated",3674.58,"okres Žilina",Žilina,"Malá Praha"
Ju9y0Y4mbAj,"3-room apartment","fully renovated",NULL,"okres Martin",Vrútky,"Horné Vrútky"
JuLuLPY-Qsq,"2-room apartment","new construction",2309.43,"okres Martin",Martin,Stred
JuMLTI5Qk7o,"holiday apartment","new construction",3180.56,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuRdtZI3MuC,"2-room apartment","new construction",NULL,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
Ju5ImCNB76o,"4-room apartment","partially renovated",1923.06,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Juxpt8YRG2_,"3-room apartment","partially renovated",1854.40,"okres Ružomberok",Ružomberok,Baničné
Ju4y_fscQPu,"3-room apartment","fully renovated",1645.88,"okres Martin",Vrútky,"Horné Vrútky"
Juso4TLY6UW,"2-room apartment","fully renovated",2400.00,"okres Martin",Martin,Košúty
JukGyJ3rkzi,"3-room apartment","partially renovated",NULL,"okres Čadca",Čadca,Kyčerka
JueH_k99MSI,"3-room apartment","partially renovated",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuVD_m1Cal89,"2-room apartment","partially renovated",NULL,"okres Dolný Kubín",Istebné,Istebné
Juh1ajbcNdb,"3-room apartment",unrenovated,1801.47,"okres Martin",Martin,Ľadoveň
JulVwlSvctK,"2-room apartment","new construction",4000.00,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuSBcLlOavm,"2-room apartment","new construction",3599.98,"okres Žilina",Žilina,Hájik
JufTJtipeK4,"3-room apartment","fully renovated",2510.77,"okres Martin",Martin,Ľadoveň
JuauRurLCyp,"2-room apartment","partially renovated",2924.49,"okres Žilina",Žilina,Hájik
Ju3sbzAOfWW,"4-room apartment","partially renovated",1666.54,"okres Bytča","Veľké Rovné","Veľké Rovné"
Ju9DwSC6oJu,"2-room apartment","fully renovated",2142.86,"okres Ružomberok",Ružomberok,Polík
Ju1eGXbZzUb,"3-room apartment",unrenovated,2498.33,"okres Žilina",Žilina,Vlčince
JuU7r63X4wA,"3-room apartment","fully renovated",2427.14,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuwIRVaQL-Z,"2-room apartment","new construction",3878.26,"okres Žilina",Fačkov,Fačkov
JuZIrRq5Yby,"4-room apartment",unrenovated,1752.94,"okres Tvrdošín",Trstená,Trstená
Juzc7VOLXGcb,"3-room apartment","fully renovated",NULL,"okres Čadca",Raková,Raková
Juh069sIM8t,"4-room apartment","new construction",2386.97,"okres Žilina",Žilina,Závodie
JuHNiSC8Wtj,"holiday apartment","new construction",3878.05,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuMvD_EgmbK,"3-room apartment","fully renovated",4150.00,"okres Žilina",Žilina,Hliny
Ju6MXg-E6En,"1-room apartment","new construction",3145.39,"okres Martin",Martin,Podháj
JukVrVsK1ht,"3-room apartment","new construction",2932.00,"okres Žilina",Žilina,Hájik
Jufdn1ln-Ke,"2-room apartment","partially renovated",3076.77,"okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
JuzAfAnhSmB,"4-room apartment","partially renovated",1451.61,"okres Martin",Martin,Priekopa
JuIlrGNiow6,"3-room apartment","new construction",2625.00,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuIpF-cJ7Wj,"2-room apartment","fully renovated",NULL,"okres Žilina",Žilina,"Staré mesto"
Ju0lQAOkvtE,"1-room apartment","new construction",4023.68,"okres Žilina",Žilina,"Staré mesto"
Ju7XXF2jsra,"3-room apartment","new construction",3621.21,"okres Žilina",Žilina,Vlčince
JuqDc5JA0z2,"4-room apartment","fully renovated",2383.23,"okres Dolný Kubín","Dolný Kubín",Brezovec
Ju3mlopyrCW,"2-room apartment","new construction",NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred
JuW-h1lHUAf,"2-room apartment","under construction",5686.84,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuuIsQ7Faa3,"3-room apartment","new construction",2500.00,"okres Žilina",Žilina,"Staré mesto"
JucaEIsV4JC,"3-room apartment","new construction",3017.54,"okres Žilina",Mojš,Mojš
Ju3Edwy5E9k,"4-room apartment","fully renovated",2663.37,"okres Žilina",Žilina,"Staré mesto"
JuOF4HNBZNF,"3-room apartment","partially renovated",1666.53,"okres Ružomberok",Ľubochňa,Ľubochňa
Jubt5q54oGG,"2-room apartment",unrenovated,6882.49,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju-rzMotwKF,"1-room apartment","new construction",3166.67,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuxMPXZzAel,"2-room apartment","partially renovated",2126.38,"okres Čadca",Čadca,Žarec
JuEHAn3LwGR,"2-room apartment","fully renovated",2314.29,"okres Dolný Kubín","Dolný Kubín",Stred
Ju_TGzIFNk3,"holiday apartment","new construction",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju-lRWjvao3,"2-room apartment","partially renovated",2862.07,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JunWCB0DrwG,"3-room apartment",unrenovated,1822.58,"okres Čadca",Čadca,"Sídlisko 3"
JuxyNbJ2-r9,"holiday apartment","partially renovated",2676.06,"okres Ružomberok",Ružomberok,Hrabovo
JuUW30jCiXY,"3-room apartment","fully renovated",2364.86,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
