offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area,built_in
JucFSMwZ-YV,sale,"3-room apartment",83,"new construction","okres Martin",Martin,Priekopa,2015
JuHBGisy5-E,sale,"2-room apartment",68,"partially renovated","okres Ružomberok",Ružomberok,Hrabovo,2008
JuInv_n4G9P,sale,"2-room apartment",39,"development project","okres Žilina",Žilina,"Staré mesto",2026
JuUFq9Wci3W,rent,"studio apartment",25,"partially renovated","okres Martin",Martin,Ľadoveň,2025
JuBnUuJa9ic,sale,"2-room apartment",56,"new construction","okres Žilina",Žilina,"Staré mesto",2024
Ju2txZynSMnS,sale,"4-room apartment",88,"fully renovated","okres Námestovo",Námestovo,Brehy,1980
Jucm4yaaOJ2,sale,"3-room apartment",77,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec,2013
JuT9LmGMkpW,sale,"holiday apartment",22,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2010
JuuOQAIf3eQ,sale,"2-room apartment",64,"new construction","okres Žilina",Žilina,"Staré mesto",2024
JuhSIJae8jB,sale,"holiday apartment",48,"new construction","okres Liptovský Mikuláš",Smrečany,Smrečany,2022
Ju20KERTu8I,sale,"2-room apartment",59,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,NULL
JuGfHZevCsA,rent,"3-room apartment",66,"fully renovated","okres Martin",Martin,Stred,1975
JufXjo0g1k9,rent,"2-room apartment",59,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,NULL
JuPNe1hyDeq,rent,"2-room apartment",57,"fully renovated","okres Bytča",Bytča,"Veľká Bytča",2025
Jumt5qe1Qm47,sale,"2-room apartment",50,"partially renovated","okres Ružomberok",Ružomberok,Klačno,1986
JuI6MQ6tc2T,sale,"2-room apartment",59,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia",NULL
Ju4eeNbxgyr,rent,"2-room apartment",50,"fully renovated","okres Žilina",Žilina,Solinky,1995
JuN3wzC2QtN,rent,"1-room apartment",36,"partially renovated","okres Martin",Martin,Sever,1972
JuZdOmvD2ic,sale,"4-room apartment",77,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
JuQG3Tg2HJV,sale,"holiday apartment",50,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
Ju7i7kUX31N,rent,"2-room apartment",58,"new construction","okres Námestovo",Lokca,Lokca,2025
JuT7xzp7Ax-,sale,"2-room apartment",61,"fully renovated","okres Martin",Martin,Stred,1972
JuTL4AQg4bH,rent,"2-room apartment",55,"fully renovated","okres Martin",Martin,Jahodníky,1960
JuYNcMLobvd,rent,"4-room apartment",102,"new construction","okres Žilina",Žilina,Trnové,NULL
JuCgojI4KWH,sale,"3-room apartment",74,unrenovated,"okres Čadca",Čadca,Žarec,1970
JukjSccuSX6,sale,"2-room apartment",55,"fully renovated","okres Martin",Vrútky,NULL,1980
JuvuB2q_3M4,sale,"holiday apartment",50,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2025
Jum788VaVl8,sale,"1-room apartment",33,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuRDv8rOGAN,rent,"2-room apartment",46,"fully renovated","okres Bytča",Bytča,"Veľká Bytča",2025
JuguMiG6Pot,sale,"other apartment type",40,"new construction","okres Žilina",Rajec,Rajec,2026
JunSqXxyUya,sale,"1-room apartment",33,"new construction","okres Žilina",Žilina,"Staré mesto",2025
Juzl0Ycup_I,sale,"holiday apartment",56,"fully renovated","okres Martin",Martin,"Martinské hole",2010
JuMrpN3u-gh,sale,"2-room apartment",47,"under construction","okres Žilina",Žilina,Hájik,2025
JuG-jkKlogR,rent,"2-room apartment",50,"fully renovated","okres Martin",Martin,Stred,2025
Ju-seNslb4u,sale,"2-room apartment",55,"partially renovated","okres Martin",Martin,Priekopa,1995
JuKxd6XdpfQ,rent,"3-room apartment",70,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,NULL
JuddoVYZYie,sale,"1-room apartment",27,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá",2024
Ju4lN_U1N_8,sale,"3-room apartment",91,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,2023
JuNQHesGhEl,sale,"3-room apartment",65,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
Juv6SZd0pv9,sale,"3-room apartment",61,"fully renovated","okres Martin",Vrútky,NULL,1980
Ju01CyxoHbS,sale,"holiday apartment",47,"development project","okres Žilina",Terchová,Terchová,2023
JuQxdKNuhGj,sale,"3-room apartment",85,"partially renovated","okres Žilina",Žilina,"Staré mesto",NULL
JuMc4nt1NbY,sale,maisonette,119,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,2022
JuykyParod3,rent,"3-room apartment",70,"new construction","okres Bytča","Veľké Rovné","Veľké Rovné",2024
Ju4N6fIAndO,sale,"3-room apartment",68,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová",2025
JuiNHN3K-2n,sale,"2-room apartment",41,"fully renovated","okres Čadca",Staškov,Staškov,NULL
JucceUznreI,sale,"2-room apartment",54,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",1970
JuzGrB3SDsa,rent,"studio apartment",25,"fully renovated","okres Martin",Vrútky,"Horné Vrútky",1990
JuCJs2os-i-x,sale,"1-room apartment",39,"new construction","okres Martin",Martin,Stred,2025
Ju3z3M9TPDa,sale,"2-room apartment",52,"new construction","okres Žilina",Žilina,Závodie,2019
JuDxBcaveH8,sale,"3-room apartment",85,unrenovated,"okres Martin",Vrútky,"Horné Vrútky",1990
Ju_5trjiiyY,sale,"2-room apartment",49,"partially renovated","okres Žilina",Žilina,Solinky,NULL
Juo9yc6U_zm,sale,"3-room apartment",69,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred,NULL
JueZYUzuLYA,sale,"1-room apartment",30,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová,2020
Juqo1hWp_Zj,sale,"3-room apartment",78,"partially renovated","okres Martin",Martin,Stred,1980
Ju3pgjh4OY7,rent,"2-room apartment",43,"new construction","okres Žilina",Žilina,Hájik,2018
JueVCjlarhT,sale,"3-room apartment",77,unrenovated,"okres Tvrdošín",Nižná,Nižná,1975
JuX7LFsuKfI,sale,"2-room apartment",53,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie,1968
JuV0WpoDBe_,rent,"1-room apartment",37,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
Ju2PTXS03nR,sale,"3-room apartment",73,"partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné",1978
Ju1Fw0u3Cah,sale,"3-room apartment",71,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",NULL
JuckFfec6yi,sale,"3-room apartment",86,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto",2025
JuiYPO6c35-,sale,"4-room apartment",112,"partially renovated","okres Martin",Martin,Stráne,2010
Jup8gJ48Fqt,sale,"2-room apartment",53,"new construction","okres Žilina",Žilina,"Staré mesto",2023
JuQ3YUuwUTb,rent,"4-room apartment",92,"new construction","okres Žilina",Žilina,Hliny,2009
JutqtoD-x5N,rent,"2-room apartment",62,unrenovated,"okres Čadca",Čadca,Centrum,NULL
Juu8kqRVDip,rent,"3-room apartment",61,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,NULL
Jub6sy4N9gp,sale,"2-room apartment",39,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2027
JuL2muHqM6p,rent,"3-room apartment",70,"fully renovated","okres Žilina",Žilina,"Staré mesto",NULL
Ju28AQVsAqz,sale,"3-room apartment",NULL,"partially renovated","okres Ružomberok",Ružomberok,Baničné,NULL
JuuVvHxxC-m,sale,"3-room apartment",66,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,1900
JuzUlNr7U_e,rent,"3-room apartment",60,"partially renovated","okres Žilina",Žilina,Vlčince,NULL
Jumr_ISbK0Z,sale,"3-room apartment",75,"under construction","okres Žilina",Žilina,Hájik,2025
JuxXBGk_4Zo,sale,"1-room apartment",35,"partially renovated","okres Čadca",Turzovka,Stred,1992
JuZK9MB7o6G,rent,"4-room apartment",84,"fully renovated","okres Žilina",Žilina,Solinky,NULL
JuSreilLACi,rent,"3-room apartment",62,"new construction","okres Žilina",Žilina,"Staré mesto",2011
JudTaFLI7V1,sale,"1-room apartment",30,"fully renovated","okres Martin",Martin,Stred,1989
JulUy_Gy-T7,sale,"1-room apartment",36,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
JuTgtQtwGXl,sale,"2-room apartment",60,"fully renovated","okres Martin",Martin,Sever,1970
JuAoUEm3GbZ,sale,"3-room apartment",74,unrenovated,"okres Martin",Martin,Ľadoveň,1975
JuZFiZ0fwgL,sale,"2-room apartment",54,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec",1980
JuZLDF7L6J1,rent,"3-room apartment",90,"fully renovated","okres Žilina",Žilina,"Staré mesto",2020
JuH6sKr2JgO,sale,"holiday apartment",28,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2022
Ju34-Gac91u,sale,"2-room apartment",49,"fully renovated","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
Ju7lDmg4T0n,sale,"holiday apartment",41,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová",2023
JuR7qWw7H0C,sale,"3-room apartment",82,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
JuKOidVb0W7,rent,"3-room apartment",80,unrenovated,"okres Liptovský Mikuláš","Liptovský Hrádok",Belánska,2025
JuIDpA00OUN,rent,"2-room apartment",44,"new construction","okres Martin",Martin,Stred,2018
Ju6FesX3XoQ,sale,"3-room apartment",65,unrenovated,"okres Martin",Turany,Turany,NULL
JuTBls071FE,sale,"holiday apartment",19,"new construction","okres Martin",Valča,Valča,2022
JukANoj_iFm,sale,"1-room apartment",25,"fully renovated","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
Juj0AUCC2FC,sale,"3-room apartment",55,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2020
JuEg-jxdD7t,rent,"3-room apartment",65,"new construction","okres Martin",Martin,Stred,2019
JuBSH-C3TAe,rent,"2-room apartment",56,"new construction","okres Martin",Vrútky,"Horné Vrútky",NULL
Juh1ylk55iy,sale,"1-room apartment",28,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia",2023
JupjDJ9XYhE,sale,"holiday apartment",97,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová,NULL
JuDV2pnh02W,rent,"2-room apartment",58,"fully renovated","okres Martin",Sučany,Sučany,NULL
JuN-Pnp6KBM,sale,"3-room apartment",65,unrenovated,"okres Čadca",Turzovka,Stred,1990
JuPcc0iMceY,sale,"holiday apartment",39,"new construction","okres Ružomberok",Ružomberok,Hrabovo,NULL
JudyIRiA8kq,sale,"holiday apartment",52,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2022
JuUZC8aojHf,sale,"4-room apartment",163,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred,2023
JuMZVzeIVRp,sale,"holiday apartment",35,"fully renovated","okres Ružomberok",Ružomberok,Hrabovo,NULL
Ju892FRo72v,sale,"4-room apartment",61,"fully renovated","okres Žilina",Žilina,"Staré mesto",NULL
JuODe5tlbwG,sale,"4-room apartment",98,"partially renovated","okres Martin",Martin,Priekopa,NULL
JuBpZ_BskLa,rent,"2-room apartment",51,"new construction","okres Martin",Martin,Priekopa,NULL
JulQn0N46Be,sale,"2-room apartment",49,"development project","okres Žilina",Žilina,Bôrik,2025
JuFuOGe_LXE,rent,"3-room apartment",60,"fully renovated","okres Žilina",Žilina,Hliny,NULL
Ju1BpgSKaaX,sale,"2-room apartment",63,"partially renovated","okres Čadca",Čadca,Žarec,1974
JuVTyDRO6Fo,sale,"4-room apartment",80,"fully renovated","okres Ružomberok",Ružomberok,Klačno,NULL
JuKXwzVXskc,rent,"4-room apartment",162,"fully renovated","okres Žilina",Žilina,"Staré mesto",1995
JueuOSIj-04,sale,"3-room apartment",74,"partially renovated","okres Martin",Vrútky,"Horné Vrútky",NULL
JutPVr1bWDy,sale,"3-room apartment",67,"partially renovated","okres Liptovský Mikuláš",Pribylina,Pribylina,1975
JuuAb4gfi_M,sale,"holiday apartment",45,"partially renovated","okres Tvrdošín","Suchá Hora","Suchá Hora",NULL
Ju90gNOpUS1,sale,"3-room apartment",102,"under construction","okres Martin",Martin,Jahodníky,NULL
JuaoWKxAUyW,rent,"3-room apartment",65,"fully renovated","okres Žilina",Žilina,Solinky,2025
Ju1vHkMA9-i,sale,"3-room apartment",92,"new construction","okres Dolný Kubín","Dolný Kubín",Stred,2024
Ju-a60L4yJH,sale,"2-room apartment",52,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec,NULL
JuWACwgZ0JW,sale,"3-room apartment",84,"partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné",2025
JuhldTbf0YC,sale,"3-room apartment",65,"under construction","okres Martin",Sučany,Sučany,2025
Ju-zlCEP8xA,sale,"holiday apartment",46,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
JuyMZex0bdp,sale,"2-room apartment",56,"new construction","okres Žilina",Žilina,Bôrik,2012
Jux3XqE2ppP,sale,"holiday apartment",43,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
Juwu97tpKpb,rent,"2-room apartment",68,"fully renovated","okres Martin",Martin,Stred,NULL
JuCx6JHdbha,sale,"2-room apartment",65,"new construction","okres Žilina",Žilina,Vlčince,2025
JuNAef2PSXl,rent,"4-room apartment",83,"fully renovated","okres Žilina",Žilina,Hliny,NULL
Jul4B6HJsMz,sale,"holiday apartment",34,"new construction","okres Ružomberok",Bešeňová,Bešeňová,2025
JuITiNm8gMP,sale,"2-room apartment",64,"new construction","okres Martin",Martin,Stred,NULL
JuZyhdrORR4,sale,"2-room apartment",70,"under construction","okres Martin",Martin,Jahodníky,NULL
JunvsP3a8hf,rent,"holiday apartment",NULL,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,NULL
Jun_e5pu1kO,sale,"3-room apartment",85,"new construction","okres Žilina",Žilina,Vlčince,2025
JuD2CR5HuKc,sale,"1-room apartment",45,"fully renovated","okres Ružomberok",Ružomberok,Rybárpole,1918
Ju4j49rCz8N,sale,"3-room apartment",92,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto",NULL
Ju5mXWZ29s_,sale,"2-room apartment",54,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto",2025
Jurvv0ZHBuR,sale,"1-room apartment",NULL,"new construction","okres Žilina",Žilina,Vlčince,NULL
JuAxXn7nLOP,sale,"2-room apartment",181,"new construction","okres Žilina",Žilina,Bôrik,2010
JuHpUtcCNg-,sale,"3-room apartment",73,"new construction","okres Martin",Martin,Ľadoveň,2023
JuQIDFd_kHU,sale,"holiday apartment",48,"development project","okres Žilina",Terchová,Terchová,2023
JudmgOWhHLZ1,sale,"2-room apartment",61,"fully renovated","okres Čadca",Staškov,Staškov,1980
Ju0hF7AM_5h,sale,"3-room apartment",65,"partially renovated","okres Čadca",Čadca,Kyčerka,NULL
JuEeA2GuHj3,sale,"3-room apartment",97,"partially renovated","okres Ružomberok",Ružomberok,Roveň,1960
JuDDQHUehhw,sale,"1-room apartment",52,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",Stred,1980
Ju0xJVhINu5,sale,"2-room apartment",55,"partially renovated","okres Čadca",Turzovka,Stred,1978
JuTiMVE781u,sale,"3-room apartment",75,"partially renovated","okres Ružomberok","Liptovská Osada","Liptovská Osada",1970
JuV9QF4vC1L,sale,"3-room apartment",69,"partially renovated","okres Martin",Martin,Stred,1970
JumNtvscU-s,sale,"holiday apartment",43,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2023
JuSTl0QkI_h,sale,"holiday apartment",68,"partially renovated","okres Ružomberok",Ružomberok,Hrabovo,2007
JuJZPVcldrZ,sale,"4-room apartment",103,"new construction","okres Žilina",Žilina,Vlčince,2024
JuSSppam0PC,sale,"1-room apartment",34,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2027
JucYBy-FPZ5,sale,"2-room apartment",62,"new construction","okres Žilina",Žilina,Vlčince,2025
JuuJ1uhMrN8,rent,"2-room apartment",64,"fully renovated","okres Námestovo",Námestovo,Stred,NULL
JuTc88Wux9w,sale,"2-room apartment",56,"fully renovated","okres Ružomberok",Ružomberok,Polík,1968
Ju-cD3Eglt7,sale,"2-room apartment",48,"under construction","okres Liptovský Mikuláš",Východná,Východná,2025
JuTbC9RkGly,rent,"4-room apartment",162,"fully renovated","okres Žilina",Žilina,"Staré mesto",1995
JuKzHgnrtuZ,rent,"2-room apartment",65,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,NULL
Jua8nBfq4pP,sale,"4-room apartment",91,"fully renovated","okres Žilina",Strečno,Strečno,1995
JupAkSKIIBk,rent,"4-room apartment",88,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto",2025
Ju5Yoj_C-t-,sale,"2-room apartment",56,"new construction","okres Martin",Martin,Stred,NULL
Ju0FWK0oDmX,sale,"1-room apartment",36,"under construction","okres Žilina",Žilina,Hájik,2025
JucrRlUBTDv,sale,"3-room apartment",75,"fully renovated","okres Čadca","Krásno nad Kysucou",NULL,1970
JunvOdNMl-j,rent,"2-room apartment",50,"fully renovated","okres Martin",Martin,Stred,1974
JuXll0okDmg,sale,"2-room apartment",52,"new construction","okres Žilina",Žilina,Bôrik,2025
Ju5MSxaC_U4,rent,"studio apartment",26,"partially renovated","okres Čadca",Čadca,Žarec,1978
Ju0sE49cmdc,rent,"3-room apartment",65,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",1985
Ju8oShU9enl,sale,"4-room apartment",84,"partially renovated","okres Bytča",Bytča,"Veľká Bytča",1975
JuOobPaFHGD,sale,"2-room apartment",47,"new construction","okres Žilina",Kunerad,Kunerad,NULL
Ju9wHsIIJEO,rent,"4-room apartment",100,"fully renovated","okres Žilina",Žilina,Trnové,2010
Ju6hdfe5kDA,sale,"holiday apartment",51,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2025
JukheJ1B1aD,sale,"2-room apartment",76,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
JuXvJNkXrX-,sale,"holiday apartment",44,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2022
JuARmayf-nL,sale,"2-room apartment",62,"partially renovated","okres Žilina",Žilina,Hliny,2025
JueWH91Qt062,sale,"holiday apartment",32,"new construction","okres Ružomberok",Ružomberok,Hrabovo,2010
JuaBQ-omPcs,sale,"studio apartment",25,unrenovated,"okres Martin",Martin,Sever,NULL
JuKfjwtr3uv,sale,"3-room apartment",43,"fully renovated","okres Dolný Kubín",Leštiny,Leštiny,NULL
JuBgCxlwRO1,sale,"3-room apartment",78,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2007
JupJ5OCoIez,rent,"2-room apartment",50,"partially renovated","okres Žilina",Žilina,Hájik,NULL
Juq8SVDOmLX,sale,"2-room apartment",48,"partially renovated","okres Žilina",Žilina,Solinky,NULL
JuqvAhg9dB7,rent,"3-room apartment",60,"fully renovated","okres Čadca","Krásno nad Kysucou",Stred,1982
JudvlSKcuB3,rent,"2-room apartment",50,"partially renovated","okres Martin",Martin,Košúty,1980
Ju71Or7iIz1,rent,"2-room apartment",65,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred,NULL
