offer_id,position,floor,total_floors,elevator,built_in,energy_certificate,north,south,east,west,offer_type,property_type,area,condition,location_district,location_city,location_area
JuI3iwt9MRR,"upper floor",2,4,NULL,2020,"in preparation",NULL,NULL,yes,NULL,sale,"studio apartment",25,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec
JumSU3uP1r7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",49,"partially renovated","okres Čadca",Oščadnica,Oščadnica
JuCyeszuCeF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",65,unrenovated,"okres Čadca",Čadca,"Sídlisko 3"
JuDZ3hA20uQ,NULL,NULL,NULL,NULL,2024,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",100,"partially renovated","okres Dolný Kubín",Zázrivá,Zázrivá
Ju1Cm4LoVXM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"studio apartment",123,"new construction","okres Ružomberok",Ružomberok,"Staré mesto"
JuOOVFGvzwX,"upper floor",2,4,NULL,2024,"not available",NULL,yes,NULL,yes,sale,"2-room apartment",62,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JuuuYAHYGX8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",60,"development project","okres Dolný Kubín","Dolný Kubín",Brezovec
Juw69usHNF6,"top floor",2,2,NULL,1970,"not available",NULL,NULL,NULL,yes,rent,"3-room apartment",86,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Jup6mGYDCrv,"top floor",3,3,NULL,1935,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",57,"fully renovated","okres Martin",Martin,Stred
Ju5R24o6GQR,"upper floor",4,5,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",74,unrenovated,"okres Dolný Kubín","Dolný Kubín",Brezovec
Ju8_AnIgnrX,"raised ground floor",4,8,yes,1982,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",57,"partially renovated","okres Čadca",Čadca,Žarec
JuY4e0DxXsH,"added floor",2,2,NULL,2022,B,NULL,NULL,NULL,NULL,rent,"2-room apartment",45,"new construction","okres Dolný Kubín","Dolný Kubín",Stred
Jue5OG4Sl5k,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",50,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Juo19uqWHqv,"upper floor",4,8,yes,1970,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",85,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
JumQaXesU-y,"upper floor",2,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"studio apartment",28,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuEVg7e9gge,"upper floor",2,4,yes,1960,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",72,unrenovated,"okres Martin",Martin,Záturčie
JuXIzNjmik_,"upper floor",3,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",104,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Juv94EKwgh6,"ground floor",1,4,yes,2024,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",73,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JukKH41KaWr,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",121,"fully renovated","okres Martin",Martin,Stred
JuhxRDKuEfi,"ground floor",1,5,NULL,2024,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",58,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JuRJykTdszG,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",150,"fully renovated","okres Martin",Sučany,Sučany
JuDJ_hnDscM,"upper floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",60,"fully renovated","okres Martin",Martin,Stred
JulzEF1iR1R,"ground floor",1,2,NULL,1960,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",70,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Jus2f1I5Shb,NULL,NULL,NULL,NULL,1970,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",68,"partially renovated","okres Žilina",Žilina,Hliny
JuWzCETm2y0,"upper floor",2,7,NULL,1989,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",70,"fully renovated","okres Čadca",Čadca,Kyčerka
Ju12shpSBga,"top floor",3,3,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",62,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuXnw8EKWYI,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",93,"new construction","okres Žilina",Žilina,"Staré mesto"
JuJM07aUO0O,"upper floor",6,7,yes,1976,"not available",NULL,NULL,NULL,NULL,sale,"5+ room apartment",100,"partially renovated","okres Žilina",Žilina,Hliny
JuVtdEgquxp,"upper floor",3,4,NULL,2015,"not available",NULL,NULL,yes,yes,sale,"3-room apartment",74,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec
JuP6qyzD4rb,"upper floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",40,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuP-xJVwuxh,"ground floor",1,1,NULL,2020,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",77,"new construction","okres Martin","Košťany nad Turcom","Košťany nad Turcom"
Ju2skZ_XIuH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",90,"partially renovated","okres Čadca",Čierne,Čierne
JuxYMJGR4NW,"upper floor",2,3,NULL,1993,"not available",NULL,NULL,NULL,yes,sale,"1-room apartment",45,"partially renovated","okres Ružomberok",Ružomberok,Baničné
JuWx4I1iGWR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",80,"new construction","okres Námestovo",Mútne,Mútne
Jubx4f_wHQY,"raised ground floor",NULL,NULL,NULL,NULL,NULL,NULL,yes,NULL,yes,sale,"3-room apartment",87,unrenovated,"okres Žilina",Žilina,Vlčince
JuBjT8MmAiR,"upper floor",2,6,yes,2025,A,yes,NULL,yes,NULL,sale,"3-room apartment",65,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Ju8qAJxGCh0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",64,"partially renovated","okres Martin",Martin,Záturčie
Ju-DovddXIY,"upper floor",4,6,NULL,1900,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",71,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju6ap4Twr5W,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",NULL,"partially renovated","okres Ružomberok",Ružomberok,Klačno
JuVlvDHUEHV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",50,"fully renovated","okres Dolný Kubín","Dolný Kubín",Mokraď
JukzS9fkGsH,"upper floor",6,8,yes,1985,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",84,"fully renovated","okres Žilina",Žilina,Vlčince
Jum2zoM9dK0,"upper floor",6,8,yes,2024,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",60,"new construction","okres Žilina",Žilina,Vlčince
JuwxWNhZHvq,"top floor",3,3,NULL,1971,A,NULL,NULL,NULL,NULL,rent,"2-room apartment",44,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuNh7AtADFs,NULL,NULL,NULL,NULL,2024,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",44,"new construction","okres Čadca","Krásno nad Kysucou",Kalinov
JuoVEcjPg5o,"ground floor",1,1,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",70,"new construction","okres Námestovo",Rabčice,Rabčice
JuyUHlMcv_Q,"upper floor",4,6,NULL,2023,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",73,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuXQxA2vSe6,"upper floor",5,8,yes,1987,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",42,"fully renovated","okres Žilina",Žilina,Vlčince
Jufd89QZCSO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",NULL,"new construction","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
Ju2hVjHchsA,"upper floor",3,4,yes,2025,A,NULL,NULL,yes,NULL,sale,"2-room apartment",47,"new construction","okres Martin",Martin,Stred
Ju9Zm5FKDvx,"ground floor",2,5,NULL,1969,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",58,"fully renovated","okres Žilina",Žilina,Hliny
Ju_q6RS-fKo,"top floor",4,4,NULL,2024,"in preparation",NULL,NULL,NULL,NULL,sale,"3-room apartment",118,"new construction","okres Námestovo","Oravské Veselé","Oravské Veselé"
Jutomv1SERc,"raised ground floor",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",57,"fully renovated","okres Martin",Martin,Jahodníky
Jukc07qMxPz,"top floor",3,3,NULL,2025,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"new construction","okres Žilina",Žilina,Bytčica
JuZPdvGyLq9,NULL,NULL,NULL,NULL,2010,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",92,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju8xVwtKo3R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"1-room apartment",NULL,unrenovated,"okres Námestovo",Námestovo,Stred
JuIK5SS5weX,"upper floor",3,5,NULL,1976,"not available",NULL,NULL,yes,yes,rent,"2-room apartment",55,"partially renovated","okres Martin",Martin,Stred
JuzzHVLtL7p,"upper floor",6,NULL,yes,NULL,"not available",yes,NULL,yes,NULL,sale,"3-room apartment",69,"fully renovated","okres Tvrdošín",Tvrdošín,Medvedzie
Ju7J-Smt48P,"upper floor",2,3,NULL,2024,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",42,"new construction","okres Tvrdošín",Trstená,Trstená
JuvxR6XXHxE,"upper floor",5,6,NULL,2025,"not available",yes,NULL,yes,NULL,rent,"3-room apartment",74,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuRuuJuhfW8,"upper floor",7,9,NULL,1980,"not available",NULL,NULL,NULL,yes,sale,"3-room apartment",85,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
JuZK70yldNu,"ground floor",1,2,NULL,2020,A,yes,NULL,yes,yes,sale,"1-room apartment",39,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuzSqFzglhO,"upper floor",3,7,yes,2022,A,NULL,yes,NULL,yes,sale,"3-room apartment",73,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuT8ujDpM1g,"upper floor",2,3,NULL,2025,C,NULL,NULL,NULL,NULL,rent,"1-room apartment",60,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuzmSjYalDj,"upper floor",2,3,NULL,1989,"not available",NULL,NULL,yes,yes,sale,"3-room apartment",87,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
Ju6pkdVbtRp,"top floor",8,8,yes,1970,B,yes,NULL,NULL,NULL,sale,"3-room apartment",71,"fully renovated","okres Ružomberok",Ružomberok,Klačno
JudnXUbr0fH,"upper floor",2,4,yes,2024,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",48,"under construction","okres Liptovský Mikuláš",Východná,Východná
JuBIZmW7FwQ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",71,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuPDRHaKHGy,"ground floor",1,5,NULL,1965,B,NULL,NULL,NULL,NULL,sale,"2-room apartment",59,"fully renovated","okres Žilina",Žilina,Hliny
JuD8hcoEgT4,"top floor",6,6,NULL,2009,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",74,"new construction","okres Žilina",Žilina,Vlčince
JukBZSTP0a5,"top floor",2,2,yes,2024,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred
Ju1AcChzPhX,"ground floor",1,2,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",62,"new construction","okres Liptovský Mikuláš","Vyšná Boca","Vyšná Boca"
JuE-VhHgCax,"ground floor",1,1,NULL,1970,"not available",NULL,NULL,NULL,NULL,sale,"1-room apartment",22,"fully renovated","okres Žilina",Terchová,Terchová
JuBAitX8aRy,"upper floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",55,"partially renovated","okres Ružomberok",Ružomberok,Baničné
JuYm2hUT2pj,"upper floor",2,5,NULL,1975,C,NULL,NULL,NULL,NULL,rent,"3-room apartment",92,"fully renovated","okres Martin",Martin,Stred
Ju6opeOUPUx,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",88,unrenovated,"okres Žilina",Žilina,"Staré mesto"
JuvmTUfehMc,"ground floor",1,2,NULL,2022,"not available",yes,NULL,yes,yes,rent,"2-room apartment",66,"fully renovated","okres Kysucké Nové Mesto",Rudinka,Rudinka
JuaMkijSYs-,"upper floor",2,12,yes,NULL,C,NULL,NULL,NULL,NULL,rent,"studio apartment",25,"partially renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JuZL3wORd4j,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",35,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
JunBxeMXtVv,"ground floor",1,4,NULL,1978,B,NULL,NULL,NULL,NULL,sale,"3-room apartment",73,"partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné"
JufXt9veplf,"upper floor",NULL,NULL,NULL,2025,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",45,"new construction","okres Martin",Martin,Košúty
Ju1v-rz6S-g,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",64,unrenovated,"okres Žilina",Rajec,Rajec
JuK8NkfUxDo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",68,unrenovated,"okres Martin","Turčianska Štiavnička","Turčianska Štiavnička"
JuhvRDg8Y4C,basement,0,25,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",58,unrenovated,"okres Námestovo",Námestovo,Stred
JuqqisVRKbE,"ground floor",1,3,NULL,1967,"in preparation",NULL,NULL,NULL,NULL,sale,"3-room apartment",65,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JupIznadChw,"upper floor",NULL,NULL,NULL,1960,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",66,unrenovated,"okres Martin",Martin,Stred
JuCtiU-W9oK,"upper floor",6,8,NULL,1987,"not available",NULL,yes,yes,NULL,sale,"3-room apartment",72,"fully renovated","okres Ružomberok",Ružomberok,Klačno
JuQUQOdCbAJ,"top floor",4,4,NULL,2024,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",105,unrenovated,"okres Žilina",Žilina,"Staré mesto"
JuEGUe9TZYw,"top floor",5,5,yes,1982,B,NULL,NULL,NULL,yes,rent,"3-room apartment",72,"partially renovated","okres Žilina",Žilina,Vlčince
JuJTUgZNUdL,"upper floor",2,3,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",72,unrenovated,"okres Martin",Turany,Turany
JugdzCpEbZl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"partially renovated","okres Žilina",Žilina,Hliny
JuJ1fx159Ms,"ground floor",1,4,NULL,1970,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",65,unrenovated,"okres Čadca",Turzovka,Stred
JuUWRcxAAYr,"ground floor",1,1,NULL,1900,B,NULL,NULL,NULL,NULL,sale,"2-room apartment",67,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JucFSMwZ-YV,"upper floor",6,8,yes,2015,B,NULL,yes,NULL,yes,sale,"3-room apartment",83,"new construction","okres Martin",Martin,Priekopa
JuHBGisy5-E,"upper floor",3,6,yes,2008,B,NULL,NULL,NULL,NULL,sale,"2-room apartment",68,"partially renovated","okres Ružomberok",Ružomberok,Hrabovo
JuInv_n4G9P,"upper floor",2,5,NULL,2026,"not available",yes,NULL,yes,NULL,sale,"2-room apartment",39,"development project","okres Žilina",Žilina,"Staré mesto"
JuUFq9Wci3W,NULL,NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"studio apartment",25,"partially renovated","okres Martin",Martin,Ľadoveň
JuBnUuJa9ic,"upper floor",5,10,yes,2024,"not available",NULL,NULL,yes,NULL,sale,"2-room apartment",56,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju2txZynSMnS,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",88,"fully renovated","okres Námestovo",Námestovo,Brehy
Jucm4yaaOJ2,"ground floor",1,4,NULL,2013,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",77,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JuT9LmGMkpW,"ground floor",1,2,NULL,2010,"not available",NULL,NULL,NULL,yes,sale,"holiday apartment",22,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuuOQAIf3eQ,"upper floor",3,NULL,yes,2024,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",64,"new construction","okres Žilina",Žilina,"Staré mesto"
JuhSIJae8jB,NULL,NULL,NULL,NULL,2022,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",48,"new construction","okres Liptovský Mikuláš",Smrečany,Smrečany
Ju20KERTu8I,"upper floor",NULL,NULL,NULL,NULL,"not available",NULL,NULL,yes,NULL,sale,"2-room apartment",59,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuGfHZevCsA,"upper floor",6,8,yes,1975,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",66,"fully renovated","okres Martin",Martin,Stred
JufXjo0g1k9,"upper floor",2,NULL,yes,NULL,A,NULL,NULL,NULL,NULL,rent,"2-room apartment",59,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuPNe1hyDeq,"upper floor",5,6,NULL,2025,"not available",yes,NULL,NULL,yes,rent,"2-room apartment",57,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
Jumt5qe1Qm47,"ground floor",NULL,NULL,NULL,1986,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"partially renovated","okres Ružomberok",Ružomberok,Klačno
JuI6MQ6tc2T,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",59,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
Ju4eeNbxgyr,"upper floor",4,7,NULL,1995,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",50,"fully renovated","okres Žilina",Žilina,Solinky
JuN3wzC2QtN,"top floor",5,5,NULL,1972,"not available",NULL,NULL,yes,NULL,rent,"1-room apartment",36,"partially renovated","okres Martin",Martin,Sever
JuZdOmvD2ic,"upper floor",2,6,yes,2025,A,NULL,yes,NULL,yes,sale,"4-room apartment",77,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuQG3Tg2HJV,"ground floor",1,9,yes,NULL,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",50,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju7i7kUX31N,"ground floor",1,4,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",58,"new construction","okres Námestovo",Lokca,Lokca
JuT7xzp7Ax-,"upper floor",2,5,NULL,1972,C,yes,NULL,NULL,NULL,sale,"2-room apartment",61,"fully renovated","okres Martin",Martin,Stred
JuTL4AQg4bH,"ground floor",1,2,NULL,1960,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",55,"fully renovated","okres Martin",Martin,Jahodníky
JuYNcMLobvd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"4-room apartment",102,"new construction","okres Žilina",Žilina,Trnové
JuCgojI4KWH,"upper floor",2,NULL,NULL,1970,B,NULL,NULL,NULL,NULL,sale,"3-room apartment",74,unrenovated,"okres Čadca",Čadca,Žarec
JukjSccuSX6,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"fully renovated","okres Martin",Vrútky,NULL
JuvuB2q_3M4,"upper floor",3,6,yes,2025,A,NULL,NULL,NULL,yes,sale,"holiday apartment",50,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Jum788VaVl8,"ground floor",1,4,yes,2025,"in preparation",NULL,yes,NULL,yes,sale,"1-room apartment",33,"new construction","okres Žilina",Žilina,"Staré mesto"
JuRDv8rOGAN,"upper floor",3,6,NULL,2025,A,NULL,yes,yes,NULL,rent,"2-room apartment",46,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuguMiG6Pot,"added floor",2,4,yes,2026,A,yes,yes,yes,yes,sale,"other apartment type",40,"new construction","okres Žilina",Rajec,Rajec
JunSqXxyUya,"ground floor",1,4,yes,2025,"in preparation",NULL,yes,NULL,yes,sale,"1-room apartment",33,"new construction","okres Žilina",Žilina,"Staré mesto"
Juzl0Ycup_I,"top floor",4,4,NULL,2010,B,NULL,NULL,NULL,NULL,sale,"holiday apartment",56,"fully renovated","okres Martin",Martin,"Martinské hole"
JuMrpN3u-gh,NULL,NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",47,"under construction","okres Žilina",Žilina,Hájik
JuG-jkKlogR,NULL,NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",50,"fully renovated","okres Martin",Martin,Stred
Ju-seNslb4u,"upper floor",3,4,NULL,1995,C,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"partially renovated","okres Martin",Martin,Priekopa
JuKxd6XdpfQ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",70,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuddoVYZYie,"upper floor",2,4,yes,2024,A,NULL,yes,NULL,yes,sale,"1-room apartment",27,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
Ju4lN_U1N_8,"top floor",3,3,NULL,2023,A,NULL,yes,yes,NULL,sale,"3-room apartment",91,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
JuNQHesGhEl,"upper floor",4,6,yes,2025,A,yes,NULL,yes,NULL,sale,"3-room apartment",65,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Juv6SZd0pv9,"top floor",2,2,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",61,"fully renovated","okres Martin",Vrútky,NULL
Ju01CyxoHbS,"upper floor",4,4,yes,2023,B,NULL,NULL,NULL,NULL,sale,"holiday apartment",47,"development project","okres Žilina",Terchová,Terchová
