offer_id,position,floor,total_floors,elevator,built_in,energy_certificate,north,south,east,west,offer_type,property_type,area,condition,location_district,location_city,location_area
Ju1i5P66bxL,"upper floor",2,NULL,NULL,1976,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",84,"fully renovated","okres Martin",Martin,Ľadoveň
JuYIUYhGIcc,"raised ground floor",NULL,NULL,NULL,NULL,B,NULL,NULL,NULL,NULL,sale,"3-room apartment",69,"partially renovated","okres Žilina",Žilina,Vlčince
JuNO1HdGb3E,"raised ground floor",1,3,NULL,NULL,B,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"fully renovated","okres Martin",Martin,Stred
JuR_dv_w6nb,"raised ground floor",1,7,yes,1990,B,NULL,NULL,NULL,NULL,rent,"3-room apartment",68,"fully renovated","okres Martin",Martin,Záturčie
JulFrto6Z8R,"ground floor",1,2,NULL,2019,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",34,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju3o-SF0dKF,"top floor",4,4,yes,2025,"in preparation",yes,NULL,yes,NULL,sale,"1-room apartment",38,"new construction","okres Žilina",Žilina,"Staré mesto"
Juena3XeNrr,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"new construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuvUgr_LkF7,"ground floor",NULL,NULL,NULL,2024,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",62,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Ju-oP3i-Pkz,"ground floor",1,8,yes,2024,A,NULL,NULL,yes,NULL,sale,"3-room apartment",73,"new construction","okres Martin",Martin,Priekopa
JuEWaQqDH0I,"upper floor",2,5,NULL,1975,"not available",yes,NULL,NULL,NULL,sale,"2-room apartment",37,"fully renovated","okres Martin",Martin,Jahodníky
JuqQMoNXFYc,"upper floor",3,5,NULL,1947,"not available",NULL,NULL,yes,yes,sale,"3-room apartment",114,"partially renovated","okres Martin",Martin,Stred
Ju6LKRO0_U9,"ground floor",1,3,NULL,1969,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",54,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju_TYGvbGhv,"upper floor",6,11,yes,NULL,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",76,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juq7WGTR85M,"top floor",3,3,NULL,1985,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",63,"partially renovated","okres Tvrdošín",Trstená,Trstená
JuOvpv4GR0X,"raised ground floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",79,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
Ju65g8tl_o6,"top floor",6,6,NULL,2025,"not available",NULL,NULL,NULL,yes,rent,"2-room apartment",55,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
Ju7s-G2xWRrv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",28,"new construction","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
Jur9DmBKE6k,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",65,"partially renovated","okres Čadca",Turzovka,Stred
Juethr02QAh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",55,"fully renovated","okres Dolný Kubín","Dolný Kubín",Mokraď
JuRPpAPhQaY,"upper floor",4,5,NULL,1969,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",82,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuXIhW2sDRX,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",87,"partially renovated","okres Žilina",Žilina,Vlčince
JukVWGCXzBK,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",86,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuA1hP6Bd3t,"top floor",3,3,NULL,2024,A,NULL,yes,NULL,yes,sale,"4-room apartment",118,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JunJ76UrnXo,"ground floor",1,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",54,"partially renovated","okres Martin",Martin,Sever
Juy4b8nUUh5,"top floor",8,8,NULL,1999,"not available",NULL,NULL,yes,yes,sale,"3-room apartment",72,"partially renovated","okres Žilina",Žilina,Hájik
JuoKym-eugj,NULL,NULL,NULL,NULL,2025,"not available",yes,NULL,NULL,NULL,sale,"holiday apartment",47,"fully renovated","okres Ružomberok",Ružomberok,Hrabovo
JuxugnKSQZO,"upper floor",2,2,NULL,2024,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",45,"new construction","okres Dolný Kubín","Dolný Kubín",NULL
Ju0Ee02A6Iy,"upper floor",2,8,NULL,2024,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",60,"new construction","okres Žilina",Žilina,Vlčince
JuZUv2TX6Jz,"upper floor",2,4,yes,2025,"not available",NULL,NULL,NULL,NULL,sale,"holiday apartment",31,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová
Ju-GH82Bvcv,"upper floor",2,3,NULL,1978,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",80,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JumwKAHAQZ-,attic,2,2,NULL,2021,A,yes,NULL,yes,NULL,sale,"holiday apartment",147,"new construction","okres Bytča",Súľov-Hradná,Súľov-Hradná
Ju36lkCzKpS,"top floor",7,7,yes,1978,"not available",yes,NULL,NULL,NULL,sale,"2-room apartment",50,"fully renovated","okres Martin",Martin,Priekopa
JuVL9EcWc2t,"upper floor",4,6,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",55,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuXRr8c0-gp,"upper floor",2,4,yes,2018,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",25,"new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuUYkSiI3DC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",NULL,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuqLWeKD7Wh,"top floor",8,8,NULL,1985,B,NULL,NULL,NULL,NULL,sale,"2-room apartment",50,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
Juq8LRZ6yKQ,"upper floor",3,7,yes,1974,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",68,unrenovated,"okres Ružomberok",Ružomberok,Roveň
Ju_IKpLJHsv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",31,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová
JugAp1u_qk1,"upper floor",6,8,yes,1980,"not available",NULL,NULL,NULL,NULL,rent,"studio apartment",22,"fully renovated","okres Žilina",Žilina,Vlčince
JuJPy3KQ41X,"upper floor",6,NULL,yes,2025,"not available",yes,NULL,NULL,yes,rent,"2-room apartment",52,"new construction","okres Martin",Martin,Priekopa
Ju_bbWxDvZ7,"top floor",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,rent,"1-room apartment",38,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
JuuKGKckyxy,"top floor",4,4,NULL,1972,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",68,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
Ju7lyYOfLaW,"upper floor",2,7,yes,1960,B,NULL,NULL,NULL,NULL,sale,"1-room apartment",43,unrenovated,"okres Žilina",Žilina,Hliny
Ju7UlN5liG9,"upper floor",4,4,yes,2025,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",96,"new construction","okres Martin",Martin,Jahodníky
JuVUnBR3tKh,"top floor",6,6,NULL,2009,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",74,"new construction","okres Žilina",Žilina,Bôrik
JuQBqq7Pwpu,"upper floor",2,4,NULL,1969,B,NULL,NULL,NULL,NULL,rent,"2-room apartment",85,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Jux-89v_b-H,NULL,NULL,NULL,NULL,1989,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",75,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuRirU25uGC,"upper floor",3,4,NULL,1995,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",162,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuH61G00WWP,"upper floor",5,13,yes,1900,B,yes,NULL,yes,NULL,sale,"3-room apartment",73,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuzhlHJjU2y,"upper floor",3,6,NULL,2023,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",84,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuTPBH57dwB,"top floor",4,4,NULL,2027,A,NULL,NULL,NULL,NULL,sale,"4-room apartment",156,"development project","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuA6AvNGWkt,"ground floor",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuV3Qm6Wkc0,"upper floor",4,8,yes,NULL,B,NULL,NULL,NULL,NULL,sale,"4-room apartment",84,"fully renovated","okres Žilina",Martin,Priekopa
JuzpWPdpylQ,"upper floor",3,8,yes,2025,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",88,"new construction","okres Žilina",Žilina,Vlčince
JukmrMnXO9z,"upper floor",6,9,yes,1973,"not available",NULL,NULL,NULL,yes,sale,"2-room apartment",57,unrenovated,"okres Martin",Martin,Košúty
JuYVsYrHNhK,"raised ground floor",1,8,yes,1986,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",Stred
JulaIQCE-Uz,"upper floor",3,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",51,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuVfkYvfV4D,"upper floor",9,10,yes,2025,"not available",yes,NULL,yes,NULL,sale,"holiday apartment",84,"new construction","okres Žilina",Žilina,"Staré mesto"
JuXClsCim_Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",85,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JufDkMDnCvm,"upper floor",2,4,NULL,1980,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",79,"fully renovated","okres Žilina",Žilina,Bytčica
JukJYQ0D3dC,NULL,NULL,NULL,NULL,1968,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",93,"partially renovated","okres Žilina",Čičmany,Čičmany
JuF1TjEV1Ru,"ground floor",1,1,NULL,2020,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",63,"new construction","okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JuNLjCrLJ47,"ground floor",1,2,NULL,1956,"not available",NULL,NULL,NULL,NULL,sale,"other apartment type",200,unrenovated,"okres Martin",Martin,Stred
JuVvtE4iYcW,"ground floor",1,2,NULL,2022,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",39,"new construction","okres Dolný Kubín","Dolný Kubín",Stred
Ju8ym9e1pKJ,"ground floor",NULL,NULL,NULL,1977,A,NULL,NULL,yes,NULL,sale,"1-room apartment",40,"partially renovated","okres Čadca",Čadca,Žarec
JugsT-r1Fjq,attic,11,12,NULL,NULL,"not available",NULL,NULL,NULL,yes,sale,"studio apartment",25,unrenovated,"okres Martin",Martin,Sever
JuRvKY-BDAM,"upper floor",2,3,NULL,1990,"not available",yes,NULL,yes,NULL,sale,"studio apartment",33,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka"
JuXB6L99RjI,"upper floor",15,22,NULL,2010,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",55,"new construction","okres Žilina",Žilina,Vlčince
Ju6Fxzj1aPV,"ground floor",1,1,NULL,1970,"not available",NULL,NULL,yes,yes,sale,"3-room apartment",72,"fully renovated","okres Turčianske Teplice","Turčianske Teplice",Stred
JuvyqEQLT9W,NULL,NULL,NULL,NULL,2025,"not available",yes,NULL,NULL,NULL,rent,"4-room apartment",100,unrenovated,"okres Martin",Martin,Priekopa
Ju8nwr--d8J,"upper floor",5,6,yes,2025,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",87,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuB0hydoQt_,"ground floor",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,yes,sale,"2-room apartment",79,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuM_6zn3dEU,"upper floor",4,8,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"4-room apartment",89,"fully renovated","okres Martin",Martin,Ľadoveň
JuCSthEMyi8,"top floor",3,3,NULL,2000,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",118,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuUgt1O2AUN,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",42,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové"
JuNZ8PQ1HeL,"upper floor",3,4,NULL,1965,B,NULL,NULL,NULL,NULL,sale,"3-room apartment",76,"partially renovated","okres Ružomberok",Ružomberok,Polík
JubK5ISUXOm,"upper floor",5,6,yes,2025,A,NULL,yes,NULL,yes,sale,"4-room apartment",77,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuktNGvsiwv,"top floor",4,4,yes,2025,"in preparation",yes,NULL,yes,NULL,sale,"1-room apartment",38,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju5B5pSVvke,"upper floor",6,8,NULL,1970,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JugR8pX-gZX,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",69,"partially renovated","okres Martin",Martin,Ľadoveň
JumTQJJZB7H,"raised ground floor",NULL,NULL,NULL,2008,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",155,"partially renovated","okres Žilina",Žilina,Hájik
JuaFAuw30OV,"top floor",4,4,NULL,1940,"not available",NULL,NULL,NULL,NULL,sale,loft,28,"partially renovated","okres Žilina",Žilina,"Staré mesto"
Ju-FXGTnvER,NULL,NULL,NULL,NULL,2025,"not available",NULL,yes,NULL,yes,sale,"4-room apartment",83,unrenovated,"okres Žilina",Žilina,Vlčince
JuHXoN0ryfa,"upper floor",3,NULL,NULL,2009,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",86,unrenovated,"okres Žilina",Žilina,Vlčince
JuYsJLbvRpN,"upper floor",3,4,NULL,1969,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",56,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuRYP3Oa6YZ,"top floor",3,3,NULL,2020,A,NULL,NULL,NULL,NULL,sale,"4-room apartment",150,"new construction","okres Dolný Kubín","Dolný Kubín",Stred
JuKfypJ44Pi,"ground floor",1,2,NULL,1981,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",50,"fully renovated","okres Čadca",Klubina,Klubina
JuB63TyYdjm,"upper floor",2,4,yes,2027,A,NULL,NULL,NULL,NULL,sale,loft,60,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuwdDOrpGK5,"upper floor",4,8,yes,NULL,B,NULL,NULL,NULL,NULL,sale,"4-room apartment",84,"fully renovated","okres Martin",Martin,Priekopa
JuQLJpNFPOX,"top floor",4,NULL,NULL,NULL,NULL,NULL,yes,NULL,yes,rent,"1-room apartment",35,"partially renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JupfL7Qxmcc,"upper floor",2,7,yes,2013,"not available",NULL,yes,NULL,yes,rent,"3-room apartment",115,"new construction","okres Žilina",Žilina,Hliny
JuF5xNSQO5x,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"1-room apartment",38,"partially renovated","okres Čadca",Čadca,Žarec
Juk3yNZ7Eva,"raised ground floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",60,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuiS9BjPEIo,"top floor",3,3,yes,2016,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",38,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Jug3a9-mziM,attic,3,3,NULL,2022,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",77,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
JuZzvx283W0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",30,"fully renovated","okres Martin",Martin,Stred
Ju8DPYGWH3G,NULL,NULL,NULL,NULL,2022,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",39,"new construction","okres Dolný Kubín","Dolný Kubín",Stred
JuP5uFTNe1Q,"top floor",7,7,NULL,2010,"not available",NULL,yes,NULL,yes,rent,"3-room apartment",87,"new construction","okres Žilina",Žilina,Vlčince
JuALKaJfivV,"raised ground floor",NULL,NULL,NULL,1990,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",70,unrenovated,"okres Žilina",Žilina,Hájik
Juns9vrGm9z,"ground floor",1,4,NULL,2024,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",61,"new construction","okres Námestovo","Oravská Lesná","Oravská Lesná"
JuviBInVrFn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",37,"fully renovated","okres Martin",Martin,Stred
JuqUuNNcs6x,"ground floor",1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",48,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
Juy-j07S1W7,"ground floor",1,2,NULL,2024,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",69,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred
JuIG-Ap8rLX,"top floor",4,4,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",85,"new construction","okres Tvrdošín",Zuberec,Zuberec
Ju3G8jSFFI9,"ground floor",1,3,NULL,2020,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",52,"new construction","okres Čadca",Čadca,Centrum
JuQKqXinTqJ,"upper floor",3,5,yes,2025,A,NULL,NULL,NULL,yes,sale,"3-room apartment",75,"new construction","okres Žilina",Žilina,Hájik
Ju7FBuvMeEz,"top floor",2,2,NULL,1987,"not available",yes,yes,yes,yes,sale,"3-room apartment",63,"partially renovated","okres Žilina",Žilina,"Považský Chlmec"
Jus3m-rZi5G,"upper floor",4,6,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",53,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuIV5E-BtYf,"top floor",4,4,yes,2024,A,NULL,NULL,NULL,yes,sale,"3-room apartment",99,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred
JuoJ6B-WiVu,"upper floor",2,3,NULL,1900,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",59,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuCUhlSV9_h,"upper floor",2,7,NULL,1989,B,NULL,NULL,yes,yes,sale,"4-room apartment",90,"partially renovated","okres Martin",Martin,Záturčia
Juk5yDVhn6R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",73,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Julv6O2K4io,"upper floor",NULL,NULL,NULL,1980,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",58,"partially renovated","okres Martin",Martin,Sever
Ju1Hfz04CkU,"ground floor",1,2,NULL,2023,B,NULL,yes,NULL,yes,sale,"3-room apartment",130,"new construction","okres Bytča",Súľov-Hradná,Súľov-Hradná
JuT66Fppd38,"ground floor",1,2,NULL,1970,"not available",NULL,NULL,NULL,NULL,sale,"studio apartment",14,"fully renovated","okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok"
Ju75IN_Zjx0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"partially renovated","okres Čadca",Turzovka,Stred
JupU33o9uCP,"ground floor",1,2,NULL,2022,A,NULL,NULL,NULL,NULL,sale,"1-room apartment",43,"new construction","okres Ružomberok",Ružomberok,Hrabovo
JuxRPO2xwZZ,"upper floor",3,3,NULL,2015,"not available",yes,NULL,NULL,NULL,rent,"2-room apartment",54,"new construction","okres Martin",Martin,Stred
Jugu2Y2-InX,"ground floor",1,NULL,NULL,NULL,B,NULL,yes,NULL,yes,rent,"2-room apartment",67,"partially renovated","okres Žilina",Žilina,Bôrik
JuxFFLySNPg,"top floor",8,8,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",71,"under construction","okres Ružomberok",Ružomberok,Roveň
Ju7ymmOZXTG,"upper floor",2,4,yes,2025,"in preparation",yes,NULL,yes,NULL,sale,"1-room apartment",37,"new construction","okres Žilina",Žilina,"Staré mesto"
JuPbmK8oIXM,"upper floor",2,5,NULL,2025,A,NULL,yes,NULL,yes,sale,"2-room apartment",53,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuFA8PJP0f8,"upper floor",4,5,NULL,1900,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",59,"fully renovated","okres Martin",Martin,Stred
Juwwl8fsexY,"upper floor",2,4,yes,2019,"not available",NULL,NULL,NULL,NULL,sale,"holiday apartment",57,"fully renovated","okres Ružomberok",Ružomberok,Hrabovo
JuziSU1LhLt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"studio apartment",37,"new construction","okres Martin",Martin,Podháj
JucVDDFBRT8,"ground floor",1,6,NULL,2025,A,yes,NULL,NULL,yes,rent,"4-room apartment",93,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuANNBb14Ku,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",28,"partially renovated","okres Dolný Kubín",Istebné,Istebné
JuKXYAqOf2e,"ground floor",1,3,NULL,2020,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",26,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju9bVHvcqcL,"upper floor",2,3,NULL,2022,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",62,"new construction","okres Námestovo","Oravská Lesná","Oravská Lesná"
Ju8feO0vuod,"ground floor",1,6,NULL,2024,A,NULL,NULL,NULL,NULL,sale,"4-room apartment",86,"new construction","okres Bytča",Bytča,"Thurzove sady"
JuIFK1fc6FD,"upper floor",5,6,yes,NULL,NULL,NULL,yes,NULL,yes,rent,"3-room apartment",80,"partially renovated","okres Martin",Martin,Sever
Juea9VaEEz4,"top floor",3,3,NULL,2024,"not available",NULL,yes,yes,NULL,sale,"2-room apartment",45,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
Jueq_fze_5r,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",NULL,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
Ju3RCMQs9vo,"raised ground floor",1,2,NULL,2022,A,NULL,NULL,NULL,yes,rent,"2-room apartment",60,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuXdiDoNNIv,"ground floor",1,3,NULL,1955,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",63,unrenovated,"okres Martin",Martin,Stred
Ju0lAAcuMC-,"upper floor",NULL,NULL,NULL,2009,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",100,"partially renovated","okres Žilina",Žilina,"Staré mesto"
Ju-yDJSlQCf,"raised ground floor",NULL,NULL,NULL,2004,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",109,unrenovated,"okres Žilina",Žilina,Závodie
JuSCw29I996,"upper floor",3,6,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",72,"fully renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka
Ju34bdWwwrW,NULL,NULL,NULL,NULL,1958,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",91,"partially renovated","okres Martin",Martin,Sever
JuSL8akIpnl,"upper floor",3,4,yes,NULL,NULL,NULL,yes,yes,NULL,sale,"2-room apartment",70,unrenovated,"okres Dolný Kubín","Dolný Kubín",Brezovec
JunNE3gm3lK,"top floor",7,7,yes,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",34,"new construction","okres Ružomberok",Bešeňová,Bešeňová
JubD2pJKl5g,"upper floor",10,10,yes,2027,"not available",NULL,yes,yes,NULL,sale,"3-room apartment",100,"new construction","okres Žilina",Žilina,"Staré mesto"
JuLSY56QzCa,"upper floor",4,6,NULL,2005,"not available",NULL,NULL,NULL,yes,sale,"3-room apartment",85,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
JuiHekkzZ0E,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",NULL,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuLjftxvY7o,NULL,NULL,NULL,NULL,NULL,B,NULL,NULL,NULL,NULL,sale,"4-room apartment",89,"partially renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JuOipBrhKGg,"ground floor",1,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,unrenovated,"okres Námestovo",Námestovo,Brehy
JulLkJwhVa1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",67,unrenovated,"okres Martin",Martin,Sever
JuYmnqxfCfU,"upper floor",5,6,NULL,2025,"not available",yes,NULL,NULL,NULL,rent,"2-room apartment",52,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
Ju8j-hPnALY,"upper floor",2,11,yes,NULL,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",43,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju2RLrI1kcS,"upper floor",5,8,NULL,2009,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",71,"new construction","okres Žilina",Žilina,Vlčince
JunCOKnq7PY,"top floor",7,7,yes,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",72,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred
JuPViaCTmSo,"upper floor",2,4,yes,2024,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"under construction","okres Liptovský Mikuláš",Východná,Východná
JuniaoRdvqE,"ground floor",1,2,NULL,2025,A,yes,NULL,yes,NULL,sale,"2-room apartment",44,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
