offer_id,property_type,area,price_m2,condition,position,floor,elevator,built_in,energy_certificate,north,south,east,west,location_district,location_city,location_area,agency,office_city
JuGMS7Q7AS7,"3-room apartment",76,4008.60,"under construction","upper floor",2,NULL,2027,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
Juuzq73KdvI,"2-room apartment",68,2338.24,"partially renovated","upper floor",3,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"ROMDOM, s. r. o",Žilina
JuPaHBO-gez,"2-room apartment",71,1676.06,unrenovated,"upper floor",2,NULL,1980,"not available",yes,NULL,NULL,NULL,"okres Martin",Martin,NULL,"NajBývanie, s.r.o.",Ružomberok
JuoVsoGKe3I,"3-room apartment",68,1735.29,unrenovated,"upper floor",7,yes,1970,B,yes,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"NajBývanie, s.r.o.",Ružomberok
JuZJo0wlRRU,"1-room apartment",29,2927.59,"new construction","upper floor",2,yes,2024,A,NULL,NULL,NULL,NULL,"okres Ružomberok","Liptovská Teplá","Liptovská Teplá",donidDevelop,"Dolný Kubín"
JuakfUC89nT,"studio apartment",22,4677.27,"partially renovated","ground floor",1,yes,1984,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Safe reality s. r. o.",Žilina
JuVMUFYMKhd,"1-room apartment",25,4715.45,"partially renovated","ground floor",1,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitka pre každého",Žilina
JuWtaJ8gYmY,"3-room apartment",81,1965.28,"partially renovated","added floor",3,NULL,2009,NULL,yes,NULL,yes,NULL,"okres Dolný Kubín","Dolný Kubín",Stred,"Bosen Group s.r.o.",Bratislava
Judqch1ikzy,"1-room apartment",39,2000.00,"fully renovated","top floor",3,NULL,1970,"not available",NULL,yes,NULL,yes,"okres Tvrdošín",Nižná,Nižná,"RIEŠIME BÝVANIE",Bratislava
JumDGD_wH9E,"4-room apartment",130,2576.92,"new construction","ground floor",1,NULL,2025,"in preparation",NULL,NULL,NULL,NULL,"okres Žilina","Rajecké Teplice","Rajecké Teplice","Bosen Group s.r.o.",Bratislava
JuV9NY1IIlj,"1-room apartment",24,3429.87,"under construction","ground floor",1,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"ODEKO manažment s.r.o.",Žilina
Jutms5kvMoG,"4-room apartment",91,2285.71,"fully renovated",NULL,NULL,NULL,1970,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"TUreality s.r.o.",Žilina
JuvBgKU_KI7,"4-room apartment",101,2663.37,"fully renovated","top floor",3,NULL,1969,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
Jueqkk2FQTK,"3-room apartment",95,3684.21,"new construction","upper floor",3,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bôrik,"DreamReality s.r.o.",Žilina
JuMqUg0JlP-,"4-room apartment",130,2461.54,"new construction","upper floor",2,NULL,1980,B,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,"Staré mesto","BB - REALITY,  s.r.o.","Banská Bystrica"
JuMQiZOnaxz,"2-room apartment",60,NULL,"new construction","upper floor",2,NULL,2023,A,NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,"Svoboda&Williams Slovakia s.r.o.",Bratislava
JuhS38paEh6,"4-room apartment",113,3827.60,"development project","upper floor",4,yes,2022,A,NULL,yes,yes,NULL,"okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
Ju_1ltAlD0n,"1-room apartment",31,3695.37,"new construction","ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
Ju6oo_vEaT-,"holiday apartment",34,2791.18,"new construction","ground floor",1,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","MK-CORP s.r.o.",Malacky
JuLxu_TUApX,"2-room apartment",55,3373.47,"new construction","raised ground floor",1,yes,2025,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
Ju72GUoSgLH,"2-room apartment",62,3364.23,"new construction","upper floor",3,yes,2025,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
Ju3VAHb4p44,"2-room apartment",50,2659.80,"fully renovated",NULL,NULL,NULL,2007,"not available",NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"TUreality s.r.o.",Žilina
JuxCreRo0qw,"1-room apartment",33,4359.09,"new construction","upper floor",4,yes,2027,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Financial Hotels Management, s.r.o.",Žilina
JuzOH2MtpxX,"2-room apartment",64,1937.50,"fully renovated","raised ground floor",1,yes,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"NajBývanie, s.r.o.",Ružomberok
JuEDjVYN-JT,"2-room apartment",53,3752.83,"new construction","ground floor",1,NULL,2025,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bytčica,"Realitná kancelária RED, s.r.o.",Žilina
JucJbLC42bG,"5+ room apartment",145,2448.28,"partially renovated","top floor",8,NULL,1999,"not available",NULL,NULL,yes,yes,"okres Žilina",Žilina,Hájik,"TARGETreal s. r. o.",Žilina
JupibY8fOsV,"3-room apartment",78,1535.48,unrenovated,"ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","RK4 REALITY",Bratislava
JuoszPD854T,"3-room apartment",81,2740.74,"new construction",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,"TUreality s.r.o.",Žilina
JumaaMybJmZ,"3-room apartment",72,2430.56,"partially renovated","top floor",8,NULL,1999,"not available",NULL,NULL,yes,yes,"okres Žilina",Žilina,Hájik,"TARGETreal s. r. o.",Žilina
JudrbteyWzE,"1-room apartment",33,3515.15,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec,NULL,NULL
JuoS3WYoWLk,"holiday apartment",40,4675.00,unrenovated,"ground floor",1,NULL,2013,"not available",NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RK 38- Miroslav Antoška",Poprad
JubfQKHfr_c,"1-room apartment",23,3169.57,"fully renovated","upper floor",2,NULL,2018,B,NULL,NULL,NULL,NULL,"okres Martin",Valča,Valča,"Vianema s.r.o.",Bratislava
JuOC5yzde-c,"2-room apartment",53,3267.24,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,yes,NULL,yes,"okres Žilina","Rajecké Teplice","Rajecké Teplice","ŽILINAREAL, s.r.o.",Žilina
JuinVbJn01k,"4-room apartment",85,3536.51,"under construction",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"Reality Alpia",Martin
JurI-U1p2qQ,"1-room apartment",53,1638.73,"fully renovated","ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JuhS9MQTC4v,"2-room apartment",69,2549.28,"fully renovated","upper floor",6,NULL,1995,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Realitná kancelária RED, s.r.o.",Žilina
JuPLeekzh_5,"1-room apartment",40,1950.00,"fully renovated",basement,0,NULL,1960,"in preparation",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,"Staré mesto","A-Byt Consult, s.r.o.",Ružomberok
JuTcgjCG15n,"2-room apartment",50,3200.00,"partially renovated","upper floor",NULL,NULL,1995,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"B10 Slovensko, a. s.",Žilina
JucZiE4o7Os,"2-room apartment",61,1789.61,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
JuudHQ4gWHh,"2-room apartment",44,3829.55,"fully renovated","ground floor",1,NULL,1985,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","EASY centrum bývania, s.r.o.",Žilina
Ju1HQtU3BUR,"3-room apartment",54,NULL,"fully renovated","top floor",NULL,NULL,1997,"not available",NULL,NULL,yes,NULL,"okres Ružomberok",Ružomberok,"Staré mesto","AstonReal s.r.o.","Banská Bystrica"
JuhRFtZO6yy,"2-room apartment",65,2892.31,"fully renovated","upper floor",3,NULL,1969,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
Ju300FaVEg0,"holiday apartment",79,1630.38,"fully renovated","ground floor",1,NULL,2021,B,NULL,NULL,NULL,NULL,"okres Čadca",Makov,Makov,"Ing. Gerlinda Bérešová - Esti",Žilina
JugoHMXehPQ,"2-room apartment",60,1566.67,unrenovated,"ground floor",1,yes,1975,G,NULL,yes,yes,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec,"HD reality group s.r.o","Banská Bystrica"
Ju75jE-v_Ti,"3-room apartment",90,1922.22,"fully renovated","upper floor",3,NULL,1975,C,NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"ALT REAL, s.r.o.",Martin
JuDoM_pyCOY,"3-room apartment",68,NULL,"fully renovated","upper floor",2,NULL,1970,"not available",NULL,NULL,NULL,NULL,"okres Martin",Sučany,Sučany,"Reality ASTORIA, s.r.o.",Martin
JujnVWbv0Ea,"3-room apartment",85,1517.65,unrenovated,"upper floor",5,yes,1980,"not available",NULL,NULL,NULL,yes,"okres Martin",Vrútky,"Horné Vrútky","Reality Simply",Martin
Ju0XKwDGI6a,"2-room apartment",97,2257.73,"fully renovated","upper floor",2,NULL,2010,"not available",NULL,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","STAREA, s. r. o.",Žilina
Juu0CU0P8i0,"3-room apartment",94,1117.02,"partially renovated","ground floor",1,NULL,1960,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","RE/MAX Slovakia",Bratislava
JuaeBjYnlrd,"1-room apartment",36,4108.33,"new construction","upper floor",2,yes,2025,"in preparation",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Jug2x-YuHAi,"1-room apartment",33,4148.48,"new construction","ground floor",1,yes,2025,"in preparation",NULL,yes,NULL,yes,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuFDFNeJqxq,"3-room apartment",69,2434.78,"fully renovated","top floor",8,yes,2025,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Ľadoveň,"Reality D.P.A.",Martin
JuL6Lg1QL2c,"2-room apartment",58,2068.97,"partially renovated","upper floor",3,yes,NULL,"not available",yes,NULL,yes,NULL,"okres Martin",Martin,Priekopa,"Realitná kancelária",Bratislava
JuE8s31Sl55,"3-room apartment",94,2170.46,"new construction","ground floor",1,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Bytča",Bytča,Pšurnovice,"TOCA, s.r.o. Realitná činnosť",Bytča
JuJeYUPavsEk,"holiday apartment",41,7804.88,"new construction","upper floor",4,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuzuJS1LpbR,"2-room apartment",56,NULL,unrenovated,NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"Reality Alpia",Martin
JuQ4A208KjZ,"holiday apartment",41,7160.49,"new construction","upper floor",2,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuKlYZCt0j5,"studio apartment",77,1428.57,"new construction",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy,NULL,NULL
JuFzBbUk-Xv,"holiday apartment",82,6402.44,"new construction","upper floor",3,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuGfQvKSzkr,"3-room apartment",76,1551.32,unrenovated,"upper floor",2,yes,1990,"not available",yes,NULL,NULL,NULL,"okres Martin",Martin,Záturčie,"Reality Center, s.r.o.",Martin
Ju5SD8mmuUt,"2-room apartment",68,4006.94,"new construction","upper floor",7,yes,2027,"not available",NULL,NULL,NULL,yes,"okres Žilina",Žilina,"Staré mesto","Financial Hotels Management, s.r.o.",Žilina
JuL4Of85hI-,"holiday apartment",41,4398.03,unrenovated,NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"Reality Alpia",Martin
JuSWGTnCZur,"3-room apartment",65,2000.00,"partially renovated","top floor",12,yes,1987,"not available",yes,NULL,yes,NULL,"okres Martin",Martin,Košúty,"MAX PROFI REALITY",Martin
JuWKKdSpysj,"4-room apartment",110,NULL,unrenovated,"ground floor",1,NULL,1973,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RE/MAX Slovakia",Bratislava
JulmO4nyPV1,"4-room apartment",82,1905.34,"fully renovated","ground floor",1,NULL,1978,"not available",NULL,NULL,yes,NULL,"okres Martin",Martin,Priekopa,"Financie a reality od A po Z",Martin
JuqHgAmAWwG,"3-room apartment",63,2965.36,"under construction","upper floor",5,yes,2025,A,yes,NULL,yes,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuSXCvc_TgO,"2-room apartment",57,3281.21,"under construction","upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"Realitná kancelária",Bratislava
Ju-aCcpkFTl,"3-room apartment",63,2941.64,"under construction","upper floor",2,yes,2025,A,yes,NULL,yes,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JukgHXnk_FH,"2-room apartment",55,2300.00,unrenovated,"top floor",3,NULL,1960,NULL,NULL,NULL,NULL,yes,"okres Martin",Martin,Stred,"Realitná kancelária",Bratislava
JuppkYCT654,"1-room apartment",40,NULL,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"TUreality s.r.o.",Žilina
JuEvHi31Kuc,"3-room apartment",120,2708.33,"new construction","upper floor",3,NULL,2009,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
Julb0pINzt_,"4-room apartment",110,2863.64,"new construction","upper floor",2,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Piata Avenue",Žilina
JuQtjXuvBCs,"studio apartment",30,2130.00,"fully renovated","ground floor",1,NULL,2015,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Turzovka,Stred,"JPE. Reality - Jozef Pajer",Čadca
JueB0gAOmwn,"2-room apartment",64,2734.38,"partially renovated","upper floor",NULL,NULL,1975,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"B10 Slovensko, a. s.",Žilina
Ju9UkKAGv88,"4-room apartment",110,2863.64,"new construction","upper floor",3,NULL,2009,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Realitná kancelária RED, s.r.o.",Žilina
JuemfCeEc7H,"2-room apartment",49,3275.98,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina","Rajecké Teplice","Rajecké Teplice","ŽILINAREAL, s.r.o.",Žilina
Ju4uaW2Y4yL,"holiday apartment",55,6725.45,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","DLUGO reality",Poprad
JuOBBX6-RMz,"2-room apartment",62,2500.00,"new construction","raised ground floor",2,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"TARGETreal s. r. o.",Žilina
JuWIHesej0g,"2-room apartment",70,2228.57,"fully renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","MGM reality",Žilina
JuKnGrQfPf8P,"2-room apartment",54,3646.30,"new construction","ground floor",1,NULL,2025,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bytčica,"Realitná kancelária RED, s.r.o.",Žilina
JuocwBv9B8E,"3-room apartment",96,NULL,"partially renovated","ground floor",1,NULL,1986,NULL,NULL,NULL,NULL,NULL,"okres Žilina","Dlhé Pole","Dlhé Pole","Realitná kancelária",Bratislava
JuTk10X0x-i,"holiday apartment",78,NULL,"new construction","added floor",2,NULL,2020,A,NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",Limaxreal,"Liptovský Mikuláš"
JuP28alhfCi,"3-room apartment",67,2834.33,"fully renovated","upper floor",NULL,NULL,1975,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"B10 Slovensko, a. s.",Žilina
JuwnuvEmJ5E,"3-room apartment",51,2570.65,"new construction","ground floor",1,NULL,2022,"in preparation",NULL,yes,NULL,yes,"okres Námestovo",Zubrohlava,Zubrohlava,"RK Dalmia s. r. o.","Dolný Kubín"
JuFa19Ow0Dt,"3-room apartment",114,1885.96,"partially renovated","upper floor",2,NULL,1947,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Felicita Real s. r. o.",Martin
JuCqI77KeMc,"2-room apartment",56,1875.00,"partially renovated","top floor",5,NULL,1971,"not available",NULL,NULL,NULL,NULL,"okres Martin",Turany,Turany,"Reality MT s.r.o.",Martin
JueW1n9AoIx,"3-room apartment",92,2336.96,"new construction","upper floor",2,yes,2009,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Závodie,"RENOME REAL",Žilina
JujhD3lGKSF,"2-room apartment",67,2544.78,"fully renovated","upper floor",6,yes,NULL,"not available",NULL,yes,NULL,yes,"okres Žilina",Žilina,Vlčince,"JKV REAL",Prievidza
JuwdAcDikt2,"2-room apartment",59,3305.08,"partially renovated","upper floor",4,yes,2010,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Závodie,"Reality IQ, s.r.o.",Žilina
JuNwRfCAG1O,"2-room apartment",70,2690.44,"under construction","upper floor",2,yes,NULL,A,yes,NULL,NULL,yes,"okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuUgOGFJBDF,"4-room apartment",88,2039.77,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,NULL,NULL
JuQwMUprpPT,"3-room apartment",60,2491.67,"new construction","top floor",5,NULL,2024,"not available",NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"Realitná kancelária DOM",Žilina
JucEibGbMaV,"holiday apartment",79,3303.80,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Juc7SyZSucw0,"holiday apartment",72,5972.22,"new construction","ground floor",1,NULL,2019,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","United Professionals s.r.o.",Bratislava
Juszi7YaqvT,"3-room apartment",71,1760.56,"partially renovated","upper floor",2,yes,1988,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,NULL,"A-Byt Consult, s.r.o.",Ružomberok
Ju8T6cE3M46O,"2-room apartment",39,3330.77,"new construction","upper floor",3,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"ARCHEUS Partners a.s.",Bratislava
Ju6ic7zNy9_,"3-room apartment",NULL,NULL,"under construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka","Safe reality s. r. o.",Žilina
JuMCWySZsct,"4-room apartment",104,4279.23,"new construction","top floor",8,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
Ju0_qpYyImE,"1-room apartment",23,3228.62,"fully renovated","ground floor",1,NULL,1900,B,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","KA Real","Banská Bystrica"
JuQo0PP1022,"2-room apartment",61,3370.99,"new construction","upper floor",7,yes,2023,A,NULL,yes,NULL,yes,"okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
Ju8w7xSU6tn,"2-room apartment",56,4017.86,"fully renovated","ground floor",1,NULL,2010,B,NULL,NULL,yes,yes,"okres Žilina",Žilina,Bôrik,"MENS s. r. o.",Žilina
JuUPYByvH-3,"4-room apartment",113,3828.28,"new construction","upper floor",3,yes,2022,A,NULL,yes,yes,NULL,"okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
Ju8gkOV9Ua-,"holiday apartment",30,3960.40,"new construction","upper floor",4,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JudjVeywOJE,"2-room apartment",57,1964.91,unrenovated,"top floor",4,NULL,1965,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"AstonReal s.r.o.","Banská Bystrica"
JuMOG3S1mHU,"2-room apartment",90,NULL,"new construction","ground floor",1,NULL,2026,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Tomčany,"Reality AK, spol. s r.o.",Martin
JuGHqD4k0Bi,"3-room apartment",65,2000.00,"fully renovated","upper floor",NULL,NULL,1988,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Kyčerka,"B10 Slovensko, a. s.",Žilina
JuirbsBqAtw,"5+ room apartment",130,NULL,"partially renovated","upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Lipovec,Lipovec,"Realitná kancelária",Bratislava
JuX6bDcbxKm,"3-room apartment",63,3173.02,"new construction","ground floor",1,NULL,2020,A,NULL,NULL,NULL,yes,"okres Martin",Martin,Stred,"Reality ASTORIA, s.r.o.",Martin
JuO5mITkYRm,"1-room apartment",29,3206.90,"fully renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"Direct Real, spol. s r.o.",Bratislava
JuRBfIzNbvG,"holiday apartment",71,6992.71,"new construction","upper floor",3,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JugK_iVZsVR,"2-room apartment",54,2481.48,"partially renovated","top floor",5,NULL,1985,"not available",yes,yes,yes,yes,"okres Ružomberok",Ružomberok,Baničné,"OVERENÉ REALITY","Banská Bystrica"
