property_type,condition,location_district,location_area,gen_count,gen_avg_price,area_count,dis_avg_price,price_diff
"3-room apartment","fully renovated","okres Žilina",Solinky,90,2484.530476,2,2592.855000,4.3599595596
"3-room apartment","fully renovated","okres Martin",Príbovce,90,2484.530476,2,1412.640000,-43.1425770927
"3-room apartment","partially renovated","okres Turčianske Teplice",Stred,121,2016.158090,3,1814.290000,-10.0125129573
"3-room apartment","new construction","okres Liptovský Mikuláš",NULL,110,2940.550842,1,2315.070000,-21.2708732346
"3-room apartment","partially renovated","okres Liptovský Mikuláš",Dovalovo,121,2016.158090,2,2831.460000,40.4383919120
"3-room apartment","new construction","okres Liptovský Mikuláš","Staré mesto",110,2940.550842,2,4030.920000,37.0804388901
"holiday apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Ján",18,3390.796875,2,3384.775000,-0.1775946841
"2-room apartment","fully renovated","okres Námestovo",Brehy,99,2597.321264,1,2111.700000,-18.6970041300
"holiday apartment",unrenovated,"okres Ružomberok",Hrabovo,6,3556.341667,3,3371.286667,-5.2035214085
"1-room apartment","new construction","okres Liptovský Mikuláš",Stošice,42,3762.587436,1,3325.620000,-11.6134825684
"4-room apartment","partially renovated","okres Žilina",Solinky,27,2030.536667,2,2297.620000,13.1533371123
"4-room apartment","fully renovated","okres Kysucké Nové Mesto",Stred,40,2351.017179,1,1346.610000,-42.7222390364
"3-room apartment","new construction","okres Liptovský Mikuláš",Celiny,110,2940.550842,1,2495.990000,-15.1182844945
"1-room apartment",unrenovated,"okres Žilina",Vlčince,11,2780.075000,3,2975.000000,7.0115014883
"2-room apartment","new construction","okres Liptovský Mikuláš",Stošice,125,3419.646726,1,3287.230000,-3.8722340818
"3-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka",121,2016.158090,1,1488.100000,-26.1913037782
"3-room apartment","new construction","okres Čadca",Škrabákovci,110,2940.550842,1,2261.250000,-23.1011425580
"1-room apartment","under construction","okres Martin",Sučany,8,2954.628571,1,2892.360000,-2.1074923465
"1-room apartment","partially renovated","okres Martin",Podháj,20,2834.321111,1,3559.320000,25.5792784447
"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Ján",125,3419.646726,2,3399.770000,-0.5812508599
"2-room apartment","new construction","okres Martin",Ľadoveň,125,3419.646726,1,2128.570000,-37.7546813881
"4-room apartment","new construction","okres Ružomberok","Staré mesto",38,2797.552667,2,2482.890000,-11.2477834899
"4-room apartment","partially renovated","okres Ružomberok",Klačno,27,2030.536667,1,NULL,NULL
"3-room apartment","new construction","okres Tvrdošín",Trstená,110,2940.550842,1,3118.330000,6.0457773918
"holiday apartment","fully renovated","okres Čadca",Oščadnica,18,3390.796875,1,NULL,NULL
"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Peter",125,3419.646726,1,1468.040000,-57.0704193261
"2-room apartment","fully renovated","okres Liptovský Mikuláš",Iľanovo,99,2597.321264,1,2181.820000,-15.9972995932
"2-room apartment","partially renovated","okres Liptovský Mikuláš",Prekážka,67,2358.305690,1,2420.000000,2.6160438090
"1-room apartment","new construction","okres Žilina",Hájik,42,3762.587436,1,3722.890000,-1.0550568372
"4-room apartment","fully renovated","okres Liptovský Mikuláš",Demänová,40,2351.017179,2,3718.220000,58.1536720877
"3-room apartment","new construction","okres Žilina",Budatín,110,2940.550842,1,2884.490000,-1.9064741612
"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Trnovec",93,4666.350909,1,5250.000000,12.5076125303
"3-room apartment","new construction","okres Žilina",Bytčica,110,2940.550842,2,3407.715000,15.8869607465
"3-room apartment","partially renovated","okres Turčianske Teplice",Jazernica,121,2016.158090,1,NULL,NULL
"3-room apartment",unrenovated,"okres Liptovský Mikuláš","Partizánska Ľupča",68,1900.298036,1,1068.750000,-43.7588220504
"3-room apartment","new construction","okres Žilina","Rajecké Teplice",110,2940.550842,1,2333.330000,-20.6499011453
"3-room apartment","partially renovated","okres Martin",Sever,121,2016.158090,5,2178.613333,8.0576639206
"4-room apartment","new construction","okres Liptovský Mikuláš",Celiny,38,2797.552667,1,2187.700000,-21.7995061967
"2-room apartment","new construction","okres Liptovský Mikuláš",Demänová,125,3419.646726,4,4202.042500,22.8794327803
"2-room apartment","under construction","okres Martin",Sučany,25,3072.047727,1,2627.960000,-14.4557561101
"2-room apartment","partially renovated","okres Martin",NULL,67,2358.305690,1,1901.610000,-19.3654152613
"holiday apartment","new construction","okres Liptovský Mikuláš","Staré mesto",93,4666.350909,1,3027.160000,-35.1278963148
"3-room apartment","partially renovated","okres Martin",Turany,121,2016.158090,3,1826.186667,-9.4224467785
"1-room apartment",unrenovated,"okres Martin",Priekopa,11,2780.075000,1,NULL,NULL
"4-room apartment","under construction","okres Martin",Sučany,18,2779.408889,1,2542.520000,-8.5229953008
"4-room apartment",unrenovated,"okres Čadca",Centrum,12,1876.870000,1,1517.010000,-19.1734110514
"1-room apartment",unrenovated,"okres Námestovo",Brehy,11,2780.075000,1,2435.900000,-12.3800616890
"3-room apartment","fully renovated","okres Dolný Kubín","Veľký Bysterec",90,2484.530476,4,2567.266667,3.3300533763
"studio apartment","partially renovated","okres Martin",NULL,7,2914.662000,1,3750.000000,28.6598583301
"2-room apartment","new construction","okres Čadca",Kalinov,125,3419.646726,1,1859.500000,-45.6230380214
"2-room apartment","partially renovated","okres Čadca",Centrum,67,2358.305690,1,2081.670000,-11.7302727621
"3-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",110,2940.550842,2,3516.485000,19.5859275675
"3-room apartment","partially renovated","okres Čadca",Žarec,121,2016.158090,1,2070.420000,2.6913519465
"4-room apartment","fully renovated","okres Žilina",Bôrik,40,2351.017179,1,3008.340000,27.9590820038
"2-room apartment","new construction","okres Žilina",Gbeľany,125,3419.646726,1,3568.700000,4.3587331073
"3-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Peter",121,2016.158090,1,1932.840000,-4.1325177035
"4-room apartment","fully renovated","okres Námestovo",NULL,40,2351.017179,1,2422.950000,3.0596467624
"3-room apartment","fully renovated","okres Martin",Záturčie,90,2484.530476,3,2026.985000,-18.4157723328
"holiday apartment","fully renovated","okres Martin",Valča,18,3390.796875,1,3286.320000,-3.0811894328
"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Ján",93,4666.350909,3,4095.710000,-12.2288469112
"3-room apartment",unrenovated,"okres Martin",Priekopa,68,1900.298036,1,1684.290000,-11.3670609509
"1-room apartment","fully renovated","okres Čadca",Centrum,20,2915.345556,1,2796.610000,-4.0727781225
"1-room apartment","new construction","okres Martin","Turčianska Štiavnička",42,3762.587436,1,4214.410000,12.0082940712
"2-room apartment","under construction","okres Liptovský Mikuláš",Ľubeľa,25,3072.047727,1,2168.290000,-29.4187397890
"3-room apartment","partially renovated","okres Martin",Košúty,121,2016.158090,5,1908.000000,-5.3645639465
"3-room apartment",unrenovated,"okres Čadca","U Hluška",68,1900.298036,1,1955.880000,2.9249077222
"4-room apartment","partially renovated","okres Liptovský Mikuláš",Belánska,27,2030.536667,2,1758.930000,-13.3761025553
"3-room apartment","fully renovated","okres Martin",Sever,90,2484.530476,1,NULL,NULL
"3-room apartment",unrenovated,"okres Martin",NULL,68,1900.298036,1,2046.000000,7.6673217169
"2-room apartment","partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",67,2358.305690,3,2439.333333,3.4358413900
"studio apartment","new construction","okres Žilina",Vlčince,8,3284.020000,1,4720.000000,43.7262866852
"2-room apartment","fully renovated","okres Liptovský Mikuláš",Demänová,99,2597.321264,2,4244.695000,63.4258749133
"2-room apartment","fully renovated","okres Žilina",Hájik,99,2597.321264,2,2741.770000,5.5614504837
"4-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",38,2797.552667,1,2895.290000,3.4936726716
"2-room apartment",unrenovated,"okres Ružomberok",Roveň,35,2167.317353,1,1735.290000,-19.9337375490
maisonette,"new construction","okres Žilina","Staré mesto",3,2384.420000,1,NULL,NULL
"3-room apartment","under construction","okres Liptovský Mikuláš","Staré mesto",24,2895.789524,3,4009.290000,38.4523967219
"4-room apartment","partially renovated","okres Žilina",Hliny,27,2030.536667,1,NULL,NULL
"holiday apartment","under construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",9,8126.663750,1,NULL,NULL
"3-room apartment","partially renovated","okres Kysucké Nové Mesto",Kamence,121,2016.158090,2,2138.890000,6.0874150003
"4-room apartment","new construction","okres Žilina","Rajecké Teplice",38,2797.552667,2,2515.385000,-10.0862325249
"3-room apartment","partially renovated","okres Žilina",Vlčince,121,2016.158090,2,2454.285000,21.7307815381
"1-room apartment","new construction","okres Martin",Priekopa,42,3762.587436,3,3229.120000,-14.1782070204
"2-room apartment",unrenovated,"okres Martin",Košúty,35,2167.317353,2,1940.720000,-10.4551994975
"studio apartment","partially renovated","okres Čadca",Žarec,7,2914.662000,1,NULL,NULL
"3-room apartment","new construction","okres Martin",Košúty,110,2940.550842,1,NULL,NULL
"studio apartment","fully renovated","okres Žilina",Vlčince,8,4025.810000,2,5452.265000,35.4327452115
"4-room apartment","partially renovated","okres Martin",Stred,27,2030.536667,1,1749.900000,-13.8208125744
"3-room apartment","new construction","okres Ružomberok","Staré mesto",110,2940.550842,2,2494.835000,-15.1575628496
"studio apartment","fully renovated","okres Žilina",Bôrik,8,4025.810000,1,4258.680000,5.7844259913
"3-room apartment","fully renovated","okres Žilina",Hájik,90,2484.530476,1,2741.770000,10.3536473585
"4-room apartment","fully renovated","okres Žilina",Rosina,40,2351.017179,1,1552.910000,-33.9473137895
"3-room apartment","partially renovated","okres Žilina",Solinky,121,2016.158090,1,2642.710000,31.0765268412
"1-room apartment","partially renovated","okres Dolný Kubín",Banisko,20,2834.321111,1,2291.670000,-19.1457174310
"3-room apartment","partially renovated","okres Čadca","Nová Bystrica",121,2016.158090,1,2571.430000,27.5410897962
"3-room apartment","partially renovated","okres Čadca",Čierne,121,2016.158090,1,1644.740000,-18.4220717533
"1-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",42,3762.587436,2,6086.395000,61.7608920331
"4-room apartment","fully renovated","okres Martin","Košťany nad Turcom",40,2351.017179,1,1988.240000,-15.4306477316
"2-room apartment","partially renovated","okres Tvrdošín",Nižná,67,2358.305690,1,2226.420000,-5.5923916293
"3-room apartment","fully renovated","okres Čadca",Staškov,90,2484.530476,1,1777.170000,-28.4705896278
"1-room apartment","partially renovated","okres Martin",NULL,20,2834.321111,1,2933.330000,3.4932135465
"2-room apartment","new construction","okres Martin",Sučany,125,3419.646726,1,2500.000000,-26.8930331022
"4-room apartment","new construction","okres Liptovský Mikuláš",Demänová,38,2797.552667,1,3157.890000,12.8804485882
"2-room apartment","new construction","okres Bytča","Veľké Rovné",125,3419.646726,1,3000.000000,-12.2716397226
"1-room apartment","partially renovated","okres Čadca",Centrum,20,2834.321111,1,3469.180000,22.3989754208
"4-room apartment","partially renovated","okres Ružomberok","Staré mesto",27,2030.536667,1,1890.550000,-6.8940723541
"holiday apartment","new construction","okres Žilina","Rajecké Teplice",93,4666.350909,1,3918.030000,-16.0365331196
"3-room apartment","fully renovated","okres Čadca",Centrum,90,2484.530476,2,1582.475000,-36.3068790950
"3-room apartment","new construction","okres Liptovský Mikuláš",Ľubeľa,110,2940.550842,1,NULL,NULL
"3-room apartment","partially renovated","okres Martin",Lipovec,121,2016.158090,1,NULL,NULL
"2-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,35,2167.317353,3,2106.426667,-2.8094956152
"3-room apartment",unrenovated,"okres Liptovský Mikuláš","Staré mesto",68,1900.298036,2,2164.380000,13.8968708591
"studio apartment","new construction","okres Liptovský Mikuláš","Pavčina Lehota",8,3284.020000,1,4444.070000,35.3240845062
"3-room apartment","partially renovated","okres Čadca",Stred,121,2016.158090,3,1877.983333,-6.8533691721
"holiday apartment","new construction","okres Martin",Stred,93,4666.350909,1,3086.220000,-33.8622392489
"4-room apartment","fully renovated","okres Liptovský Mikuláš",NULL,40,2351.017179,2,1911.630000,-18.6892372767
"3-room apartment","fully renovated","okres Žilina","Rajecké Teplice",90,2484.530476,1,3127.140000,25.8644250979
"2-room apartment","new construction","okres Liptovský Mikuláš",Palúdzka,125,3419.646726,2,3107.590000,-9.1254082952
"3-room apartment","fully renovated","okres Martin",Lipovec,90,2484.530476,1,1863.640000,-24.9902539734
"4-room apartment","under construction","okres Žilina",Hájik,18,2779.408889,2,2691.570000,-3.1603442497
"2-room apartment","fully renovated","okres Ružomberok",Hrabovo,99,2597.321264,1,2962.960000,14.0775321508
"2-room apartment","fully renovated","okres Bytča","Veľká Bytča",99,2597.321264,1,2343.590000,-9.7689595629
"studio apartment","new construction","okres Bytča",Kotešová,8,3284.020000,1,2343.750000,-28.6316770300
"3-room apartment","new construction","okres Liptovský Mikuláš",Dovalovo,110,2940.550842,2,2671.575000,-9.1471243468
maisonette,"fully renovated","okres Čadca",Centrum,1,NULL,1,NULL,NULL
"1-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",20,2915.345556,1,3348.210000,14.8477919919
"1-room apartment",unrenovated,"okres Tvrdošín",Medvedzie,11,2780.075000,1,2233.830000,-19.6485706321
"2-room apartment","new construction","okres Ružomberok",Roveň,125,3419.646726,1,2610.640000,-23.6576111751
"1-room apartment","development project","okres Žilina",Bytčica,1,4008.410000,1,4008.410000,0.0000000000
"1-room apartment","fully renovated","okres Martin",Košúty,20,2915.345556,1,3624.160000,24.3132222368
"3-room apartment","partially renovated","okres Kysucké Nové Mesto",Sídlisko,121,2016.158090,1,2000.000000,-0.8014297133
"2-room apartment","new construction","okres Martin",Priekopa,125,3419.646726,1,3472.220000,1.5373890408
"1-room apartment","partially renovated","okres Ružomberok",Hrabovo,20,2834.321111,1,3525.420000,24.3832248336
"holiday apartment","partially renovated","okres Čadca",Makov,5,2725.797500,1,NULL,NULL
"3-room apartment","fully renovated","okres Martin",Stred,90,2484.530476,2,3171.250000,27.6398108469
"1-room apartment","fully renovated","okres Martin",Ľadoveň,20,2915.345556,1,3316.670000,13.7659305318
"2-room apartment","fully renovated","okres Bytča",Kotešová,99,2597.321264,1,2947.600000,13.4861536328
"3-room apartment","partially renovated","okres Žilina","Dlhé Pole",121,2016.158090,2,1541.560000,-23.5397259944
"1-room apartment","under construction","okres Bytča","Thurzove sady",8,2954.628571,1,2101.580000,-28.8716009644
"2-room apartment","fully renovated","okres Martin",Záturčie,99,2597.321264,1,2843.140000,9.4643176956
"4-room apartment","partially renovated","okres Kysucké Nové Mesto",NULL,27,2030.536667,1,1547.790000,-23.7743388162
"3-room apartment","fully renovated","okres Martin",Stráne,90,2484.530476,1,NULL,NULL
"holiday apartment","under construction","okres Liptovský Mikuláš",Lazisko,9,8126.663750,1,3821.530000,-52.9754138037
"holiday apartment","new construction","okres Námestovo","Oravská Lesná",93,4666.350909,3,3491.395000,-25.1793303143
"4-room apartment",unrenovated,"okres Žilina",Závodie,12,1876.870000,2,2844.040000,51.5310064096
"holiday apartment","fully renovated","okres Liptovský Mikuláš","Staré mesto",18,3390.796875,1,NULL,NULL
"3-room apartment","fully renovated","okres Liptovský Mikuláš",Palúdzka,90,2484.530476,1,NULL,NULL
"3-room apartment",unrenovated,"okres Turčianske Teplice",NULL,68,1900.298036,1,NULL,NULL
"3-room apartment","new construction","okres Liptovský Mikuláš",Palúdzka,110,2940.550842,1,3160.920000,7.4941454796
"4-room apartment","fully renovated","okres Martin",Ľadoveň,40,2351.017179,2,2294.175000,-2.4177696151
"2-room apartment","fully renovated","okres Martin",Jahodníky,99,2597.321264,1,2676.130000,3.0342313480
"2-room apartment","fully renovated","okres Liptovský Mikuláš",NULL,99,2597.321264,1,2139.240000,-17.6366809277
"2-room apartment","new construction","okres Dolný Kubín","Veľký Bysterec",125,3419.646726,1,3703.700000,8.3065093198
"3-room apartment","partially renovated","okres Žilina",Hájik,121,2016.158090,3,2295.790000,13.8695428393
"2-room apartment","new construction","okres Dolný Kubín",NULL,125,3419.646726,1,NULL,NULL
"3-room apartment","partially renovated","okres Liptovský Mikuláš",Palúdzka,121,2016.158090,1,1862.500000,-7.6213314205
"holiday apartment","new construction","okres Bytča",Súľov-Hradná,93,4666.350909,1,NULL,NULL
"3-room apartment",unrenovated,"okres Ružomberok",Roveň,68,1900.298036,2,1735.290000,-8.6832714066
"1-room apartment",unrenovated,"okres Žilina",Hliny,11,2780.075000,1,3372.090000,21.2949290936
"4-room apartment","development project","okres Liptovský Mikuláš","Staré mesto",5,3955.702000,1,3081.190000,-22.1076309591
"4-room apartment","fully renovated","okres Žilina",Priekopa,40,2351.017179,1,2357.140000,0.2604328482
"holiday apartment","new construction","okres Žilina","Staré mesto",93,4666.350909,1,3700.000000,-20.7089206930
"3-room apartment","partially renovated","okres Žilina",Čičmany,121,2016.158090,1,1318.920000,-34.5825108387
"other apartment type",unrenovated,"okres Martin",Stred,2,2888.370000,1,5050.000000,74.8390960992
"holiday apartment","new construction","okres Dolný Kubín",Stred,93,4666.350909,1,4112.410000,-11.8709655532
"studio apartment","partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka",7,2914.662000,1,1439.390000,-50.6155430715
"3-room apartment","fully renovated","okres Turčianske Teplice",Stred,90,2484.530476,1,1791.670000,-27.8869783524
"3-room apartment","partially renovated","okres Ružomberok",Polík,121,2016.158090,1,NULL,NULL
loft,"partially renovated","okres Žilina","Staré mesto",1,4184.120000,1,4184.120000,0.0000000000
"4-room apartment",unrenovated,"okres Žilina",Vlčince,12,1876.870000,1,2325.300000,23.8924379419
"2-room apartment","fully renovated","okres Kysucké Nové Mesto",Sídlisko,99,2597.321264,2,2588.830000,-0.3269239011
"4-room apartment","new construction","okres Dolný Kubín",Stred,38,2797.552667,1,2046.670000,-26.8406981523
loft,"under construction","okres Liptovský Mikuláš","Staré mesto",1,3374.090000,1,3374.090000,0.0000000000
"4-room apartment","fully renovated","okres Martin",Priekopa,40,2351.017179,3,2206.540000,-6.1453051169
"2-room apartment","new construction","okres Dolný Kubín",Stred,125,3419.646726,1,4112.410000,20.2583286961
"holiday apartment","new construction","okres Turčianske Teplice",Stred,93,4666.350909,1,NULL,NULL
"3-room apartment","partially renovated","okres Žilina","Považský Chlmec",121,2016.158090,1,2063.490000,2.3476289005
"3-room apartment","new construction","okres Turčianske Teplice",Stred,110,2940.550842,1,2186.490000,-25.6435233572
"4-room apartment","partially renovated","okres Martin",Záturčia,27,2030.536667,1,1777.670000,-12.4531938334
"3-room apartment","new construction","okres Bytča",Súľov-Hradná,110,2940.550842,1,NULL,NULL
"studio apartment","fully renovated","okres Dolný Kubín","Oravský Podzámok",8,4025.810000,1,4820.710000,19.7450947760
"1-room apartment","new construction","okres Ružomberok",Hrabovo,42,3762.587436,2,3093.750000,-17.7759971662
"4-room apartment","new construction","okres Bytča","Thurzove sady",38,2797.552667,1,2895.350000,3.4958174033
"2-room apartment",unrenovated,"okres Martin",Stred,35,2167.317353,2,2134.125000,-1.5314948203
"4-room apartment","partially renovated","okres Dolný Kubín",Brezovec,27,2030.536667,1,NULL,NULL
"2-room apartment",unrenovated,"okres Námestovo",Brehy,35,2167.317353,1,2090.910000,-3.5254344683
"3-room apartment","under construction","okres Liptovský Mikuláš",Východná,24,2895.789524,1,2308.710000,-20.2735564562
"3-room apartment","partially renovated","okres Čadca","Dlhá nad Kysucou",121,2016.158090,1,1316.780000,-34.6886533089
"1-room apartment","partially renovated","okres Ružomberok",Klačno,20,2834.321111,1,NULL,NULL
"3-room apartment","new construction","okres Námestovo",Polom,110,2940.550842,1,1503.570000,-48.8677434675
"studio apartment","fully renovated","okres Martin",Priekopa,8,4025.810000,1,3131.580000,-22.2124243320
"4-room apartment","fully renovated","okres Bytča","Hliník nad Váhom",40,2351.017179,1,1688.350000,-28.1864030990
"3-room apartment","partially renovated","okres Turčianske Teplice",Turček,121,2016.158090,1,955.560000,-52.6049070884
"4-room apartment","under construction","okres Liptovský Mikuláš","Staré mesto",18,2779.408889,1,4106.070000,47.7317718976
"holiday apartment",unrenovated,"okres Čadca",Oščadnica,6,3556.341667,1,2151.160000,-39.5119985247
"1-room apartment","under construction","okres Ružomberok",Roveň,8,2954.628571,2,3362.930000,13.8190442280
"1-room apartment","partially renovated","okres Martin",Záturčie,20,2834.321111,1,2895.650000,2.1637946654
"2-room apartment","new construction","okres Liptovský Mikuláš",Prekážka,125,3419.646726,1,2500.000000,-26.8930331022
"2-room apartment",unrenovated,"okres Martin",NULL,35,2167.317353,1,1676.060000,-22.6666091295
"studio apartment","partially renovated","okres Žilina",Vlčince,7,2914.662000,2,4677.270000,60.4738388190
"1-room apartment","partially renovated","okres Žilina","Staré mesto",20,2834.321111,1,4715.450000,66.3696460397
"3-room apartment","partially renovated","okres Dolný Kubín",Stred,121,2016.158090,1,1965.280000,-2.5235168935
"1-room apartment","fully renovated","okres Tvrdošín",Nižná,20,2915.345556,1,2000.000000,-31.3974977723
"1-room apartment","new construction","okres Ružomberok",Bešeňová,42,3762.587436,2,3691.735000,-1.8830774621
"5+ room apartment","partially renovated","okres Žilina",Hájik,4,2588.316667,1,2448.280000,-5.4103374902
"1-room apartment","new construction","okres Dolný Kubín",Brezovec,42,3762.587436,1,3515.150000,-6.5762574348
"holiday apartment",unrenovated,"okres Liptovský Mikuláš","Demänovská Dolina",6,3556.341667,1,4675.000000,31.4553110400
"1-room apartment","fully renovated","okres Martin",Valča,20,2915.345556,1,3169.570000,8.7202164929
"1-room apartment","fully renovated","okres Ružomberok","Staré mesto",20,2915.345556,1,1950.000000,-33.1125603280
"3-room apartment","fully renovated","okres Martin",Sučany,90,2484.530476,1,NULL,NULL
"3-room apartment","partially renovated","okres Liptovský Mikuláš","Svätý Kríž",121,2016.158090,1,1117.020000,-44.5966065092
"3-room apartment","new construction","okres Bytča",Pšurnovice,110,2940.550842,1,2170.460000,-26.1886593151
"studio apartment","new construction","okres Liptovský Mikuláš",Vlachy,8,3284.020000,1,1428.570000,-56.4993514047
"holiday apartment",unrenovated,"okres Liptovský Mikuláš",Demänová,6,3556.341667,1,4398.030000,23.6672516820
"4-room apartment",unrenovated,"okres Liptovský Mikuláš",Demänová,12,1876.870000,1,NULL,NULL
"studio apartment","fully renovated","okres Čadca",Stred,8,4025.810000,1,2130.000000,-47.0913927880
"2-room apartment","fully renovated","okres Žilina","Rajecké Teplice",99,2597.321264,1,3275.980000,26.1291795284
"3-room apartment","new construction","okres Žilina",Závodie,110,2940.550842,1,2336.960000,-20.5264548866
"2-room apartment","partially renovated","okres Žilina",Závodie,67,2358.305690,1,3305.080000,40.1463777158
"4-room apartment","fully renovated","okres Kysucké Nové Mesto",Sídlisko,40,2351.017179,1,2039.770000,-13.2388304850
"3-room apartment","partially renovated","okres Ružomberok",NULL,121,2016.158090,1,1760.560000,-12.6774825480
"3-room apartment","under construction","okres Žilina","Lietavská Lúčka",24,2895.789524,1,NULL,NULL
"2-room apartment","fully renovated","okres Žilina",Bôrik,99,2597.321264,1,4017.860000,54.6924539405
"3-room apartment","fully renovated","okres Čadca",Kyčerka,90,2484.530476,1,2000.000000,-19.5018930410
"5+ room apartment","partially renovated","okres Martin",Lipovec,4,2588.316667,1,NULL,NULL
"1-room apartment","fully renovated","okres Kysucké Nové Mesto",Sídlisko,20,2915.345556,1,3206.900000,10.0006821970
"2-room apartment","partially renovated","okres Ružomberok",Baničné,67,2358.305690,1,2481.480000,5.2230001616
maisonette,"new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",3,2384.420000,1,2616.180000,9.7197641355
"3-room apartment","new construction","okres Žilina",Divina,110,2940.550842,1,NULL,NULL
"4-room apartment","under construction","okres Žilina",Ďurčiná,18,2779.408889,1,1217.660000,-56.1899652542
"3-room apartment","partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",121,2016.158090,1,NULL,NULL
"studio apartment","new construction","okres Žilina",Závodie,8,3284.020000,1,NULL,NULL
"2-room apartment","partially renovated","okres Liptovský Mikuláš",Dúbrava,67,2358.305690,1,1317.680000,-44.1259881793
"3-room apartment","partially renovated","okres Martin",Sučany,121,2016.158090,1,1416.580000,-29.7386446516
"2-room apartment","partially renovated","okres Námestovo",NULL,67,2358.305690,1,NULL,NULL
"1-room apartment","partially renovated","okres Martin",Stred,20,2834.321111,1,3166.670000,11.7258728275
"2-room apartment","new construction","okres Ružomberok",Bešeňová,125,3419.646726,1,2879.780000,-15.7872075468
"4-room apartment","new construction","okres Žilina","Dolný Hričov",38,2797.552667,1,2083.330000,-25.5302670590
"1-room apartment","partially renovated","okres Liptovský Mikuláš",Bobrovník,20,2834.321111,1,1428.290000,-49.6073329710
house,"fully renovated","okres Martin",Sučany,198,1549.545062,6,875.300000,-43.5124526892
house,"new construction","okres Čadca",Makov,340,2114.287185,4,1685.913333,-20.2609113388
house,"new construction","okres Bytča","Hliník nad Váhom",340,2114.287185,10,2410.003000,13.9865490884
house,unrenovated,"okres Kysucké Nové Mesto",Lodno,364,1025.187980,1,537.690000,-47.5520577212
house,"partially renovated","okres Čadca",Makov,331,1370.453684,2,491.925000,-64.1049525611
house,unrenovated,"okres Čadca",Radôstka,364,1025.187980,1,408.330000,-60.1702314145
house,unrenovated,"okres Žilina","Mojšová Lúčka",364,1025.187980,1,1738.460000,69.5747544758
house,"under construction","okres Martin",Slovany,51,1843.917727,3,1695.840000,-8.0306037971
house,"fully renovated","okres Žilina",Trnové,198,1549.545062,1,2500.000000,61.3376765419
house,unrenovated,"okres Martin",Priekopa,364,1025.187980,4,1271.217500,23.9984787961
house,unrenovated,"okres Turčianske Teplice",Stred,364,1025.187980,4,583.195000,-43.1133595616
house,unrenovated,"okres Kysucké Nové Mesto",Rudinská,364,1025.187980,2,386.050000,-62.3434913858
house,"partially renovated","okres Ružomberok","Liptovské Revúce",331,1370.453684,3,914.425000,-33.2757457858
house,"partially renovated","okres Žilina","Rajecká Lesná",331,1370.453684,2,720.000000,-47.4626535427
house,"fully renovated","okres Liptovský Mikuláš","Liptovská Sielnica",198,1549.545062,1,1452.380000,-6.2705541377
house,"new construction","okres Martin",Stred,340,2114.287185,2,1499.245000,-29.0898128392
house,"fully renovated","okres Ružomberok",Bešeňová,198,1549.545062,2,3804.120000,145.4991528346
house,unrenovated,"okres Martin",Príbovce,364,1025.187980,4,1256.410000,22.5541095400
house,unrenovated,"okres Žilina","Považský Chlmec",364,1025.187980,2,NULL,NULL
house,unrenovated,"okres Liptovský Mikuláš","Liptovské Beharovce",364,1025.187980,1,NULL,NULL
house,unrenovated,"okres Námestovo",Vavrečka,364,1025.187980,1,1500.000000,46.3146300252
house,"partially renovated","okres Žilina","Lietavská Lúčka",331,1370.453684,3,1202.016667,-12.2906026644
