property_type,condition,location_district,location_area,gen_count,gen_avg_price,area_count,dis_avg_price,price_diff
land,n/a,"okres Liptovský Mikuláš",Hybe,923,102.133312,2,98.055000,-3.9931261604
land,n/a,"okres Čadca","Vysoká nad Kysucou",923,102.133312,1,55.480000,-45.6788398285
land,n/a,"okres Bytča",Petrovice,923,102.133312,2,33.790000,-66.9157894341
land,n/a,"okres Námestovo",Vasiľov,923,102.133312,2,46.125000,-54.8384370420
land,n/a,"okres Bytča",NULL,923,102.133312,1,NULL,NULL
land,n/a,"okres Liptovský Mikuláš",Vitálišovce,923,102.133312,4,197.975000,93.8397924470
land,n/a,"okres Bytča",Predmier,923,102.133312,3,63.890000,-37.4445039049
land,n/a,"okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",923,102.133312,1,200.000000,95.8224952110
land,n/a,"okres Liptovský Mikuláš",Gôtovany,923,102.133312,4,69.256667,-32.1899332903
land,n/a,"okres Dolný Kubín","Oravská Poruba",923,102.133312,1,109.090000,6.8113800128
land,n/a,"okres Čadca","Dlhá nad Kysucou",923,102.133312,2,40.085000,-60.7522763973
land,n/a,"okres Čadca",Hlinené,923,102.133312,1,25.000000,-75.5221880986
land,n/a,"okres Martin",Socovce,923,102.133312,1,50.990000,-50.0750548460
land,n/a,"okres Žilina","Kamenná Poruba",923,102.133312,3,288.735000,182.7040407737
land,n/a,"okres Ružomberok","Nová Hrboltová",923,102.133312,1,56.780000,-44.4059936096
land,n/a,"okres Turčianske Teplice",Budiš,923,102.133312,2,55.000000,-46.1488138170
land,n/a,"okres Tvrdošín",Zábiedovo,923,102.133312,1,80.000000,-21.6710019156
land,n/a,"okres Ružomberok",Bešeňová,923,102.133312,2,79.000000,-22.6501143917
land,n/a,"okres Žilina",Strečno,923,102.133312,2,147.920000,44.8303174580
land,n/a,"okres Žilina",Stráňavy,923,102.133312,3,105.625000,3.4187552833
land,n/a,"okres Námestovo","Oravské Veselé",923,102.133312,3,66.683333,-34.7095167148
land,n/a,"okres Turčianske Teplice",Háj,923,102.133312,1,15.000000,-85.3133128592
land,n/a,"okres Bytča",Jablonové,923,102.133312,3,234.346667,129.4517453816
land,n/a,"okres Martin",Diaková,923,102.133312,2,0.000000,-100.0000000000
land,n/a,"okres Dolný Kubín",Leštiny,923,102.133312,1,75.000000,-26.5665642959
land,n/a,"okres Žilina","Veľká Čierna",923,102.133312,2,52.440000,-48.6553417557
land,n/a,"okres Turčianske Teplice",NULL,923,102.133312,1,102.000000,-0.1305274424
land,n/a,"okres Tvrdošín",Habovka,923,102.133312,1,NULL,NULL
land,n/a,"okres Žilina",Brezany,923,102.133312,1,148.010000,44.9184375809
land,n/a,"okres Martin","Kláštor pod Znievom",923,102.133312,3,89.750000,-12.1246552741
land,n/a,"okres Martin",Príbovce,923,102.133312,4,81.160000,-20.5352314434
land,n/a,"okres Liptovský Mikuláš","Vrbica - Nábrežie",923,102.133312,1,NULL,NULL
land,n/a,"okres Martin","Turčianska Štiavnička",923,102.133312,2,56.515000,-44.6654584158
land,n/a,"okres Žilina","Teplička nad Váhom",923,102.133312,3,225.313333,120.6070953618
land,n/a,"okres Ružomberok",Ivachnová,923,102.133312,2,98.970000,-3.0972382449
land,n/a,"okres Čadca","U Hluška",923,102.133312,1,120.000000,17.4934971266
land,n/a,"okres Turčianske Teplice",Dubové,923,102.133312,1,41.420000,-59.4451612418
land,n/a,"okres Martin",Záborie,923,102.133312,2,NULL,NULL
land,n/a,"okres Žilina",Rosinky,923,102.133312,1,NULL,NULL
land,n/a,"okres Martin",Lipovec,923,102.133312,4,90.770000,-11.1259605485
land,n/a,"okres Martin",Dražkovce,923,102.133312,1,103.000000,0.8485850336
land,n/a,"okres Dolný Kubín",Kraľovany,923,102.133312,1,35.000000,-65.7310633381
land,n/a,"okres Turčianske Teplice",Stred,923,102.133312,1,NULL,NULL
land,n/a,"okres Žilina",Podhorie,923,102.133312,1,125.240000,22.6240465011
land,n/a,"okres Žilina",Zádubnie,923,102.133312,1,83.000000,-18.7336644874
land,n/a,"okres Bytča",Kotešová,923,102.133312,3,99.563333,-2.5162985021
land,n/a,"okres Martin",Sever,923,102.133312,2,NULL,NULL
land,n/a,"okres Čadca",Kalinov,923,102.133312,2,52.000000,-49.0861512451
land,n/a,"okres Námestovo",NULL,923,102.133312,1,85.000000,-16.7754395353
land,n/a,"okres Liptovský Mikuláš","Uhorská Ves",923,102.133312,2,143.820000,40.8159563062
land,n/a,"okres Čadca",Kyčerka,923,102.133312,1,82.000000,-19.7127769635
land,n/a,"okres Turčianske Teplice",Bodorová,923,102.133312,1,15.810000,-84.5202317536
land,n/a,"okres Dolný Kubín",Pribiš,923,102.133312,1,48.000000,-53.0026011494
land,n/a,"okres Kysucké Nové Mesto",Lodno,923,102.133312,1,28.120000,-72.4673571733
land,n/a,"okres Martin",Jahodníky,923,102.133312,2,115.000000,12.5979347463
land,n/a,"okres Žilina",Marčk,923,102.133312,1,NULL,NULL
land,n/a,"okres Ružomberok","Revúcka dolina",923,102.133312,1,11.000000,-89.2297627634
land,n/a,"okres Martin","Dolné Vrútky",923,102.133312,2,108.295000,6.0329855944
land,n/a,"okres Liptovský Mikuláš",Pribylina,923,102.133312,1,NULL,NULL
land,n/a,"okres Liptovský Mikuláš","Závažná Poruba",923,102.133312,1,112.710000,10.3557671761
land,n/a,"okres Kysucké Nové Mesto",Rudinská,923,102.133312,1,65.000000,-36.3576890564
land,n/a,"okres Žilina","Lietavská Lúčka",923,102.133312,1,120.000000,17.4934971266
land,n/a,"okres Dolný Kubín",Záskalie,923,102.133312,1,47.000000,-53.9817136254
land,n/a,"okres Liptovský Mikuláš",Ľubeľa,923,102.133312,1,NULL,NULL
land,n/a,"okres Dolný Kubín","Veľký Bysterec",923,102.133312,1,47.000000,-53.9817136254
land,n/a,"okres Dolný Kubín",Osádka,923,102.133312,1,108.830000,6.5568107690
land,n/a,"okres Ružomberok",Hubová,923,102.133312,1,0.000000,-100.0000000000
land,n/a,"okres Námestovo",Čerchle,923,102.133312,1,154.750000,51.5176556695
land,n/a,"okres Turčianske Teplice",Kaľamenová,923,102.133312,1,NULL,NULL
land,n/a,"okres Liptovský Mikuláš",Jakubovany,923,102.133312,1,8.000000,-92.1671001916
land,n/a,"okres Liptovský Mikuláš","Liptovský Peter",923,102.133312,1,160.000000,56.6579961688
land,n/a,"okres Ružomberok",Komjatná,923,102.133312,1,28.770000,-71.8309340639
land,n/a,"okres Bytča",Kolárovice,923,102.133312,1,42.670000,-58.2212706467
land,n/a,"okres Turčianske Teplice",Čremošné,923,102.133312,1,70.390000,-31.0802728105
land,n/a,"okres Čadca","Nová Bystrica",923,102.133312,1,41.240000,-59.6214014875
land,n/a,"okres Ružomberok",Baničné,923,102.133312,2,102.500000,0.3590287956
land,n/a,"okres Liptovský Mikuláš","Pavlova Ves",923,102.133312,1,28.000000,-72.5848506705
land,n/a,"okres Liptovský Mikuláš","Liptovská Kokava",923,102.133312,1,199.000000,94.8433827349
land,n/a,"okres Žilina","Nezbudská Lúčka",923,102.133312,2,149.275000,46.1570148631
land,n/a,"okres Liptovský Mikuláš",Malatíny,923,102.133312,2,109.060000,6.7820066385
land,n/a,"okres Turčianske Teplice",Brieštie,923,102.133312,1,25.000000,-75.5221880986
land,n/a,"okres Čadca",Stred,923,102.133312,1,122.000000,19.4517220787
land,n/a,"okres Turčianske Teplice","Malý Čepčín",923,102.133312,1,35.480000,-65.2610893496
land,n/a,"okres Kysucké Nové Mesto",Radoľa,923,102.133312,1,NULL,NULL
land,n/a,"okres Martin","Kolónia Hviezda",923,102.133312,1,NULL,NULL
land,n/a,"okres Martin","Turčiansky Ďur",923,102.133312,1,80.000000,-21.6710019156
land,n/a,"okres Kysucké Nové Mesto","Lopušné Pažite",923,102.133312,1,35.850000,-64.8988177334
land,n/a,"okres Liptovský Mikuláš","Vyšná Boca",923,102.133312,1,147.760000,44.6736594619
land,n/a,"okres Liptovský Mikuláš","Partizánska Ľupča",923,102.133312,1,51.810000,-49.2721826156
land,n/a,"okres Dolný Kubín",Pucov,923,102.133312,1,42.800000,-58.0939860249
land,n/a,"okres Liptovský Mikuláš",Trstené,923,102.133312,1,104.320000,2.1410135020
