offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index
JuqQ2VY6uD-,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,1,5,130.15,69.630000,0.8691655895
JuJGNURQ8kY,"Realitné kancelárie SR","standard plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,2,5,37.53,69.630000,-0.4610081861
Jua_BRtxi_0,"Realitné kancelárie SR","standard plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,2,5,120.00,69.630000,0.7233950883
JuY_o0Hq1ua,"Reality IQ, s.r.o.","standard plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,1,5,39.45,69.630000,-0.4334338647
Jul88RI0614,"Direct Real, spol. s r.o.","standard plot",land,NULL,"okres Liptovský Mikuláš",Beňadiková,1,2,167.00,153.000000,0.0915032680
Ju9DTwAgiHG,"RE/MAX Slovakia","standard plot",land,NULL,"okres Liptovský Mikuláš",Beňadiková,1,2,139.00,153.000000,-0.0915032680
JuvBlvKpVOg,jabyvam.sk,"standard plot",land,NULL,"okres Liptovský Mikuláš",Jamník,1,5,96.61,105.986000,-0.0884645142
JuCWsWXxn1N,"Delta Property s.r.o.","standard plot",land,NULL,"okres Liptovský Mikuláš",Jamník,1,5,91.32,105.986000,-0.1383767667
JuARnh9cPNq,"Realitné kancelárie SR","standard plot",land,NULL,"okres Liptovský Mikuláš",Jamník,2,5,108.00,105.986000,0.0190025098
JuD52DaFWEx,"Realitné kancelárie SR","standard plot",land,NULL,"okres Liptovský Mikuláš",Jamník,2,5,115.00,105.986000,0.0850489687
JuPmyuLY0AU,"Q REAL s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podtureň,1,5,123.00,123.000000,0.0000000000
Juxlwl0cqfI,"BEŇO REALITY","small plot",land,NULL,"okres Liptovský Mikuláš",Podtureň,1,5,123.00,123.000000,0.0000000000
Ju_Khlvp1_L,"NFA Group, s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podtureň,1,5,123.00,123.000000,0.0000000000
JuhDFgB8Eya,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Kysucké Nové Mesto",Povina,1,4,90.00,66.915000,0.3449899126
Ju3DHGm3SX3,"Real Estate Group4U","standard plot",land,NULL,"okres Žilina","Žilinská Lehota",1,2,385.38,242.690000,0.5879517079
Ju8tqbpzEho,"TUreality s.r.o.","standard plot",land,NULL,"okres Bytča",Štiavnik,2,3,134.12,94.830000,0.4143203628
JucXLuegzy5,"TUreality s.r.o.","standard plot",land,NULL,"okres Bytča",Štiavnik,2,3,61.42,94.830000,-0.3523146684
Ju7-tv2yvGe,"Romantické Chalupy, s.r.o.","standard plot",land,NULL,"okres Bytča",Štiavnik,1,3,88.95,94.830000,-0.0620056944
JuMg-KktE1Q,"RE/MAX Slovakia","extra large plot",land,NULL,"okres Dolný Kubín",Zázrivá,1,2,18.00,26.715000,-0.3262212240
Ju3pFJiSu2s,"RK Dalmia s. r. o.","extra large plot",land,NULL,"okres Dolný Kubín",Zázrivá,1,2,35.43,26.715000,0.3262212240
JupsaGq4wbB,"MartinTham s. r. o.","large plot",land,NULL,"okres Martin",Turany,1,2,46.84,42.295000,0.1074595106
JuJ6A83KPJ2,"Renovo Reality","standard plot",land,NULL,"okres Žilina",Stránske,1,4,132.81,105.755000,0.2558271477
Jul34-9Uznd,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina",Stránske,1,4,106.63,105.755000,0.0082738405
JusMGCS4uqf,"Ing. Gerlinda Bérešová - Esti","standard plot",land,NULL,"okres Žilina",Stránske,2,4,91.04,105.755000,-0.1391423573
Ju2dDwgittj,"Ing. Gerlinda Bérešová - Esti","standard plot",land,NULL,"okres Žilina",Stránske,2,4,92.54,105.755000,-0.1249586308
Juml9ZbpWBM,"MGM reality","standard plot",land,NULL,"okres Žilina",Rosina,1,5,169.07,238.928000,-0.2923809683
Jut0tUa88wB,"BeMi realitná kancelária","standard plot",land,NULL,"okres Žilina",Rosina,1,5,247.59,238.928000,0.0362535994
JuyrQlq623r,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina",Rosina,1,5,270.00,238.928000,0.1300475457
Ju-hAf6SLZe,"RECLOUD Reality a.s.","standard plot",land,NULL,"okres Námestovo","Oravská Jasenica",2,3,70.00,84.333333,-0.1699604710
JuLYYDsAsCoc,"RECLOUD Reality a.s.","standard plot",land,NULL,"okres Námestovo","Oravská Jasenica",2,3,70.00,84.333333,-0.1699604710
Ju7mSPUl1TY3,"RE/MAX Slovakia","standard plot",land,NULL,"okres Námestovo","Oravská Jasenica",1,3,113.00,84.333333,0.3399209539
JuoqzBB_9Ic,donidDevelop,"standard plot",land,NULL,"okres Dolný Kubín",Párnica,1,2,98.87,131.455000,-0.2478795025
Ju2_HPkQ8s2,"RE/MAX Slovakia","standard plot",land,NULL,"okres Dolný Kubín",Párnica,1,2,164.04,131.455000,0.2478795025
JubUi5eOFbH,"RE/MAX Slovakia","standard plot",land,NULL,"okres Ružomberok","Liptovská Štiavnica",1,2,89.39,86.785000,0.0300167080
JuXGG7E_fDg,"AstonReal s.r.o.","standard plot",land,NULL,"okres Ružomberok","Liptovská Štiavnica",1,2,84.18,86.785000,-0.0300167080
JubLSsddj46,"1.BCR REAL ESTATE SLOVAKIA","extra large plot",land,NULL,"okres Liptovský Mikuláš","Staré mesto",1,2,59.41,39.905000,0.4887858664
JuWNTIbPUJS,"Reality Alpia","extra large plot",land,NULL,"okres Liptovský Mikuláš","Staré mesto",1,2,20.40,39.905000,-0.4887858664
JunNzT26gJt,"Realitka pre každého","standard plot",land,NULL,"okres Žilina",Kunerad,1,3,135.53,125.103333,0.0833444382
JufCqQz59Ij,"ŽILINAREAL, s.r.o.","standard plot",land,NULL,"okres Žilina",Kunerad,1,3,114.11,125.103333,-0.0878740217
Ju_bN-ewyhS,"AnReal s. r. o.","standard plot",land,NULL,"okres Žilina",Kunerad,1,3,125.67,125.103333,0.0045295915
JubvMgx0Xlu,"OREA, s.r.o.","standard plot",land,NULL,"okres Dolný Kubín","Vyšný Kubín",1,4,118.00,140.072500,-0.1575791108
JuErvfknoQB,"RK VILLEA, s. r. o.","standard plot",land,NULL,"okres Dolný Kubín","Vyšný Kubín",1,4,228.29,140.072500,0.6297988542
JujRK5xYV79,"RK Dalmia s. r. o.","standard plot",land,NULL,"okres Dolný Kubín","Vyšný Kubín",1,4,118.00,140.072500,-0.1575791108
JueuBN1Nu8x,"XEMAR realitná spoločnosť s.r.o.","standard plot",land,NULL,"okres Ružomberok","Liptovská Osada",1,2,116.28,113.920000,0.0207162921
JuhckkiisBJp,"BeMi realitná kancelária","large plot",land,NULL,"okres Čadca",Čierne,1,2,91.88,72.940000,0.2596654785
JuGjdMCF3ve,"DreamReality s.r.o.","large plot",land,NULL,"okres Žilina",Bytčica,1,2,180.18,116.890000,0.5414492258
Ju0yTvWbSXD,"BALAŽI REAL ESTATE s.r.o.","large plot",land,NULL,"okres Žilina",Bytčica,1,2,53.60,116.890000,-0.5414492258
JunsxT9D57Y,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Svrčinovec,1,2,67.39,67.450000,-0.0008895478
JuaHyO1MbDH,"BeMi realitná kancelária","standard plot",land,NULL,"okres Čadca",Svrčinovec,1,2,67.51,67.450000,0.0008895478
Ju6g_Z5mX7e,"RE/MAX Slovakia","standard plot",land,NULL,"okres Martin",Stráne,1,2,220.00,110.000000,1.0000000000
Judikv0pXVX,"RK4 REALITY","small plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,1,3,133.33,127.693333,0.0441422185
JuU1wLvylPv,"Realitné kancelárie SR","small plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,1,3,129.75,127.693333,0.0161062990
JuNitLYneeA,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Čierne,1,2,73.99,63.995000,0.1561840769
JunDvn09Q9U,"AnReal s. r. o.","standard plot",land,NULL,"okres Čadca",Čierne,1,2,54.00,63.995000,-0.1561840769
JuMiM4qhAck,"RES GROUP, s.r.o.","small plot",land,NULL,"okres Žilina",Turie,1,2,160.00,116.500000,0.3733905579
JuWsp-GzHhf,"RESIDENCE realitná kancelária","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,1,5,80.56,76.200000,0.0572178478
Juc0JQaKZWu,"BeMi realitná kancelária","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,2,5,75.32,76.200000,-0.0115485564
JuzRwokuDbj,"BeMi realitná kancelária","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,2,5,74.94,76.200000,-0.0165354331
JudrqxfcGTR,"Nové bývanie","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,2,5,75.32,76.200000,-0.0115485564
Jus9HjYi9K6,"Nové bývanie","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,2,5,74.86,76.200000,-0.0175853018
JuPvieB5wD8,"AnReal s. r. o.","small plot",land,NULL,"okres Žilina",Mojš,1,2,105.00,166.855000,-0.3707110965
Ju_QlVk-YXH,"RS Mansory s.r.o.","small plot",land,NULL,"okres Žilina",Mojš,1,2,228.71,166.855000,0.3707110965
JuVff9I-9I0,"Reality D.P.A.","standard plot",land,NULL,"okres Martin",Valča,1,3,75.00,79.140000,-0.0523123578
Ju6amfxFDHs,"TUreality s.r.o.","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",1,6,25.44,25.166667,0.0108609138
Ju5eolzpNXf,"ŽILINAREAL, s.r.o.","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",1,6,33.00,25.166667,0.3112582608
JusxvqCVQpI,"TOCA, s.r.o. Realitná činnosť","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",2,6,23.67,25.166667,-0.0594702111
Julqx-OsWd4,"TOCA, s.r.o. Realitná činnosť","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",2,6,23.67,25.166667,-0.0594702111
Ju3KUswXUz_,"RADO Reality","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",1,6,12.22,25.166667,-0.5144370925
JuBnZj34L44,"DRR INVEST, s. r. o.","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",1,6,33.00,25.166667,0.3112582608
JuEjJSCiW8Ze,"JPE. Reality - Jozef Pajer","small plot",land,NULL,"okres Čadca",Skalité,1,9,79.00,78.888889,0.0014084493
JufmowlUURT,"HOLESTIAK.sk reality s.r.o.","small plot",land,NULL,"okres Čadca",Skalité,1,9,78.00,78.888889,-0.0112676070
JunD1SrFXPT,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493
JuW5XYXfIA2,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493
Jug8evCrAgI,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493
JurzykGoa8Y,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493
Jukxm6yZ0hf6,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493
JuSojlAQh6I,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493
JuJTvvQyvPv,"TRI LIPY, s. r. o.","large plot",land,NULL,"okres Čadca",Makov,1,4,50.00,32.750000,0.5267175573
Jua5wAoApR5,"DreamReality s.r.o.","large plot",land,NULL,"okres Kysucké Nové Mesto",Rudina,2,3,73.97,79.050000,-0.0642631246
Juz77F3qzjt,"DreamReality s.r.o.","large plot",land,NULL,"okres Kysucké Nové Mesto",Rudina,2,3,73.97,79.050000,-0.0642631246
Ju192g79OHm,"Reality Center, s.r.o.","large plot",land,NULL,"okres Martin",Belá-Dulice,1,3,62.00,69.000000,-0.1014492754
JuTZg0TY8JC,"OVERENÉ REALITY","large plot",land,NULL,"okres Martin",Belá-Dulice,1,3,85.00,69.000000,0.2318840580
JuPITfSI3H0,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Staškov,2,3,18.21,23.903333,-0.2381815540
JuC5HWpBoue,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Staškov,2,3,26.50,23.903333,0.1086320054
JuKVQligYhM,"RS Mansory s.r.o.","small plot",land,NULL,"okres Žilina",Bitarová,1,2,179.43,154.715000,0.1597453382
Ju2-GQn0P3G,"MAX PROFI REALITY","standard plot",land,NULL,"okres Martin",Priekopa,1,2,76.56,122.940000,-0.3772571986
JuGN-E0XFUo,"RE/MAX Slovakia","standard plot",land,NULL,"okres Martin",Priekopa,1,2,169.32,122.940000,0.3772571986
JueabChri5n,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,4,100.00,95.720000,0.0447137484
JuUn4gk-elR,"R2 SK, s.r.o.","standard plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,4,91.16,95.720000,-0.0476389469
JuEl39vdmi7,"Gro & Partners","standard plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,4,93.44,95.720000,-0.0238194735
Ju9T9motLi6,"Mamud Reality s. r. o.","standard plot",land,NULL,"okres Žilina",Divina,1,2,130.37,194.965000,-0.3313158772
JuD0_PFG0ni,"BV REAL PD, s.r.o.","standard plot",land,NULL,"okres Turčianske Teplice",Sklené,1,2,27.82,36.375000,-0.2351890034
Ju9IFe2gRus,"BeMi realitná kancelária","standard plot",land,NULL,"okres Turčianske Teplice",Sklené,1,2,44.93,36.375000,0.2351890034
JuSc9mnlTNp,"Q REAL s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,90.00,75.252000,0.1959815022
Ju2_2a_gc9I,Limaxreal,"small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,96.00,75.252000,0.2757136023
JuEX_l_3Eqg,"BEŇO REALITY","small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,100.00,75.252000,0.3288683357
JueE0RaoId9,"NFA Group, s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,0.26,75.252000,-0.9965449423
Ju4ExXlTo3S,"Ing.Zuzana Paverová","large plot",land,NULL,"okres Martin",Necpaly,1,2,50.00,76.000000,-0.3421052632
JurXAjyEx4Y,"Reality Center, s.r.o.","large plot",land,NULL,"okres Martin",Necpaly,1,2,102.00,76.000000,0.3421052632
JuTkoqi-k1y,"Apollo House","standard plot",land,NULL,"okres Ružomberok","Liptovské Sliače",2,3,100.00,87.286667,0.1456503431
Juv3W5C4xtN_,"Apollo House","standard plot",land,NULL,"okres Ružomberok","Liptovské Sliače",2,3,100.00,87.286667,0.1456503431
Jubn_BmVZq4,"TUreality s.r.o.","standard plot",land,NULL,"okres Ružomberok","Liptovské Sliače",1,3,61.86,87.286667,-0.2913006977
Ju78oHKGop9R,"RS Mansory s.r.o.","large plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,3,61.93,65.560000,-0.0553691275
Ju6BOs5U974,"WFG reality, s.r.o.","large plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,3,81.48,65.560000,0.2428309945
Ju_KMqj7vmd,"Reality Center, s.r.o.","standard plot",land,NULL,"okres Martin",Rakovo,1,2,99.00,92.690000,0.0680763836
JuLOTbilQnB,"B10 Slovensko, a. s.","standard plot",land,NULL,"okres Martin",Rakovo,1,2,86.38,92.690000,-0.0680763836
JugbHbksCr-,"TeEq Reality","extra large plot",land,NULL,"okres Žilina",Višňové,1,3,95.00,98.333333,-0.0338983018
JuQixUnoW4u,"Realitné kancelárie SR","extra large plot",land,NULL,"okres Žilina",Višňové,2,3,95.00,98.333333,-0.0338983018
JuiFvyOCpZO,"Realitné kancelárie SR","extra large plot",land,NULL,"okres Žilina",Višňové,2,3,105.00,98.333333,0.0677966138
JuRn13yIVnF,"ŽILINAREAL, s.r.o.","standard plot",land,NULL,"okres Čadca",Dunajov,1,3,39.11,37.950000,0.0305665349
JuCmj-PgWTq,"WFG reality, s.r.o.","standard plot",land,NULL,"okres Čadca",Dunajov,1,3,26.81,37.950000,-0.2935441370
JuvDIHl7nu4,"RES GROUP, s.r.o.","standard plot",land,NULL,"okres Čadca",Dunajov,1,3,47.93,37.950000,0.2629776021
JuqRYP4Ii_m,"ALT REAL, s.r.o.","standard plot",land,NULL,"okres Martin",Necpaly,2,4,95.24,84.220000,0.1308477796
JuYtpUq3Ljt,"ALT REAL, s.r.o.","standard plot",land,NULL,"okres Martin",Necpaly,2,4,92.82,84.220000,0.1021135122
Juuliwtz_LA,"Realitné kancelárie SR","standard plot",land,NULL,"okres Martin",Necpaly,1,4,58.82,84.220000,-0.3015910710
JueyWGcCtCo,"R2 SK, s.r.o.","standard plot",land,NULL,"okres Martin",Necpaly,1,4,90.00,84.220000,0.0686297791
Ju266Dr49Ba,"BeMi realitná kancelária","large plot",land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov",1,2,52.00,43.975000,0.1824900512
JuvwILxsaLE,"Realitné kancelárie SR","large plot",land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov",1,2,35.95,43.975000,-0.1824900512
JuASY12odtk,"Reality AK, spol. s r.o.","extra large plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Anna",1,2,100.00,100.000000,0.0000000000
Jur27j-ejmc,"BALAŽI REAL ESTATE s.r.o.","large plot",land,NULL,"okres Martin",Záturčie,2,3,65.00,76.666667,-0.1521739167
JuQ9QuExnST,"BALAŽI REAL ESTATE s.r.o.","large plot",land,NULL,"okres Martin",Záturčie,2,3,65.00,76.666667,-0.1521739167
Jul7ugPXcvQ,"ALT REAL, s.r.o.","large plot",land,NULL,"okres Martin",Záturčie,1,3,100.00,76.666667,0.3043478204
JutSxfNRIvL,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Čadca",Oščadnica,1,3,66.97,85.423333,-0.2160221611
Ju4lACVtBvB,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Oščadnica,1,3,79.30,85.423333,-0.0716822065
JufBIzJWZ0T,"RIEŠIME BÝVANIE","standard plot",land,NULL,"okres Čadca",Korňa,1,3,24.34,27.493333,-0.1146944607
JushtsOsA5D,"Reality MT s.r.o.","standard plot",land,NULL,"okres Martin","Košťany nad Turcom",1,2,81.74,102.995000,-0.2063692412
Juz8n3k63O_,"Direct Real, spol. s r.o.","extra large plot",land,NULL,"okres Liptovský Mikuláš",Beňadiková,1,2,30.00,27.500000,0.0909090909
JuMAMHXJq7S,"RESIDENCE realitná kancelária","extra large plot",land,NULL,"okres Liptovský Mikuláš",Beňadiková,1,2,25.00,27.500000,-0.0909090909
JuHEexV-ME8,"Georgi Conev","standard plot",land,NULL,"okres Žilina",Višňové,1,2,172.25,186.125000,-0.0745466756
JuH12tFyQw2,"AnoReal, s.r.o.","standard plot",land,NULL,"okres Žilina",Višňové,1,2,200.00,186.125000,0.0745466756
Ju26ASiELkU,"Mamud Reality s. r. o.","small plot",land,NULL,"okres Žilina","Dolná Tižina",1,2,162.32,156.060000,0.0401127771
JufJ-j5ky3T,"Safe reality s. r. o.","small plot",land,NULL,"okres Žilina","Dolná Tižina",1,2,149.80,156.060000,-0.0401127771
JunJu6IyBiX,"TARGETreal s. r. o.","large plot",land,NULL,"okres Turčianske Teplice",Sklené,1,2,37.50,39.500000,-0.0506329114
JupRRfszbzs,"Reality D.P.A.","large plot",land,NULL,"okres Turčianske Teplice",Sklené,1,2,41.50,39.500000,0.0506329114
JumBIzQEPOK,"Reality Turiec s.r o.","standard plot",land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec",1,2,99.00,114.500000,-0.1353711790
JuGtn_qttBC,"Direct Real, spol. s r.o.","standard plot",land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec",1,2,130.00,114.500000,0.1353711790
JuvLJIIUOfY,"Direct Real, spol. s r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Lazisko,1,2,100.67,115.335000,-0.1271513417
Ju1YLWtdCP4,"RESIDENCE realitná kancelária","small plot",land,NULL,"okres Liptovský Mikuláš",Lazisko,1,2,130.00,115.335000,0.1271513417
JuzsaTgRy0A,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Čadca",Staškov,2,5,32.69,54.130000,-0.3960835027
JuY9JBEYXXO,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Čadca",Staškov,2,5,65.19,54.130000,0.2043229263
JusbhL9UXOL,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Staškov,1,5,35.21,54.130000,-0.3495289119
JusK3lTtUjZ,"Realitné kancelárie SR","extra large plot",land,NULL,"okres Bytča","Veľké Rovné",1,2,55.00,42.635000,0.2900199367
Ju6FhwnbvkK,"ŽILINAREAL, s.r.o.","extra large plot",land,NULL,"okres Martin",Tomčany,1,2,60.00,58.700000,0.0221465077
JuMHyeDGK2f,"Realitné kancelárie SR","small plot",land,NULL,"okres Martin",Necpaly,1,2,93.56,101.020000,-0.0738467630
JuLGf5aS3L1,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Kysucké Nové Mesto",Suľkov,1,2,120.82,119.235000,0.0132930767
Ju0UmYe9Px-,"BeMi realitná kancelária","extra large plot",land,NULL,"okres Čadca",Staškov,1,2,18.00,17.500000,0.0285714286
JuzowjqYdqV,"SLNOVRAT, s.r.o.","extra large plot",land,NULL,"okres Čadca",Staškov,1,2,17.00,17.500000,-0.0285714286
JuypdHR9V5h,"RS Mansory s.r.o.","large plot",land,NULL,"okres Žilina","Lietavská Svinná-Babkov",1,2,120.00,98.790000,0.2146978439
Ju6EZukLTos,"SLNOVRAT, s.r.o.","extra large plot",land,NULL,"okres Čadca",Podzávoz,1,2,66.00,66.010000,-0.0001514922
Ju0KCQtbTTW,"BeMi realitná kancelária","extra large plot",land,NULL,"okres Čadca",Podzávoz,1,2,66.02,66.010000,0.0001514922
JuiHO4ziDsX,"RESIDENCE realitná kancelária","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,1,6,222.00,186.811667,0.1883626091
JumXY6voBY_,"Eden Real estate, s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,1,6,170.53,186.811667,-0.0871555148
JuuQurqTomT,"AstonReal s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,2,6,186.46,186.811667,-0.0018824681
JufImX742Ut,"AstonReal s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,2,6,184.31,186.811667,-0.0133913852
Jue9eL-lcIx,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,2,7,116.64,74.402857,0.5676817357
Juk20aBZ0Ls,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,2,7,55.00,74.402857,-0.2607810746
JuE8ApW_7eF,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Raková,1,7,67.50,74.402857,-0.0927767733
Ju5OGHyG1_Y,"HOLESTIAK.sk reality s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,1,7,61.59,74.402857,-0.1722092070
JuQX408bw8H,"Bosen Group s.r.o.","standard plot",land,NULL,"okres Dolný Kubín",Žaškov,1,2,67.18,71.100000,-0.0551336146
JuveNCiurSC,"RK VILLEA, s. r. o.","standard plot",land,NULL,"okres Dolný Kubín",Žaškov,1,2,75.02,71.100000,0.0551336146
Julifs4IZ1R,"Reality AK, spol. s r.o.","small plot",land,NULL,"okres Martin",Stráne,1,2,250.00,244.230000,0.0236252713
JuMmLaRBnk-,"Real Reality Development s.r.o.","small plot",land,NULL,"okres Martin",Stráne,1,2,238.46,244.230000,-0.0236252713
JuAEEafI2yh,"AnoReal, s.r.o.","standard plot",land,NULL,"okres Žilina",Kľače,1,3,110.00,76.680000,0.4345331247
JuldPobEyqZ,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Bytča","Veľké Rovné",2,3,42.17,47.286667,-0.1082052791
JuSMDjKsDMw,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Bytča","Veľké Rovné",2,3,37.87,47.286667,-0.1991400028
JutBiDVPJVF,"StorkReal s. r. o.","small plot",land,NULL,"okres Žilina",Višňové,1,3,159.95,181.473333,-0.1186032826
JukvtXQXqqN,"Mgr. Nina Herčková, RSc.","small plot",land,NULL,"okres Žilina",Višňové,1,3,188.47,181.473333,0.0385547942
JuaoRgRgfTM,"B10 Slovensko, a. s.","large plot",land,NULL,"okres Kysucké Nové Mesto",Nesluša,1,2,0.00,10.000000,-1.0000000000
JuCafss2FQP,"BIZNIS REALITY, s.r.o.","large plot",land,NULL,"okres Liptovský Mikuláš",Vitálišovce,2,4,220.00,197.975000,0.1112514206
Ju-yASPSDbI,"BIZNIS REALITY, s.r.o.","large plot",land,NULL,"okres Liptovský Mikuláš",Vitálišovce,2,4,220.00,197.975000,0.1112514206
JuJOjhQbYoo,"Ing.Zuzana Paverová","standard plot",land,NULL,"okres Turčianske Teplice","Turčiansky Michal",1,2,71.00,70.005000,0.0142132705
JuuPBY6Ot9Q,"Reality Center, s.r.o.","standard plot",land,NULL,"okres Turčianske Teplice","Turčiansky Michal",1,2,69.01,70.005000,-0.0142132705
JuRGpe_vleW,"Apollo House","standard plot",land,NULL,"okres Ružomberok",Bešeňová,1,2,100.00,79.000000,0.2658227848
Jujfy0BeWOa,"Reality Alpia","standard plot",land,NULL,"okres Ružomberok",Bešeňová,1,2,58.00,79.000000,-0.2658227848
JuI1xGqBjgz,"FINREA - ak vám záleží na výsledku","small plot",land,NULL,"okres Martin",Turany,1,2,104.90,108.130000,-0.0298714510
JumyeY6xnwq,"MS Alpex, k.s.","small plot",land,NULL,"okres Martin",Turany,1,2,111.36,108.130000,0.0298714510
JuI63s8eiN7,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Bytča",Jablonové,1,3,157.58,234.346667,-0.3275773792
JubcbkupV-K,"Reality IQ, s.r.o.","standard plot",land,NULL,"okres Bytča","Bytča - sever",1,2,146.56,164.550000,-0.1093284716
JuO_8tOz9vO,"ADH-REAL s.r.o. Hirjaková Adriana","standard plot",land,NULL,"okres Bytča","Bytča - sever",1,2,182.54,164.550000,0.1093284716
JuCAQgOYAnl,"BeMi realitná kancelária","standard plot",land,NULL,"okres Bytča",Predmier,1,2,81.50,78.250000,0.0415335463
JuJs7LAy2Ca,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Klokočov,1,2,38.35,39.675000,-0.0333963453
JumgYXab6nd,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Klokočov,1,2,41.00,39.675000,0.0333963453
JuFVNjbiRLu,"Reality Alpia","large plot",land,NULL,"okres Martin","Turčianske Kľačany",1,2,64.42,56.155000,0.1471819072
JutWL9k4SH-,"RK Dalmia s. r. o.","standard plot",land,NULL,"okres Dolný Kubín","Malý Bysterec",1,2,149.11,175.905000,-0.1523265399
JuGnc9OXHGX,"RES GROUP, s.r.o.","standard plot",land,NULL,"okres Dolný Kubín","Malý Bysterec",1,2,202.70,175.905000,0.1523265399
Ju0xrW-pJiv,"Safe reality s. r. o.","large plot",land,NULL,"okres Žilina",Bitarová,1,2,127.75,107.875000,0.1842410197
JuCX6DjrhAx,"Realitná kancelária","small plot",land,NULL,"okres Liptovský Mikuláš",Kvačany,1,2,99.00,104.075000,-0.0487629114
Ju0Wth3fmJb,liptoreal,"small plot",land,NULL,"okres Liptovský Mikuláš",Kvačany,1,2,109.15,104.075000,0.0487629114
