offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index,area_price_index,area_category
JulVwlSvctK,"Prvá Realitná Kancelária, s.r.o.","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",1,2,4000.00,3714.285000,0.0769232840,0.2562966035,expensive
JuE40RXyw1_,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Hájik,1,5,3599.80,3481.932000,0.0338513216,0.0543141680,average
JuQPXllO6ks,"ODEKO manažment s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Hájik,3,5,3652.78,3481.932000,0.0490670122,0.0543141680,average
Juh13qbi4yL,"ODEKO manažment s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Hájik,3,5,3183.63,3481.932000,-0.0856714031,0.0543141680,average
JuLxu_TUApX,"ODEKO manažment s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Hájik,3,5,3373.47,3481.932000,-0.0311499478,0.0543141680,average
JuSBcLlOavm,"RIEŠIME BÝVANIE","2-room apartment",apartment,"new construction","okres Žilina",Hájik,1,5,3599.98,3481.932000,0.0339030171,0.0543141680,average
JufTJtipeK4,"Felicita Real s. r. o.","3-room apartment",apartment,"fully renovated","okres Martin",Ľadoveň,1,2,2510.77,2472.775000,0.0153653284,-0.0500191564,average
Ju1eGXbZzUb,"Wealth Group, s.r.o.","3-room apartment",apartment,unrenovated,"okres Žilina",Vlčince,1,3,2498.33,2566.063333,-0.0263958150,0.3903450643,expensive
JuMvD_EgmbK,"RIEŠIME BÝVANIE","3-room apartment",apartment,"fully renovated","okres Žilina",Hliny,2,3,4150.00,3489.726667,0.1892048851,0.1148469549,expensive
JueA04xvA0H,"RIEŠIME BÝVANIE","3-room apartment",apartment,"fully renovated","okres Žilina",Hliny,2,3,3484.85,3489.726667,-0.0013974352,0.1148469549,expensive
JuyxsUVgHii,"RK Dalmia s. r. o.","4-room apartment",apartment,"fully renovated","okres Dolný Kubín",Brezovec,1,2,2191.01,2287.120000,-0.0420222813,-0.0133200384,average
JuqDc5JA0z2,"OREA, s.r.o.","4-room apartment",apartment,"fully renovated","okres Dolný Kubín",Brezovec,1,2,2383.23,2287.120000,0.0420222813,-0.0133200384,average
JuOF4HNBZNF,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Ružomberok",Ľubochňa,1,2,1666.53,1653.780000,0.0077096107,0.1896032118,expensive
Juk34S4WJno,"MGM reality","3-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,1843.47,2365.402500,-0.2206527219,0.1148469549,expensive
JuXHjhU272A,"Reality IQ, s.r.o.","3-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,2498.44,2365.402500,0.0562430707,0.1148469549,expensive
JuA0NKQExXq,"Pro Real, s. r. o. realitná kancelária","3-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,2119.70,2365.402500,-0.1038734423,0.1148469549,expensive
Jub_GkQafv9,"B10 Slovensko, a. s.","2-room apartment",apartment,"fully renovated","okres Martin",Podháj,1,2,2355.93,2291.175000,0.0282627909,-0.0565874862,average
JulmjMPVf2y,"Constario REALTY s.r.o.","4-room apartment",apartment,"fully renovated","okres Martin",Stred,1,3,2667.42,2389.036667,0.1165253497,0.1938109699,expensive
JutAxM54sI9,"Realitná kancelária","2-room apartment",apartment,"partially renovated","okres Martin",Sever,1,4,1756.76,1866.377500,-0.0587327590,-0.0770857584,average
JudVZxPODEn,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina",Solinky,1,2,2685.71,2592.855000,0.0358118753,0.2478511254,expensive
JuNgEGp-EQa,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Liptovský Ján",1,2,3438.60,3384.775000,0.0159020910,0.0520721470,average
JuuvunHgeuI,"RE/MAX Slovakia","2-room apartment",apartment,"partially renovated","okres Tvrdošín",Medvedzie,1,2,2115.37,2015.185000,0.0497150386,-0.0960272336,average
Judr92_ylzz,"TUreality s.r.o.","2-room apartment",apartment,"partially renovated","okres Tvrdošín",Medvedzie,1,2,1915.00,2015.185000,-0.0497150386,-0.0960272336,average
Ju1uEl1Mf6f,"Romantické Chalupy, s.r.o.","holiday apartment",apartment,unrenovated,"okres Ružomberok",Hrabovo,1,3,3648.65,3371.286667,0.0822722481,-0.0751349586,average
JuDXnrUS-p1,"Reality Alpia","holiday apartment",apartment,unrenovated,"okres Ružomberok",Hrabovo,2,3,3450.13,3371.286667,0.0233867187,-0.0751349586,average
JuyFJFlxmNe,"Reality Alpia","holiday apartment",apartment,unrenovated,"okres Ružomberok",Hrabovo,2,3,3015.08,3371.286667,-0.1056589671,-0.0751349586,average
Ju-cA70OjPb,"TUreality s.r.o.","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovský Ján",1,2,3428.57,3399.770000,0.0084711613,0.0520721470,average
Ju1swh97q_w,"RE/MAX Slovakia","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovský Ján",1,2,3370.97,3399.770000,-0.0084711613,0.0520721470,average
JueVg_uFAEX,"Like Reality s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Záturčie,1,2,1985.29,2024.875000,-0.0195493549,-0.1261345316,average
JuuDv2Zd85o,"TUreality s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Bôrik,1,2,3737.86,3711.035000,0.0072284417,0.6153654994,premium
JuCX2-0gKW3,"RK SPIRIT s.r.o.","4-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Demänová,1,2,4101.69,3718.220000,0.1031326818,0.3687411694,expensive
JuupBH8LvJz,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,2,4,4018.87,4202.042500,-0.0435913011,0.3687411694,expensive
JuviN4c9fMi,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,2,4,3444.44,4202.042500,-0.1802938690,0.3687411694,expensive
Ju-D0j5Tx8q,"Realitná kancelária","3-room apartment",apartment,"partially renovated","okres Martin",Sever,1,3,2380.95,2178.613333,0.0928740607,-0.0770857584,average
JuH66opZMTi,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Sever,1,3,2076.92,2178.613333,-0.0466780091,-0.0770857584,average
JuZqmgmus3f,"Realitná kancelária","3-room apartment",apartment,"partially renovated","okres Martin",Turany,1,3,1785.71,1826.186667,-0.0221645836,-0.3267598337,cheap
Ju7EPTNZ0Hy,"Like Reality s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Turany,1,3,1907.14,1826.186667,0.0443291666,-0.3267598337,cheap
Ju3ft9crnfA,"TUreality s.r.o.","3-room apartment",apartment,"fully renovated","okres Dolný Kubín","Veľký Bysterec",2,3,2333.33,2567.266667,-0.0911228545,-0.0414252883,average
JuMfaZM03jX,"TUreality s.r.o.","3-room apartment",apartment,"fully renovated","okres Dolný Kubín","Veľký Bysterec",2,3,2578.13,2567.266667,0.0042314782,-0.0414252883,average
Ju7faBpvibU,"Realitná kancelária","3-room apartment",apartment,"fully renovated","okres Martin",Záturčie,1,2,2312.40,2026.985000,0.1408076527,-0.1261345316,average
Ju3xvc6aD2Y,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovský Ján",1,3,3390.37,4095.710000,-0.1722143413,0.0520721470,average
JuEhBGLGdyB,"RE/MAX Slovakia","3-room apartment",apartment,"partially renovated","okres Martin",Košúty,1,4,1844.62,1908.000000,-0.0332180294,-0.0359532987,average
JuwdgQhbLJx,"Realitná kancelária","3-room apartment",apartment,"partially renovated","okres Martin",Košúty,1,4,1917.81,1908.000000,0.0051415094,-0.0359532987,average
Juh7IlKkDn_,"Direct Real, spol. s r.o.","4-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš",Belánska,1,2,1495.24,1758.930000,-0.1499150051,-0.1337610256,average
JuzIKTQ0UvK,"HALO reality, s.r.o.","4-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš",Belánska,1,2,2022.62,1758.930000,0.1499150051,-0.1337610256,average
JuHOcENm8Ia,"AstonReal s.r.o.","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2660.00,2439.333333,0.0904618750,0.0183786455,average
JuXGzvpMBBm,"HALO reality, s.r.o.","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2000.00,2439.333333,-0.1801038534,0.0183786455,average
JutRcPoSw48,"DRR INVEST, s. r. o.","3-room apartment",apartment,"partially renovated","okres Žilina",Vlčince,1,2,2301.32,2454.285000,-0.0623256875,0.3903450643,expensive
JuTBd7ApfBa,"Eli real realitná kancelária","1-room apartment",apartment,"new construction","okres Martin",Priekopa,1,3,3059.88,3229.120000,-0.0524105639,0.5581583932,premium
JuAo_CCFbGo,"TARGETreal s. r. o.","1-room apartment",apartment,"new construction","okres Martin",Priekopa,1,3,3155.26,3229.120000,-0.0228731047,0.5581583932,premium
JuAjD-DNY5d,"Gro & Partners","studio apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,2,5428.57,5452.265000,-0.0043459003,0.3903450643,expensive
Jud2teyAuDu,"RESIDENCE realitná kancelária","1-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,2,7394.63,6086.395000,0.2149441500,0.8422820105,premium
JuQ9TAROpsL,"PhDr. Miloš Kocúr - BKM Consulting","3-room apartment",apartment,"fully renovated","okres Čadca",Centrum,1,2,1797.30,1582.475000,0.1357525395,-0.1545623997,average
JuPAGeZeFHi,"FINREA - ak vám záleží na výsledku","2-room apartment",apartment,unrenovated,"okres Dolný Kubín",Brezovec,1,3,2181.18,2106.426667,0.0354882200,-0.0133200384,average
JuI7RPoOfX3,"Reality IQ, s.r.o.","3-room apartment",apartment,"partially renovated","okres Čadca",Stred,2,3,1798.42,1877.983333,-0.0423663680,-0.1367068093,average
JuEvHi31Kuc,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,9,2708.33,3410.800000,-0.2059546148,0.2523570386,expensive
JuUPYByvH-3,"KORSO Project, s.r.o.","4-room apartment",apartment,"new construction","okres Žilina","Staré mesto",3,7,3828.28,3508.330000,0.0911972363,0.2523570386,expensive
Jukzit6pFoZ,"Constario REALTY s.r.o.","2-room apartment",apartment,"fully renovated","okres Martin",Stred,1,8,2711.36,2590.823750,0.0465242956,0.1938109699,expensive
JuNO1HdGb3E,"Buby reality, s.r.o.","2-room apartment",apartment,"fully renovated","okres Martin",Stred,1,8,3054.55,2590.823750,0.1789879570,0.1938109699,expensive
JudIm98MNcc,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,5,2549.28,2883.514000,-0.1159120434,0.3903450643,expensive
Ju8T6cE3M46O,"ARCHEUS Partners a.s.","2-room apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,3,3330.77,3702.066667,-0.1002944302,-0.0751349586,average
JuAFSeapxAr,"ODEKO manažment s.r.o.","4-room apartment",apartment,"new construction","okres Žilina",Hájik,1,3,3049.00,2623.350000,0.1622543694,0.0543141680,average
JucEibGbMaV,"RK SPIRIT s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,3,11,3303.80,4467.148182,-0.2604230114,0.3687411694,expensive
Ju1KgFqJaOR,"REALITY FAIR","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Malé Borové",1,7,2458.14,3233.665714,-0.2398286597,-0.2016382432,average
Ju7pt9GBh0f,"Reality Alpia","4-room apartment",apartment,"partially renovated","okres Martin",Ľadoveň,1,2,2349.40,2269.375000,0.0352630129,-0.0500191564,average
JuTcgjCG15n,"B10 Slovensko, a. s.","2-room apartment",apartment,"partially renovated","okres Žilina",Hájik,1,3,3200.00,2900.353333,0.1033138492,0.0543141680,average
JuwnuvEmJ5E,"RK Dalmia s. r. o.","3-room apartment",apartment,"new construction","okres Námestovo",Zubrohlava,1,2,2570.65,2012.825000,0.2771353694,-0.4719670082,cheap
Juq7WGTR85M,"HD reality group s.r.o","2-room apartment",apartment,"partially renovated","okres Tvrdošín",Trstená,1,2,1984.00,1992.000000,-0.0040160643,-0.1022729935,average
JuLSY56QzCa,"Reality ASTORIA, s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin","Horné Vrútky",1,6,1764.59,1730.700000,0.0195816722,-0.1079089088,average
JuuKGKckyxy,"Reality MT s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin","Horné Vrútky",1,6,1911.76,1730.700000,0.1046166291,-0.1079089088,average
JupVQ9BHiZG,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,2692.31,2579.510000,0.0437292354,0.1148469549,expensive
Juwwl8fsexY,"Top Real Košice s.r.o.","holiday apartment",apartment,"fully renovated","okres Ružomberok",Hrabovo,1,4,3012.26,3120.340000,-0.0346372511,-0.0751349586,average
JudjVeywOJE,"AstonReal s.r.o.","2-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,1964.91,1981.350000,-0.0082973730,-0.0770857584,average
Juc7SyZSucw0,"United Professionals s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,5972.22,5609.228333,0.0647132984,0.8422820105,premium
Ju4uaW2Y4yL,"DLUGO reality","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,6725.45,5609.228333,0.1989973666,0.8422820105,premium
JuJeYUPavsEk,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,7804.88,5609.228333,0.3914356016,0.8422820105,premium
JuQ4A208KjZ,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,7160.49,5609.228333,0.2765552719,0.8422820105,premium
JuFzBbUk-Xv,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6402.44,5609.228333,0.1414119055,0.8422820105,premium
JuRBfIzNbvG,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6992.71,5609.228333,0.2466438492,0.8422820105,premium
JumCrfhYhfV,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,5480.77,5609.228333,-0.0229012487,0.8422820105,premium
JuKdeWhe2o7,Limaxreal,"holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,4736.84,5609.228333,-0.1555273348,0.8422820105,premium
Ju0Ee02A6Iy,"HMS Services, a. s.","2-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,10,3514.10,3595.462000,-0.0226290808,0.3903450643,expensive
Ju5SD8mmuUt,"Financial Hotels Management, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",2,8,4006.94,3751.466250,0.0680997063,0.2523570386,expensive
JuCzDBx82gn,"BeMi realitná kancelária","2-room apartment",apartment,"partially renovated","okres Ružomberok","Staré mesto",1,2,2048.56,2154.175000,-0.0490280502,-0.1477842693,average
Ju0CrnhCGrs,"MGM reality","4-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,3,2076.88,2360.743333,-0.1202432001,0.2523570386,expensive
JuCSthEMyi8,"R2 SK, s.r.o.","4-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,3,2488.11,2360.743333,0.0539519334,0.2523570386,expensive
JuF5xNSQO5x,"BeMi realitná kancelária","1-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,3,2552.63,2431.283333,0.0499105412,-0.0922307487,average
Ju8ym9e1pKJ,"1. Reality Rent, s.r.o.","1-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,3,2400.00,2431.283333,-0.0128670043,-0.0922307487,average
JuGfQvKSzkr,"Reality Center, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin",Záturčie,1,4,1551.32,1655.357500,-0.0628489616,-0.1261345316,average
Juip-IYlQVA,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Záturčie,1,4,1500.00,1655.357500,-0.0938513282,-0.1261345316,average
JuAZvxGvcMl,"Realitné kancelárie SR","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,2800.00,2789.291667,0.0038390869,0.2523570386,expensive
JuWIHesej0g,"MGM reality","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,2228.57,2789.291667,-0.2010265451,0.2523570386,expensive
Ju0XKwDGI6a,"STAREA, s. r. o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,2257.73,2789.291667,-0.1905722780,0.2523570386,expensive
JuudHQ4gWHh,"EASY centrum bývania, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,3829.55,2789.291667,0.3729471340,0.2523570386,expensive
Juc4p__s1-a,"Realitné kancelárie SR","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,2800.00,2789.291667,0.0038390869,0.2523570386,expensive
Ju6LKRO0_U9,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,3296.30,2789.291667,0.1817695650,0.2523570386,expensive
JuhRFtZO6yy,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,2892.31,2789.291667,0.0369335105,0.2523570386,expensive
JujhD3lGKSF,"JKV REAL","2-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2544.78,2931.480000,-0.1319128904,0.3903450643,expensive
JuhS9MQTC4v,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2549.28,2931.480000,-0.1303778296,0.3903450643,expensive
JuOBBX6-RMz,"TARGETreal s. r. o.","2-room apartment",apartment,"new construction","okres Martin",Stred,1,6,2500.00,2769.700000,-0.0973751670,0.1938109699,expensive
JueB0gAOmwn,"B10 Slovensko, a. s.","2-room apartment",apartment,"partially renovated","okres Žilina",Hliny,1,5,2734.38,2605.696000,0.0493856536,0.1148469549,expensive
JuU_yP2Leq5,"ROMDOM, s. r. o","2-room apartment",apartment,"partially renovated","okres Žilina",Hliny,2,5,2428.57,2605.696000,-0.0679764639,0.1148469549,expensive
Juuzq73KdvI,"ROMDOM, s. r. o","2-room apartment",apartment,"partially renovated","okres Žilina",Hliny,2,5,2338.24,2605.696000,-0.1026428256,0.1148469549,expensive
JuA6AvNGWkt,"XEMAR realitná spoločnosť s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",1,9,2222.42,2172.504444,0.0229760432,0.0192597764,average
Ju7k48dIljM,"HALO reality, s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,9,2292.31,2172.504444,0.0551462881,0.0192597764,average
JudGtDjR-sv,"HALO reality, s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,9,2075.95,2172.504444,-0.0444438419,0.0192597764,average
JuqLWeKD7Wh,liptoreal,"2-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš",Podbreziny,1,3,2200.00,2122.606667,0.0364614576,0.1311195283,expensive
JuxCreRo0qw,"Financial Hotels Management, s.r.o.","1-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,14,4359.09,4092.061429,0.0652552694,0.2523570386,expensive
JuSXCvc_TgO,"Realitná kancelária","2-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,3281.21,3414.465000,-0.0390266118,0.0543141680,average
JuL6Lg1QL2c,"Realitná kancelária","2-room apartment",apartment,"partially renovated","okres Martin",Priekopa,1,3,2068.97,1915.433333,0.0801576669,0.5581583932,premium
JuZJo0wlRRU,donidDevelop,"1-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",1,2,2927.59,2853.905000,0.0258190094,-0.1923099166,average
Ju0lAAcuMC-,"B10 Slovensko, a. s.","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,3349.90,2835.822000,0.1812800662,0.2523570386,expensive
JuvUgr_LkF7,"Bosen Group s.r.o.","3-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",1,2,3527.51,2990.960000,0.1793905636,0.1723179955,expensive
JuB0hydoQt_,"ADOMOS REAL s.r.o.","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,4,2088.61,2345.485000,-0.1095189268,0.0192597764,average
JukyEz3oR2iD,"Direct Real, spol. s r.o.","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,4,2103.51,2345.485000,-0.1031662961,0.0192597764,average
JujnVWbv0Ea,"Reality Simply","3-room apartment",apartment,unrenovated,"okres Martin","Horné Vrútky",1,2,1517.65,1640.590000,-0.0749364558,-0.1079089088,average
Juz4W9SDfoY,"RENOME REAL","2-room apartment",apartment,"partially renovated","okres Žilina",Solinky,1,3,2980.00,3171.620000,-0.0604170739,0.2478511254,expensive
Ju0_qpYyImE,"KA Real","1-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,4,3228.62,2357.472500,0.3695260496,0.0192597764,average
JuzOH2MtpxX,"NajBývanie, s.r.o.","2-room apartment",apartment,"fully renovated","okres Martin",Sever,1,3,1937.50,2186.276667,-0.1137901121,-0.0770857584,average
Juo8hsv1xWR,"Realitné kancelárie SR","holiday apartment",apartment,"new construction","okres Martin",Valča,2,3,2235.08,3121.503333,-0.2839732137,-0.1600821041,average
Ju_IKpLJHsv,"OREA, s.r.o.","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,1,6,4677.42,3848.946667,0.2152467687,0.1639579970,expensive
JukBksFoVDN,"Domovia s. r. o.","holiday apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,5,3023.81,3345.338000,-0.0961122613,-0.0751349586,average
JuzSVrg19-5,"OREA, s.r.o.","3-room apartment",apartment,"new construction","okres Dolný Kubín",Stred,2,4,3100.00,2949.377500,0.0510692511,-0.0526228776,average
JuUaKO5dYge,"OREA, s.r.o.","3-room apartment",apartment,"new construction","okres Dolný Kubín",Stred,2,4,3071.08,2949.377500,0.0412637921,-0.0526228776,average
Ju8gkOV9Ua-,"RK SPIRIT s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,2,7,3960.40,3519.351429,0.1253209803,0.1639579970,expensive
JunNE3gm3lK,"RK SPIRIT s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,2,7,3470.59,3519.351429,-0.0138552316,0.1639579970,expensive
JuxqWwCd3Bc,"Reality Alpia","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,1,7,3547.62,3519.351429,0.0080323240,0.1639579970,expensive
JulVRQnK87Q,"BeMi realitná kancelária","3-room apartment",apartment,"partially renovated","okres Čadca",Kyčerka,1,2,1837.50,2025.675000,-0.0928949609,-0.1622971331,average
JuFa19Ow0Dt,"Felicita Real s. r. o.","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,1885.96,1915.233333,-0.0152844734,0.1938109699,expensive
Juf6pNtbqh1,"RE/MAX Slovakia","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,2125.00,1915.233333,0.1095253844,0.1938109699,expensive
JuqQMoNXFYc,"Reality Center, s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,1885.96,1915.233333,-0.0152844734,0.1938109699,expensive
Ju9UkKAGv88,"Realitná kancelária RED, s.r.o.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,6,2863.64,3105.326667,-0.0778297078,0.3903450643,expensive
Julb0pINzt_,"Piata Avenue","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,6,2863.64,3105.326667,-0.0778297078,0.3903450643,expensive
JuMCWySZsct,"Reinoo a.s.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,2,6,4279.23,3105.326667,0.3780289351,0.3903450643,expensive
JugCrJ6aqt6,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",2,6,4698.58,5274.893333,-0.1092559217,0.8422820105,premium
JuRMVAMTIbE,"RexDeco s.r.o.","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,6,6066.67,5274.893333,0.1501028774,0.8422820105,premium
JuiS9BjPEIo,"HD reality group s.r.o","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,6,4841.71,5274.893333,-0.0821217237,0.8422820105,premium
JuunJga2z_k,"RE/MAX Slovakia","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,6,5555.56,5274.893333,0.0532080270,0.8422820105,premium
JugsT-r1Fjq,"RECLOUD Reality a.s.","studio apartment",apartment,unrenovated,"okres Martin",Sever,1,2,3080.00,3080.000000,0.0000000000,-0.0770857584,average
JulrtoBvNUl,"MGM reality","4-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2709.26,2507.260000,0.0805660362,0.3903450643,expensive
JuX6bDcbxKm,"Reality ASTORIA, s.r.o.","3-room apartment",apartment,"new construction","okres Martin",Stred,1,4,3173.02,2616.540000,0.2126778112,0.1938109699,expensive
JuRHCARxbUa,"Buby reality, s.r.o.","3-room apartment",apartment,"new construction","okres Martin",Stred,2,4,2662.90,2616.540000,0.0177180551,0.1938109699,expensive
JuCqI77KeMc,"Reality MT s.r.o.","2-room apartment",apartment,"partially renovated","okres Martin",Turany,1,2,1875.00,1875.000000,0.0000000000,-0.3267598337,cheap
JulLkJwhVa1,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,2013.43,2039.956667,-0.0130035444,-0.0770857584,average
Ju7Y_BuXfpd,"Reality Center, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,2043.94,2039.956667,0.0019526557,-0.0770857584,average
Ju0vPaBxKXU,"RESIDENCE realitná kancelária","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2691.43,2879.096667,-0.0651824821,0.0183786455,average
JuFDFNeJqxq,"Reality D.P.A.","3-room apartment",apartment,"fully renovated","okres Martin",Ľadoveň,1,2,2434.78,2472.775000,-0.0153653284,-0.0500191564,average
JuHXoN0ryfa,"MGM reality","3-room apartment",apartment,unrenovated,"okres Žilina",Vlčince,1,3,3127.91,2566.063333,0.2189527670,0.3903450643,expensive
JuzYHHeYN5Y,"Safe reality s. r. o.","3-room apartment",apartment,unrenovated,"okres Žilina",Vlčince,1,3,2071.95,2566.063333,-0.1925569516,0.3903450643,expensive
JuP28alhfCi,"B10 Slovensko, a. s.","3-room apartment",apartment,"fully renovated","okres Žilina",Hliny,1,3,2834.33,3489.726667,-0.1878074501,0.1148469549,expensive
JuWE0lIaFPD,"TUreality s.r.o.","3-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,3000.00,2365.402500,0.2682830935,0.1148469549,expensive
JuG5b3bSJJl,"LIF REAL","2-room apartment",apartment,"fully renovated","okres Martin",Podháj,1,2,2226.42,2291.175000,-0.0282627909,-0.0565874862,average
Jutms5kvMoG,"TUreality s.r.o.","4-room apartment",apartment,"fully renovated","okres Martin",Stred,1,3,2285.71,2389.036667,-0.0432503479,0.1938109699,expensive
