offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index,area_price_index,area_category
JurPtkmJGHM,"StorkReal s. r. o.","small plot",land,NULL,"okres Žilina",Trnové,1,5,430.33,306.140000,0.4056640753,0.4033710286,premium
JuP8rlC8Xco,"ATP stavby s.r.o.","small plot",land,NULL,"okres Žilina",Trnové,1,5,430.33,306.140000,0.4056640753,0.4033710286,premium
JuXhVixLVGG,"Real Estate Group4U","standard plot",land,NULL,"okres Žilina","Lietavská Svinná-Babkov",1,5,241.80,141.444000,0.7095104776,0.0175395213,average
JuIGtLwLscT,Limaxreal,"standard plot",land,NULL,"okres Liptovský Mikuláš",Stošice,1,3,62.30,119.300000,-0.4777870914,-0.0247534358,average
JuVnYv0MGhb,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov",1,4,49.00,46.877500,0.0452775852,-0.0528494707,average
JuxTRMglx-W,"BeMi realitná kancelária","large plot",land,NULL,"okres Čadca",Raková,1,8,26.00,54.851250,-0.5259907477,-0.2205749760,average
JudmThIv8pi,"Realitné kancelárie SR","small plot",land,NULL,"okres Žilina",Zbyňov,1,3,169.35,99.783333,0.6971772230,0.2098321937,expensive
Juht1btctzZ,"JPE. Reality - Jozef Pajer","standard plot",land,NULL,"okres Čadca",Predmier,1,4,86.99,50.667500,0.7168796566,-0.4294880499,cheap
JuUul__8DQL,"Realitné kancelárie SR","large plot",land,NULL,"okres Martin",Laskár,1,2,68.00,68.000000,0.0000000000,-0.3342035163,cheap
Ju4f4j-Yy0S,"WFG reality, s.r.o.","standard plot",land,NULL,"okres Žilina",Trnové,1,7,200.00,145.131429,0.3780612606,0.4033710286,premium
Ju21Xr2V_AF,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina",Trnové,1,7,77.87,145.131429,-0.4634518482,0.4033710286,premium
Juye6i7s5GK,"RS Mansory s.r.o.","small plot",land,NULL,"okres Čadca",Oščadnica,1,7,135.24,89.798571,0.5060373288,-0.2204248485,average
JujKWinPkki,"TRI LIPY, s. r. o.","small plot",land,NULL,"okres Čadca",Oščadnica,1,7,102.09,89.798571,0.1368777795,-0.2204248485,average
JutLp8axckym,"Realitné kancelárie SR","large plot",land,NULL,"okres Čadca",Oščadnica,1,6,8.00,34.530000,-0.7683174052,-0.2204248485,average
Ju_1W8VjrZV,"BeMi realitná kancelária","standard plot",land,NULL,"okres Žilina",Bitarová,1,6,125.54,154.900000,-0.1895416398,0.0902103437,average
Juvwo3yus2z,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina",Bitarová,1,6,125.54,154.900000,-0.1895416398,0.0902103437,average
Juvdw9xd7yr,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina",Varín,1,4,149.63,129.615000,0.1544188558,-0.0174866874,average
JuYP7ILQfhI,"Reality Alpia","standard plot",land,NULL,"okres Žilina",Varín,1,4,45.89,129.615000,-0.6459514717,-0.0174866874,average
Jus2h_zTLaE,"Vivid House s. r. o.","large plot",land,NULL,"okres Liptovský Mikuláš","Svätý Kríž",1,2,44.22,44.220000,0.0000000000,0.1101855587,expensive
JuwpErO1oQo,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Martin","Karvaša a Bláhovca",1,5,187.05,131.582000,0.4215470201,-0.1199430995,average
Ju8BkkuvGLX,"Real Estate Group4U","large plot",land,NULL,"okres Žilina",Ovčiarsko,1,6,392.55,129.943333,2.0209322090,-0.0235273024,average
JuxrV_XvqkB,"House Real Žilina","large plot",land,NULL,"okres Žilina",Ovčiarsko,1,6,60.19,129.943333,-0.5367980903,-0.0235273024,average
JuafO7D1C5y,"BEŇO REALITY","standard plot",land,NULL,"okres Liptovský Mikuláš",Jamník,1,5,119.00,105.986000,0.1227898024,-0.0462433293,average
JubO9HcP4C7,Limaxreal,"small plot",land,NULL,"okres Liptovský Mikuláš",Podtureň,1,5,123.00,123.000000,0.0000000000,0.4129810808,premium
JufStanr4w4,"Direct Real, spol. s r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podtureň,1,5,123.00,123.000000,0.0000000000,0.4129810808,premium
JuJ2_wybbaK,"ETHOS reality, s. r. o.","standard plot",land,NULL,"okres Žilina","Žilinská Lehota",1,2,100.00,242.690000,-0.5879517079,0.3631516130,expensive
JuPzrcI9eBw,"Realitné kancelárie SR","large plot",land,NULL,"okres Martin",Turany,1,2,37.75,42.295000,-0.1074595106,-0.3267598337,cheap
JutdkjPNxRS,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Žilina",Rosina,2,5,253.62,238.928000,0.0614913279,0.2682717788,expensive
Ju5vA5Uv4Dw,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Žilina",Rosina,2,5,254.36,238.928000,0.0645884953,0.2682717788,expensive
JulIpxSm_gw,"RES GROUP, s.r.o.","standard plot",land,NULL,"okres Dolný Kubín","Vyšný Kubín",1,4,96.00,140.072500,-0.3146406325,0.3714673230,expensive
Ju3Z449GlG4T,"Romantické Chalupy, s.r.o.","standard plot",land,NULL,"okres Ružomberok","Liptovská Osada",1,2,111.56,113.920000,-0.0207162921,0.1583447533,expensive
JuAZ6fgfjuZ,"AnReal s. r. o.","large plot",land,NULL,"okres Čadca",Čierne,1,2,54.00,72.940000,-0.2596654785,-0.2022996181,average
Ju8TQv-MjJF,"B10 Slovensko, a. s.","standard plot",land,NULL,"okres Martin",Stráne,1,2,0.00,110.000000,-1.0000000000,-0.0089918347,average
JuyZQBxrqQr,"Realitná kancelária","small plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,1,3,120.00,127.693333,-0.0602485096,0.0388107773,average
JuzjY-k3id9,"Realitná kancelária","small plot",land,NULL,"okres Žilina",Turie,1,2,73.00,116.500000,-0.3733905579,0.4268231895,premium
JuJf2fmgFtM,"REALITY SPOLU","standard plot",land,NULL,"okres Martin",Valča,1,3,62.42,79.140000,-0.2112711650,-0.1600821041,average
JuMK_ZB-5jG,"Reality MT s.r.o.","standard plot",land,NULL,"okres Martin",Valča,1,3,100.00,79.140000,0.2635835229,-0.1600821041,average
JuR6b65HC4k,"1. Reality Rent, s.r.o.","small plot",land,NULL,"okres Čadca",Skalité,1,9,79.00,78.888889,0.0014084493,-0.3596686534,cheap
JunMP_jTjvX,"WFG reality, s.r.o.","large plot",land,NULL,"okres Kysucké Nové Mesto",Rudina,1,3,89.21,79.050000,0.1285262492,0.4065340905,premium
Juq3D1w-q7E,"Reality ASTORIA, s.r.o.","large plot",land,NULL,"okres Martin",Belá-Dulice,1,3,60.00,69.000000,-0.1304347826,-0.2562006508,cheap
JuAgx4tBYzv,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Čadca",Staškov,1,3,27.00,23.903333,0.1295495904,-0.2298083208,average
JulYy4ldFQa1,"Safe reality s. r. o.","small plot",land,NULL,"okres Žilina",Bitarová,1,2,130.00,154.715000,-0.1597453382,0.0902103437,average
JuDFS7ZcUKC,"AP REAL, s.r.o.","standard plot",land,NULL,"okres Čadca",Makov,1,5,29.00,52.086000,-0.4432285067,-0.4327340235,cheap
Ju_mTTZVoJx,"DreamReality s.r.o.","standard plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,4,98.28,95.720000,0.0267446720,-0.1893508163,average
JuGRHQWEm6t,"Real Estate Group4U","standard plot",land,NULL,"okres Žilina",Divina,1,2,259.56,194.965000,0.3313158772,0.1627983608,expensive
JudMigoHhfK,"TUreality s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,90.00,75.252000,0.1959815022,-0.0351732627,average
Junb65_vEvr,"Safe reality s. r. o.","large plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,3,53.27,65.560000,-0.1874618670,-0.1893508163,average
JuGs0JNeT94,"TARGETreal s. r. o.","extra large plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Anna",1,2,100.00,100.000000,0.0000000000,-0.0478131170,average
JuNiupBfJ_W,"Trioreality, s.r.o.","standard plot",land,NULL,"okres Čadca",Oščadnica,1,3,110.00,85.423333,0.2877043793,-0.2204248485,average
Ju7pU7Ouw32,"RECLOUD Reality a.s.","standard plot",land,NULL,"okres Čadca",Korňa,1,3,25.06,27.493333,-0.0885062935,-0.4515324548,cheap
JusTHrdS9S-,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Korňa,1,3,33.08,27.493333,0.2032007905,-0.4515324548,cheap
JuyY6pWleh8,"BALAŽI REAL ESTATE s.r.o.","standard plot",land,NULL,"okres Martin","Košťany nad Turcom",1,2,124.25,102.995000,0.2063692412,-0.0830285942,average
JuscZOsY1gt,"Safe reality s. r. o.","standard plot",land,NULL,"okres Čadca",Staškov,1,5,55.56,54.130000,0.0264178829,-0.2298083208,average
JuvZDfX9h0j,"HOLESTIAK.sk reality s.r.o.","standard plot",land,NULL,"okres Čadca",Staškov,1,5,82.00,54.130000,0.5148716054,-0.2298083208,average
JupHBupprCN,"Vianema s.r.o.","extra large plot",land,NULL,"okres Bytča","Veľké Rovné",1,2,30.27,42.635000,-0.2900199367,-0.0994985255,average
JufNsLwTyrG,"Piata Avenue","extra large plot",land,NULL,"okres Martin",Tomčany,1,2,57.40,58.700000,-0.0221465077,0.0676942205,average
JuOPdmvhEwO,"B10 Slovensko, a. s.","small plot",land,NULL,"okres Martin",Necpaly,1,2,108.48,101.020000,0.0738467630,-0.2527163798,cheap
JuMkkypcseP,"Pro Real, s. r. o. realitná kancelária","standard plot",land,NULL,"okres Kysucké Nové Mesto",Suľkov,1,2,117.65,119.235000,-0.0132930767,-0.0975843592,average
JuUM9axhhyU,"Realitné kancelárie SR","large plot",land,NULL,"okres Žilina","Lietavská Svinná-Babkov",1,2,77.58,98.790000,-0.2146978439,0.0175395213,average
Ju_yHqt6C9a,"BEŇO REALITY","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,1,6,198.14,186.811667,0.0606403935,0.1311195283,expensive
JuN4Ko5MTcJ,"Direct Real, spol. s r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,1,6,159.43,186.811667,-0.1465736452,0.1311195283,expensive
Ju7IL3wpb9W,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,1,7,60.19,74.402857,-0.1910256887,-0.2205749760,average
JuRt0myx8AI,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,1,7,99.90,74.402857,0.3426903755,-0.2205749760,average
JutxQo51THJ,"KUBALA REALITY, s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,1,7,60.00,74.402857,-0.1935793541,-0.2205749760,average
JuTNX1DN12b,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Žilina",Kľače,1,3,50.00,76.680000,-0.3479394888,-0.2851695635,cheap
JuK4j_sbxpH,"StorkReal s. r. o.","standard plot",land,NULL,"okres Žilina",Kľače,1,3,70.04,76.680000,-0.0865936359,-0.2851695635,cheap
Ju9A78TekYt,"IDEÁLNE BÝVANIE, s.r.o.","standard plot",land,NULL,"okres Bytča","Veľké Rovné",1,3,61.82,47.286667,0.3073452608,-0.0994985255,average
JuGjSvB2SWb,"B10 Slovensko, a. s.","small plot",land,NULL,"okres Žilina",Višňové,1,3,196.00,181.473333,0.0800484940,0.2264074791,expensive
JuS4rgPD6x3,"ROMDOM, s. r. o","large plot",land,NULL,"okres Kysucké Nové Mesto",Nesluša,1,2,20.00,10.000000,1.0000000000,-0.4214795269,cheap
JufFFiGUtxN,"RESIDENCE realitná kancelária","large plot",land,NULL,"okres Liptovský Mikuláš",Vitálišovce,2,4,164.84,197.975000,-0.1673696174,0.9383979245,premium
JuWW4q9AnNy,"RESIDENCE realitná kancelária","large plot",land,NULL,"okres Liptovský Mikuláš",Vitálišovce,2,4,187.06,197.975000,-0.0551332239,0.9383979245,premium
Ju81LTbk2gV,"Real Estate Group4U","standard plot",land,NULL,"okres Bytča",Jablonové,1,3,381.82,234.346667,0.6292956281,1.2945174538,premium
Ju-AMIyF1en,"Nové bývanie","standard plot",land,NULL,"okres Bytča",Jablonové,1,3,163.64,234.346667,-0.3017182532,1.2945174538,premium
Ju4W-q9O29Z,"Vianema s.r.o.","standard plot",land,NULL,"okres Bytča",Predmier,1,2,75.00,78.250000,-0.0415335463,-0.3744450390,cheap
JuSx0xp8txp,"Realitná kancelária","large plot",land,NULL,"okres Martin","Turčianske Kľačany",1,2,47.89,56.155000,-0.1471819072,0.1147714104,expensive
JuHjqfxC4fX,"Mamud Reality s. r. o.","large plot",land,NULL,"okres Žilina",Bitarová,1,2,88.00,107.875000,-0.1842410197,0.0902103437,average
JuhqDcjNAJB,"Reality Alpia","large plot",land,NULL,"okres Dolný Kubín",Žaškov,1,2,64.77,75.765000,-0.1451197783,-0.2810132310,cheap
JutIg8nIDtY,"B10 Slovensko, a. s.","standard plot",land,NULL,"okres Martin","Kláštor pod Znievom",1,3,81.46,89.750000,-0.0923676880,-0.1227246646,average
JuUJvcqmSGz,"Realitná kancelária","standard plot",land,NULL,"okres Martin",Príbovce,1,2,88.24,88.240000,0.0000000000,-0.3239290168,cheap
Ju4g9YHwdlx,"StorkReal s. r. o.","standard plot",land,NULL,"okres Žilina",Zbyňov,1,2,80.00,90.000000,-0.1111111111,0.2098321937,expensive
JuKY6m4zwWy,"ROMDOM, s. r. o","standard plot",land,NULL,"okres Žilina","Teplička nad Váhom",1,2,267.18,315.470000,-0.1530731924,0.4891075647,premium
JuDPVSkdjbb,"Safe reality s. r. o.","standard plot",land,NULL,"okres Bytča",Kotešová,1,2,123.07,93.180000,0.3207769908,0.1647563028,expensive
JuNyZWoxw0A,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Martin","Turčiansky Peter",1,2,106.27,105.635000,0.0060112652,0.1415844401,expensive
JuvJszhFBaP,"Real Reality Development s.r.o.","large plot",land,NULL,"okres Turčianske Teplice",Mošovce,1,2,45.19,53.590000,-0.1567456615,-0.2970508266,cheap
JuaAqZtT-Nl,"Reality ASTORIA, s.r.o.","standard plot",land,NULL,"okres Martin","Dolné Vrútky",1,2,113.00,108.295000,0.0434461425,0.0727138907,average
JugiMieeEs_,"RECLOUD Reality a.s.","standard plot",land,NULL,"okres Martin","Dolné Vrútky",1,2,103.59,108.295000,-0.0434461425,0.0727138907,average
JutbpFV_5ly,"Reality AK, spol. s r.o.","standard plot",land,NULL,"okres Martin",Lipovec,1,2,100.00,131.505000,-0.2395726398,-0.0659684512,average
JuWPMQs-4VM,"Real Reality Development s.r.o.","standard plot",land,NULL,"okres Martin",Lipovec,1,2,163.01,131.505000,0.2395726398,-0.0659684512,average
JuL88g5odPF,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Čadca",Rieka,1,2,99.00,62.000000,0.5967741935,-0.3545781653,cheap
Jur2dnOd-h4,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Rieka,1,2,25.00,62.000000,-0.5967741935,-0.3545781653,cheap
Ju0fo_oieoh,"RECLOUD Reality a.s.","large plot",land,NULL,"okres Čadca",Korňa,1,2,24.91,24.455000,0.0186056021,-0.4515324548,cheap
JuaD2PNZ2ay,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Čadca",Korňa,1,2,24.00,24.455000,-0.0186056021,-0.4515324548,cheap
JuCeJvEPD_0,"Real Estate Group4U","standard plot",land,NULL,"okres Žilina",Lietava,1,2,361.50,200.145000,0.8061905119,-0.2952100056,cheap
Ju7iSwFbAaJ,"RE/MAX Slovakia","standard plot",land,NULL,"okres Žilina",Lietava,1,2,38.79,200.145000,-0.8061905119,-0.2952100056,cheap
JuDEvr7ONsp,"RS Mansory s.r.o.","large plot",land,NULL,"okres Žilina","Dolný Hričov",1,2,85.00,80.000000,0.0625000000,-0.0425601036,average
JujdKV83oGm,"Realitné kancelárie SR","large plot",land,NULL,"okres Žilina","Dolný Hričov",1,2,75.00,80.000000,-0.0625000000,-0.0425601036,average
