offer_id,property_type,area,terrain,price_m2,location_district,location_city,location_area,agency,office_city
Juy9B79A4J4,land,851,NULL,73.41,"okres Turčianske Teplice",Jazernica,Jazernica,"Realitné kancelárie SR",Bratislava
Jufbp419kLn,land,838,NULL,220.64,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves",NULL,NULL
JuoM1a2vfjr,land,961,flat,82.00,"okres Čadca",Čadca,Kyčerka,"1. Reality Rent, s.r.o.",Žilina
JuCX6DjrhAx,land,486,"mostly flat",99.00,"okres Liptovský Mikuláš",Kvačany,Kvačany,"Realitná kancelária",Bratislava
Ju3m-dUNJYI,land,12891,"gently sloped",15.17,"okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce","bezmaklérov, s.r.o.",Žilina
JuaWAXYq8CN,land,7321,sloped,30.00,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov","B10 Slovensko, a. s.",Žilina
JuAOp73hEtJ,land,5691,NULL,15.81,"okres Turčianske Teplice",Bodorová,Bodorová,"TARGETreal s. r. o.",Žilina
Juml9ZbpWBM,land,886,other,169.07,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
JuoqzBB_9Ic,land,708,"gently sloped",98.87,"okres Dolný Kubín",Párnica,Párnica,donidDevelop,"Dolný Kubín"
JuLeQIMuEoJ,land,1460,NULL,61.99,"okres Turčianske Teplice",Mošovce,Mošovce,"Vianema s.r.o.",Bratislava
JuvLJIIUOfY,land,596,NULL,100.67,"okres Liptovský Mikuláš",Lazisko,Lazisko,"Direct Real, spol. s r.o.",Bratislava
Ju3PLVbW63-,land,1501,NULL,85.00,"okres Dolný Kubín",Veličná,Veličná,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Jup1kPgQpEa,land,825,NULL,NULL,"okres Žilina",Lietava,Lietava,"BeMi realitná kancelária",Nitra
JuVYqJ0JX1k,land,NULL,NULL,NULL,"okres Žilina",Žilina,Budatín,"Reality Alpia",Martin
JuOOdwBZpnq,land,1132,sloped,48.00,"okres Dolný Kubín",Pribiš,Pribiš,"OREA, s.r.o.","Dolný Kubín"
JuFHiiWQjoz,land,803,"gently sloped",NULL,"okres Žilina","Veľká Čierna","Veľká Čierna","StorkReal s. r. o.","Rajecká Lesná"
JuxCQhpzaPp,land,823,flat,NULL,"okres Martin",Trnovo,Trnovo,"JMB REALITY s.r.o.",Ľubietová
Ju2vqxn_y5h,land,3256,"gently sloped",49.90,"okres Čadca",Skalité,Skalité,"1. Reality Rent, s.r.o.",Žilina
JuVQc2LdTTG,land,1625,NULL,95.02,"okres Martin",Sučany,Sučany,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuUUpLR6AWM,land,761,NULL,116.95,"okres Žilina","Dolná Tižina","Dolná Tižina",NULL,NULL
Juod5b-P5x2,land,810,"gently sloped",558.64,"okres Žilina",Žilina,Budatín,"Real Estate Group4U","Považská Bystrica"
Julqx-OsWd4,land,2873,sloped,23.67,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuNDmq9QqWV,land,628,flat,173.41,"okres Liptovský Mikuláš",Východná,Východná,"HALO reality, s.r.o.",Prievidza
JuAW0SJGZe9,land,968,NULL,NULL,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","RS Mansory s.r.o.",Bratislava
JuL1tbUXhpj,land,889,"gently sloped",28.12,"okres Kysucké Nové Mesto",Lodno,Lodno,"WFG reality, s.r.o.",Žilina
Ju55_tGfxfr,land,1022,"gently sloped",150.00,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"KRUPPKY, s.r.o.","Liptovský Mikuláš"
Juv_OE5QhUq,land,609,sloped,196.72,"okres Žilina",Terchová,Terchová,"EASY centrum bývania, s.r.o.",Žilina
Ju68Dykgvdc,land,3095,"gently sloped",0.03,"okres Žilina","Dolná Tižina","Dolná Tižina","TUreality s.r.o.",Žilina
Ju8oY2HaCv1,land,NULL,NULL,NULL,"okres Martin",Martin,Jahodníky,"Reality Alpia",Martin
JuRanZisa5Z,land,NULL,NULL,NULL,"okres Žilina",Marčk,Marčk,"MGM reality",Žilina
Juz-5oPyoQW,land,NULL,NULL,NULL,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
Ju0UmYe9Px-,land,3590,NULL,18.00,"okres Čadca",Staškov,Staškov,"BeMi realitná kancelária",Nitra
JuDwRiMatNB,land,2269,flat,120.00,"okres Martin",Sklabiňa,Sklabiňa,"ALT REAL, s.r.o.",Martin
JugG3vyzxv0,land,2285,"gently sloped",24.03,"okres Martin","Turčianska Štiavnička","Turčianska Štiavnička","Reality Center, s.r.o.",Martin
Ju5LTX3e1H6,land,403,NULL,126.55,"okres Čadca",Oščadnica,Oščadnica,"BeMi realitná kancelária",Nitra
JuMxwj9KkkZ,land,11368,other,87.09,"okres Námestovo","Oravská Jasenica","Oravská Jasenica","RE/MAX Slovakia",Bratislava
JuicyD7lpub,land,823,sloped,108.75,"okres Žilina",Žilina,Budatín,"EASY centrum bývania, s.r.o.",Žilina
JubcbkupV-K,land,614,flat,146.56,"okres Bytča",Bytča,"Bytča - sever","Reality IQ, s.r.o.",Žilina
Ju4Q_gSlKhh,land,NULL,NULL,85.00,"okres Žilina",Kľače,Kľače,"Realitné kancelárie SR",Bratislava
JuQ9QuExnST,land,2884,NULL,65.00,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuSwT_XLgPV,land,20000,flat,11.00,"okres Ružomberok",Ružomberok,"Revúcka dolina","PhDr. Miloš Kocúr - BKM Consulting",Skalité
JuD1-Yw-h6R,land,550,NULL,163.45,"okres Žilina","Dolná Tižina","Dolná Tižina",NULL,NULL
JuDFS7ZcUKC,land,781,sloped,29.00,"okres Čadca",Makov,Makov,"AP REAL, s.r.o.",Bratislava
JugiMieeEs_,land,724,other,103.59,"okres Martin",Vrútky,"Dolné Vrútky","RECLOUD Reality a.s.",Bratislava
JunYVarhNpk,land,NULL,NULL,50.00,"okres Žilina","Dolný Hričov","Dolný Hričov","Mgr. Renáta Kolenčíková",Nitra
JuOBPA2nCGL,land,2268,flat,45.00,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitná kancelária SYMPATIA REAL s. r. o.",Žilina
JuwNxJhCDfg,land,1795,flat,134.82,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuvQg4wxWiM,land,1023,"gently sloped",NULL,"okres Žilina",Bitarová,Bitarová,"Realitka pre každého",Žilina
JuVBbGfUDf1,land,1364,flat,98.97,"okres Ružomberok",Ivachnová,Ivachnová,"New Ways Reality&Financie",Poprad
JuOwj2nckB1,land,490,NULL,183.67,"okres Žilina",Rosina,Rosina,"X-REAL, s. r. o.",Žilina
JulYy4ldFQa1,land,500,"gently sloped",130.00,"okres Žilina",Bitarová,Bitarová,"Safe reality s. r. o.",Žilina
JuflONHQOiV,land,800,sloped,NULL,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín","ZRUBY RAJEC, s.r.o.",Rajec
JuvkGcZpCKL,land,NULL,NULL,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná","BeMi realitná kancelária",Nitra
JutxQo51THJ,land,828,"gently sloped",60.00,"okres Čadca",Raková,Raková,"KUBALA REALITY, s.r.o.",Čadca
JuY_kixqoQW,land,1595,flat,90.00,"okres Liptovský Mikuláš",Kvačany,Kvačany,"agreal.sk, spol. s r.o.",Bratislava
JuafO7D1C5y,land,700,flat,119.00,"okres Liptovský Mikuláš",Jamník,Jamník,"BEŇO REALITY","Liptovský Mikuláš"
JuojulIxoMm,land,1,NULL,NULL,"okres Liptovský Mikuláš",Pribylina,Pribylina,"Direct Real, spol. s r.o.",Bratislava
Juk7ESYVk3r,land,1208,flat,37.25,"okres Námestovo",Vasiľov,Vasiľov,"RK Dalmia s. r. o.","Dolný Kubín"
JuDPVSkdjbb,land,1192,flat,123.07,"okres Bytča",Kotešová,Kotešová,"Safe reality s. r. o.",Žilina
JuSMDjKsDMw,land,1056,"gently sloped",37.87,"okres Bytča","Veľké Rovné","Veľké Rovné","TARGETreal s. r. o.",Žilina
JuK4j_sbxpH,land,821,"gently sloped",70.04,"okres Žilina",Kľače,Kľače,"StorkReal s. r. o.","Rajecká Lesná"
JuDu2MlXcTn,land,NULL,NULL,NULL,"okres Martin",Ratkovo,Ratkovo,"Direct Real, spol. s r.o.",Bratislava
JuvZDfX9h0j,land,920,flat,82.00,"okres Čadca",Staškov,Staškov,"HOLESTIAK.sk reality s.r.o.",Čadca
JufxtZp_N5P,land,771,sloped,112.71,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba","HALO reality, s.r.o.",Prievidza
JuB8mFJnVT3,land,516,flat,120.16,"okres Martin",Príbovce,Príbovce,"Reality ASTORIA, s.r.o.",Martin
JuNyZWoxw0A,land,941,flat,106.27,"okres Martin","Turčiansky Peter","Turčiansky Peter","TARGETreal s. r. o.",Žilina
Juu-qpDOYIv,land,884,flat,135.00,"okres Žilina",Mojš,Mojš,"Mamud Reality s. r. o.",Žilina
JuOPdmvhEwO,land,507,"gently sloped",108.48,"okres Martin",Necpaly,Necpaly,"B10 Slovensko, a. s.",Žilina
JuJ2_wybbaK,land,1000,"gently sloped",100.00,"okres Žilina",Žilina,"Žilinská Lehota","ETHOS reality, s. r. o.","Krásno nad Kysucou"
JueBhRnur92,land,353,"gently sloped",49.86,"okres Čadca",Čadca,Podzávoz,"1. Reality Rent, s.r.o.",Žilina
JuvVzNYO2xk,land,376,flat,NULL,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany","AstonReal s.r.o.","Banská Bystrica"
Ju_fVXnqYH3,land,917,flat,38.17,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou","WFG reality, s.r.o.",Žilina
Ju-SZF8QBN4,land,533,"gently sloped",56.10,"okres Čadca",Oščadnica,Oščadnica,"SLNOVRAT, s.r.o.",Olešná
JufBtLiGIPk,land,2807,flat,65.00,"okres Kysucké Nové Mesto",Rudinská,Rudinská,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
JudMigoHhfK,land,350,flat,90.00,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","TUreality s.r.o.",Žilina
JuWPMQs-4VM,land,638,"gently sloped",163.01,"okres Martin",Lipovec,Lipovec,"Real Reality Development s.r.o.",Martin
JuR6b65HC4k,land,507,flat,79.00,"okres Čadca",Skalité,Skalité,"1. Reality Rent, s.r.o.",Žilina
JuzOGUk6m--,land,6047,NULL,10.09,"okres Martin",Šútovo,Šútovo,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuGRHQWEm6t,land,963,"gently sloped",259.56,"okres Žilina",Divina,Divina,"Real Estate Group4U","Považská Bystrica"
JuxeTnNf4SA,land,NULL,NULL,50.00,"okres Žilina",Žilina,Strážov,"MGM reality",Žilina
JuvbiaDUOpH,land,738,NULL,NULL,"okres Žilina",Žilina,Budatín,"RS Mansory s.r.o.",Bratislava
JusTHrdS9S-,land,913,"mostly flat",33.08,"okres Čadca",Korňa,Korňa,"TRI LIPY, s. r. o.",Čadca
JuZHBvu_y5k,land,1326,flat,120.00,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka","T.S.reality, s.r.o.",Brno
JuFCukJYH3o,land,8469,NULL,47.00,"okres Dolný Kubín","Dolný Kubín",Záskalie,"OREA, s.r.o.","Dolný Kubín"
JufaT9ciPca,land,590,flat,NULL,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,G-REAL,"Liptovský Mikuláš"
JupbvvbWZFWc,land,674,flat,NULL,"okres Martin",Martin,Sever,"RECOM, s.r.o.",Martin
JugYDWGaYrW,land,834,NULL,94.72,"okres Žilina","Dolný Hričov","Dolný Hričov","RS Mansory s.r.o.",Bratislava
JuTbm-HYgXk,land,143,flat,125.87,"okres Čadca",Čadca,NULL,"SLNOVRAT, s.r.o.",Olešná
JujaAjDinmCV,land,425,"gently sloped",NULL,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,Limaxreal,"Liptovský Mikuláš"
JuwpErO1oQo,land,695,NULL,187.05,"okres Martin",Vrútky,"Karvaša a Bláhovca","TARGETreal s. r. o.",Žilina
JuXyzVvMfD0,land,13624,NULL,47.00,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","OREA, s.r.o.","Dolný Kubín"
Jur2dnOd-h4,land,2308,NULL,25.00,"okres Čadca",Čadca,Rieka,"SLNOVRAT, s.r.o.",Olešná
JuL88g5odPF,land,1700,flat,99.00,"okres Čadca",Čadca,Rieka,"1. Reality Rent, s.r.o.",Žilina
Ju9K2ce3tAr,land,1562,NULL,108.83,"okres Dolný Kubín",Osádka,Osádka,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju-NDMj5LtQ,land,959,NULL,NULL,"okres Ružomberok",Štiavnička,Štiavnička,NULL,NULL
JuUM9axhhyU,land,1998,NULL,77.58,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Realitné kancelárie SR",Bratislava
JuAZ6fgfjuZ,land,2778,"mostly flat",54.00,"okres Čadca",Čierne,Čierne,"AnReal s. r. o.",Mojš
JucTCCPlXaR,land,5469,flat,60.00,"okres Martin",Martin,NULL,"ŽILINAREAL, s.r.o.",Žilina
JuhoPxrS652,land,26664,NULL,0.00,"okres Ružomberok",Hubová,Hubová,"REALITY SPOLU",Bratislava
Juvwo3yus2z,land,693,NULL,125.54,"okres Žilina",Bitarová,Bitarová,"RS Mansory s.r.o.",Bratislava
Ju-MIVcElKG,land,600,NULL,270.00,"okres Žilina",Žilina,Budatín,NULL,NULL
Ju_1W8VjrZV,land,693,NULL,125.54,"okres Žilina",Bitarová,Bitarová,"BeMi realitná kancelária",Nitra
Ju4W-q9O29Z,land,1199,"gently sloped",75.00,"okres Bytča",Predmier,Predmier,"Vianema s.r.o.",Bratislava
Juw8Xkyweh9,land,NULL,NULL,NULL,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
JuQ6qmIjohw,land,937,NULL,154.75,"okres Námestovo",Námestovo,Čerchle,"BeMi realitná kancelária",Nitra
JuN4Ko5MTcJ,land,439,NULL,159.43,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"Direct Real, spol. s r.o.",Bratislava
JusslN-MwRD,land,864,flat,48.03,"okres Čadca",Makov,Makov,"1. Reality Rent, s.r.o.",Žilina
JupMjKkwPeV,land,1000,NULL,69.00,"okres Liptovský Mikuláš",Kvačany,Kvačany,"Realitná kancelária",Bratislava
JutcLxhDE3o,land,1301,flat,61.41,"okres Žilina",Kunerad,Kunerad,"StorkReal s. r. o.","Rajecká Lesná"
JukIBS7GOVs,land,7400,flat,66.00,"okres Martin",Martin,Priekopa,"Buby reality, s.r.o.",Žilina
JuAgx4tBYzv,land,1784,flat,27.00,"okres Čadca",Staškov,Staškov,"1. Reality Rent, s.r.o.",Žilina
JuDHH4NlCyqo,land,568,flat,112.68,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","AstonReal s.r.o.","Banská Bystrica"
Jujch7drC6q,land,510,sloped,125.00,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","RE/MAX Slovakia",Bratislava
JusCy__yyRZ,land,940,"gently sloped",83.00,"okres Turčianske Teplice",Mošovce,Mošovce,"Reality D.P.A.",Martin
JuW8aAxjxNx,land,1872,NULL,18.70,"okres Liptovský Mikuláš",Prosiek,Prosiek,liptoreal,"Liptovský Mikuláš"
JutdkjPNxRS,land,690,flat,253.62,"okres Žilina",Rosina,Rosina,"TARGETreal s. r. o.",Žilina
JuW_12z2Y4f,land,933,NULL,60.02,"okres Martin",Belá-Dulice,Belá-Dulice,"Reality Turiec s.r o.",Martin
Ju4g9YHwdlx,land,1008,"gently sloped",80.00,"okres Žilina",Zbyňov,Zbyňov,"StorkReal s. r. o.","Rajecká Lesná"
Ju4ms2VGYuHG,land,3635,NULL,65.00,"okres Žilina",Terchová,Terchová,"RS Mansory s.r.o.",Bratislava
JuEpEk6fWjH,land,573,NULL,87.09,"okres Žilina","Dolný Hričov","Dolný Hričov","RS Mansory s.r.o.",Bratislava
JuxTRMglx-W,land,2800,NULL,26.00,"okres Čadca",Raková,Raková,"BeMi realitná kancelária",Nitra
JuvJszhFBaP,land,1881,flat,45.19,"okres Turčianske Teplice",Mošovce,Mošovce,"Real Reality Development s.r.o.",Martin
JuixgWiuI-g,land,5183,flat,28.00,"okres Martin",Príbovce,Príbovce,"RE/MAX Slovakia",Bratislava
Judc1EdBcup,land,NULL,NULL,NULL,"okres Turčianske Teplice",Kaľamenová,Kaľamenová,"Reality Alpia",Martin
JudYr0kY49Z,land,1015,flat,117.24,"okres Martin",Blatnica,Blatnica,"ALT REAL, s.r.o.",Martin
JuPbTvxxFti,land,968,NULL,164.15,"okres Žilina",Krasňany,Krasňany,NULL,NULL
JutjlsqdjlN,land,1005,flat,0.00,"okres Martin",Diaková,Diaková,"B10 Slovensko, a. s.",Žilina
Ju3PrO2eSPN,land,3515,"gently sloped",40.00,"okres Čadca",Korňa,Korňa,"ETHOS reality, s. r. o.","Krásno nad Kysucou"
Ju2NQev2SId,land,22889,NULL,8.00,"okres Liptovský Mikuláš",Jakubovany,Jakubovany,NULL,NULL
JuxYYBPBmey,land,1036,NULL,50.19,"okres Martin",Vrícko,Vrícko,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JutnFvbh17V,land,1681,flat,160.00,"okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter","RE/MAX Slovakia",Bratislava
JutbpFV_5ly,land,800,flat,100.00,"okres Martin",Lipovec,Lipovec,"Reality AK, spol. s r.o.",Martin
JuscZOsY1gt,land,648,"gently sloped",55.56,"okres Čadca",Staškov,Staškov,"Safe reality s. r. o.",Žilina
JuDU5D47va2,land,4014,NULL,28.77,"okres Ružomberok",Komjatná,Komjatná,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuXhVixLVGG,land,988,"gently sloped",241.80,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Real Estate Group4U","Považská Bystrica"
JuLRr4cyAPf,land,2091,flat,54.95,"okres Námestovo","Oravská Lesná","Oravská Lesná","Reality IQ, s.r.o.",Žilina
Ju9cyC56Bl4,land,3598,"gently sloped",79.00,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov,"1. Reality Rent, s.r.o.",Žilina
Ju7pU7Ouw32,land,1193,other,25.06,"okres Čadca",Korňa,Korňa,"RECLOUD Reality a.s.",Bratislava
Ju9SYtrH9Xk,land,510,flat,49.02,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","Realitná kancelária",Bratislava
Ju9A78TekYt,land,628,"gently sloped",61.82,"okres Bytča","Veľké Rovné","Veľké Rovné","IDEÁLNE BÝVANIE, s.r.o.",Žilina
JuMK_ZB-5jG,land,793,"gently sloped",100.00,"okres Martin",Valča,Valča,"Reality MT s.r.o.",Martin
Jutfm6VQ_-o,land,NULL,NULL,NULL,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
JuZeBBGEyyq,land,721,"gently sloped",NULL,"okres Martin",Vrútky,"Karvaša a Bláhovca","Reality D.P.A.",Martin
JuYoMQAxiBt,land,405,flat,516.05,"okres Žilina","Kamenná Poruba","Kamenná Poruba","Real Estate Group4U","Považská Bystrica"
JuzTBHETb5G,land,375,"gently sloped",42.67,"okres Bytča",Kolárovice,Kolárovice,"Romantické Chalupy, s.r.o.",Bratislava
Ju_Srz9D_6-,land,412,"gently sloped",70.39,"okres Turčianske Teplice",Čremošné,Čremošné,"Romantické Chalupy, s.r.o.",Bratislava
Ju7lkcp0j1X,land,750,NULL,123.00,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače",NULL,NULL
JuxrV_XvqkB,land,2326,"gently sloped",60.19,"okres Žilina",Ovčiarsko,Ovčiarsko,"House Real Žilina",Žilina
JuP8rlC8Xco,land,488,"mostly flat",430.33,"okres Žilina",Žilina,Trnové,"ATP stavby s.r.o.","Teplička nad Váhom"
Ju9EWCUTpfs,land,2015,flat,67.00,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves","KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuEl_5mhIIG,land,NULL,NULL,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","Reality Alpia",Martin
JuYP7ILQfhI,land,608,flat,45.89,"okres Žilina",Varín,Varín,"Reality Alpia",Martin
JuGjSvB2SWb,land,500,"mostly flat",196.00,"okres Žilina",Višňové,Višňové,"B10 Slovensko, a. s.",Žilina
JufDqWof_NN,land,1209,"gently sloped",22.50,"okres Čadca",Olešná,Olešná,"1. Reality Rent, s.r.o.",Žilina
Juv3W5C4xtN_,land,686,NULL,100.00,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
JuYP_MCF9yI,land,776,"gently sloped",41.24,"okres Čadca","Nová Bystrica","Nová Bystrica","1. Reality Rent, s.r.o.",Žilina
Ju2u6VZSsgd,land,4100,NULL,75.00,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Realitné kancelárie SR",Bratislava
Juvdw9xd7yr,land,808,"mostly flat",149.63,"okres Žilina",Varín,Varín,"Realitné kancelárie SR",Bratislava
JufFFiGUtxN,land,1729,NULL,164.84,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuWpmO3Yrkb,land,1010,flat,148.00,"okres Martin",Sučany,Sučany,"Reality D.P.A.",Martin
JuowzNUzni4,land,1012,"gently sloped",140.22,"okres Dolný Kubín",Veličná,Veličná,donidDevelop,"Dolný Kubín"
JuIGtLwLscT,land,610,"gently sloped",62.30,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,Limaxreal,"Liptovský Mikuláš"
JuPzrcI9eBw,land,1322,"gently sloped",37.75,"okres Martin",Turany,Turany,"Realitné kancelárie SR",Bratislava
Ju40F3aMhkE,land,500,"gently sloped",120.00,"okres Ružomberok",Ružomberok,Baničné,"FISCHER & PARTNERS, s.r.o.",Ružomberok
Ju6ppfqXAjT,land,778,"gently sloped",243.89,"okres Žilina","Rajecké Teplice","Rajecké Teplice","Realitné kancelárie SR",Bratislava
Ju3Z449GlG4T,land,986,flat,111.56,"okres Ružomberok","Liptovská Osada","Liptovská Osada","Romantické Chalupy, s.r.o.",Bratislava
JurmiShq5P1,land,5668,NULL,28.00,"okres Liptovský Mikuláš","Pavlova Ves","Pavlova Ves","BeMi realitná kancelária",Nitra
Ju4gSJihj6x,land,789,"gently sloped",199.00,"okres Liptovský Mikuláš","Liptovská Kokava","Liptovská Kokava","RE/MAX Slovakia",Bratislava
Ju059DbP17Y,land,2414,flat,55.00,"okres Čadca","Krásno nad Kysucou",Kalinov,"1. Reality Rent, s.r.o.",Žilina
Ju5Yf4qkhg3,land,1041,flat,115.00,"okres Martin",Martin,Jahodníky,"Like Reality s.r.o.","Považská Bystrica"
Ju_yHqt6C9a,land,429,sloped,198.14,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"BEŇO REALITY","Liptovský Mikuláš"
JuF30aynSVM,land,NULL,NULL,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov","MGM reality",Žilina
JufsgjSWfFu,land,NULL,NULL,NULL,"okres Martin",Martin,Tomčany,"Reality Alpia",Martin
Junb65_vEvr,land,1500,sloped,53.27,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","Safe reality s. r. o.",Žilina
JupHBupprCN,land,5203,sloped,30.27,"okres Bytča","Veľké Rovné","Veľké Rovné","Vianema s.r.o.",Bratislava
JuiwnKuifVR,land,9400,NULL,50.00,"okres Žilina",Svederník,Svederník,"RIEŠIME BÝVANIE",Bratislava
JuoouzvegJf,land,758,flat,158.31,"okres Žilina","Nezbudská Lúčka","Nezbudská Lúčka","TARGETreal s. r. o.",Žilina
Ju8BkkuvGLX,land,1235,"gently sloped",392.55,"okres Žilina",Ovčiarsko,Ovčiarsko,"Real Estate Group4U","Považská Bystrica"
Ju4xxL085OL,land,1612,other,46.53,"okres Dolný Kubín",Zázrivá,Zázrivá,"RE/MAX Slovakia",Bratislava
JuHjoC-ETw9,land,658,flat,105.00,"okres Ružomberok",Likavka,Likavka,"OVERENÉ REALITY","Banská Bystrica"
JucXLuegzy5,land,635,"gently sloped",61.42,"okres Bytča",Štiavnik,Štiavnik,"TUreality s.r.o.",Žilina
JuaD2PNZ2ay,land,1830,"gently sloped",24.00,"okres Čadca",Korňa,Korňa,"1. Reality Rent, s.r.o.",Žilina
JujKWinPkki,land,431,"mostly flat",102.09,"okres Čadca",Oščadnica,Oščadnica,"TRI LIPY, s. r. o.",Čadca
JueoLey_u82,land,2069,flat,160.00,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Eden Real estate, s.r.o.",Hlohovec
Ju_mTTZVoJx,land,641,"gently sloped",98.28,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","DreamReality s.r.o.",Žilina
JuRt0myx8AI,land,1037,flat,99.90,"okres Čadca",Raková,Raková,"1. Reality Rent, s.r.o.",Žilina
JuxqXS7gyRr,land,683,NULL,86.24,"okres Žilina","Dolný Hričov","Dolný Hričov","RS Mansory s.r.o.",Bratislava
Juht1btctzZ,land,730,flat,86.99,"okres Čadca",Turzovka,Predmier,"JPE. Reality - Jozef Pajer",Čadca
JuJf2fmgFtM,land,1200,NULL,62.42,"okres Martin",Valča,Valča,"REALITY SPOLU",Bratislava
JuVqVOpkjj1,land,4662,NULL,65.00,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuUl164inch,land,827,other,126.96,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,"RECLOUD Reality a.s.",Bratislava
JuYIPkTCQff,land,7154,flat,125.00,"okres Žilina",Žilina,Bôrik,"Realitné kancelárie SR",Bratislava
JuBBCee0nxo,land,2828,"gently sloped",26.00,"okres Čadca",Raková,Raková,"SLNOVRAT, s.r.o.",Olešná
JuuuoTcUpiv,land,754,NULL,128.12,"okres Liptovský Mikuláš",Malatíny,Malatíny,NULL,NULL
JuYADQBEJQK,land,NULL,NULL,NULL,"okres Žilina",Strečno,Strečno,"MGM reality",Žilina
Ju0fo_oieoh,land,1441,other,24.91,"okres Čadca",Korňa,Korňa,"RECLOUD Reality a.s.",Bratislava
JuPHlOJ8jWO,land,618,NULL,NULL,"okres Dolný Kubín",Veličná,Veličná,"OREA, s.r.o.","Dolný Kubín"
JudmThIv8pi,land,186,NULL,169.35,"okres Žilina",Zbyňov,Zbyňov,"Realitné kancelárie SR",Bratislava
JuWbfEDE4eQ,land,971,flat,91.66,"okres Martin",Martin,Podháj,"Reality ASTORIA, s.r.o.",Martin
JuSx0xp8txp,land,2610,sloped,47.89,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","Realitná kancelária",Bratislava
JuUy9icWXXx,land,1473,NULL,60.77,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"Direct Real, spol. s r.o.",Bratislava
Ju7Ywnw6_Bk,land,488,"gently sloped",65.00,"okres Žilina",Zbyňov,Zbyňov,"WFG reality, s.r.o.",Žilina
JurPtkmJGHM,land,488,"gently sloped",430.33,"okres Žilina",Žilina,Trnové,"StorkReal s. r. o.","Rajecká Lesná"
JutIg8nIDtY,land,890,flat,81.46,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","B10 Slovensko, a. s.",Žilina
JuCc2IAocam,land,NULL,NULL,123.00,"okres Liptovský Mikuláš",Podtureň,Podtureň,"Realitné kancelárie SR",Bratislava
