property_type,condition,location_district,dis_avg_price,agency,agency_avg_price,price_diff
house,"new construction","okres Liptovský Mikuláš",2309.902500,mojaRK,3688.000000,0.5966041857
house,"new construction","okres Martin",1933.798889,"Buby reality, s.r.o.",1635.252857,-0.1543831852
house,"new construction","okres Žilina",2252.985000,"Georgi Conev",2362.950000,0.0488085806
house,"new construction","okres Žilina",2252.985000,"TOCA, s.r.o. Realitná činnosť",1973.693333,-0.1239651693
house,"new construction","okres Kysucké Nové Mesto",2071.862857,"ŽILINAREAL, s.r.o.",2420.170000,0.1681130302
house,"new construction","okres Dolný Kubín",2267.838750,NULL,NULL,NULL
house,"new construction","okres Čadca",1790.622381,"Ing. Marcela Pišteková",1130.260000,-0.3687893037
house,"new construction","okres Žilina",2252.985000,"DreamReality s.r.o.",NULL,NULL
house,"new construction","okres Ružomberok",2037.406667,"NajBývanie, s.r.o.",3040.925000,0.4925468976
house,"new construction","okres Žilina",2252.985000,"MGM reality",2428.542500,0.0779221788
house,"new construction","okres Žilina",2252.985000,"Realitné kancelárie SR",2414.447500,0.0716660342
house,"new construction","okres Žilina",2252.985000,"RES GROUP, s.r.o.",2294.030000,0.0182180529
house,"new construction","okres Martin",1933.798889,"Piata Avenue",2850.000000,0.4737830372
house,"new construction","okres Žilina",2252.985000,"Realitná kancelária",2682.770000,0.1907624773
house,"new construction","okres Čadca",1790.622381,"SIERA realitná kancelária s.r.o.",1666.670000,-0.0692230714
house,"new construction","okres Žilina",2252.985000,"IDEÁLNE BÝVANIE, s.r.o.",2496.970000,0.1082941076
house,"new construction","okres Kysucké Nové Mesto",2071.862857,"PRIMA reality s.r.o.",1942.110000,-0.0626261804
house,"new construction","okres Martin",1933.798889,"Wealth Group, s.r.o.",1095.000000,-0.4337570436
house,"new construction","okres Ružomberok",2037.406667,donidDevelop,2135.550000,0.0481707136
house,"new construction","okres Ružomberok",2037.406667,"ALT REAL, s.r.o.",2244.310000,0.1015523000
house,"new construction","okres Čadca",1790.622381,"Arvin & Benet",NULL,NULL
house,"new construction","okres Ružomberok",2037.406667,"Good Reality s.r.o.",2090.910000,0.0262605075
house,"new construction","okres Liptovský Mikuláš",2309.902500,"RK SPIRIT s.r.o.",1861.540000,-0.1941045131
house,"new construction","okres Ružomberok",2037.406667,"IVANING, s. r. o.",727.335000,-0.6430094140
house,"new construction","okres Tvrdošín",1625.190000,NULL,NULL,NULL
house,"new construction","okres Liptovský Mikuláš",2309.902500,"RECLOUD Reality a.s.",2112.000000,-0.0856756941
house,"new construction","okres Žilina",2252.985000,"Ing. Gerlinda Bérešová - Esti",2771.600000,0.2301901699
house,"new construction","okres Turčianske Teplice",2047.482000,"Reality MT s.r.o.",1921.875000,-0.0613470595
house,"new construction","okres Kysucké Nové Mesto",2071.862857,"RES GROUP, s.r.o.",2254.720000,0.0882573585
house,"new construction","okres Martin",1933.798889,"Reality Alpia",460.935000,-0.7616427424
house,"new construction","okres Žilina",2252.985000,"TARGETreal s. r. o.",2495.715000,0.1077370688
house,"new construction","okres Bytča",2378.940667,"Realitná kancelária RED, s.r.o.",3511.450000,0.4760561492
house,"new construction","okres Martin",1933.798889,"TUreality s.r.o.",NULL,NULL
house,"new construction","okres Čadca",1790.622381,"BeMi realitná kancelária",2162.500000,0.2076806494
house,"new construction","okres Čadca",1790.622381,"SLNOVRAT, s.r.o.",1651.836667,-0.0775069693
house,"new construction","okres Kysucké Nové Mesto",2071.862857,"DRR INVEST, s. r. o.",2050.000000,-0.0105522704
house,"new construction","okres Dolný Kubín",2267.838750,"TUreality s.r.o.",536.910000,-0.7632503634
house,"new construction","okres Žilina",2252.985000,"Realitná kancelária RED, s.r.o.",2632.627778,0.1685065715
house,"new construction","okres Turčianske Teplice",2047.482000,"TUreality s.r.o.",273.210000,-0.8665629295
house,"new construction","okres Námestovo",1769.402222,NULL,1874.360000,0.0593182131
house,"new construction","okres Dolný Kubín",2267.838750,"Georgi Conev",2361.330000,0.0412248225
house,"new construction","okres Martin",1933.798889,"Reality MT s.r.o.",2501.630000,0.2936350384
house,"new construction","okres Martin",1933.798889,"ALT REAL, s.r.o.",1707.293750,-0.1171296252
house,"new construction","okres Ružomberok",2037.406667,"FISCHER & PARTNERS, s.r.o.",2249.626667,0.1041618266
house,"new construction","okres Žilina",2252.985000,"Real Estate Group4U",2057.996667,-0.0865466628
house,"new construction","okres Liptovský Mikuláš",2309.902500,"TUreality s.r.o.",2542.480000,0.1006871502
house,"new construction","okres Martin",1933.798889,"Reality AK, spol. s r.o.",1908.810000,-0.0129221757
house,"new construction","okres Bytča",2378.940667,"TARGETreal s. r. o.",2499.880000,0.0508374735
house,"new construction","okres Martin",1933.798889,"Georgi Conev",1439.960000,-0.2553724132
house,"new construction","okres Martin",1933.798889,"Realitné kancelárie SR",949.563333,-0.5089647955
house,"new construction","okres Bytča",2378.940667,"TOCA, s.r.o. Realitná činnosť",2072.308571,-0.1288943857
house,"new construction","okres Čadca",1790.622381,"Realitná kancelária DOM",1981.980000,0.1068665404
house,unrenovated,"okres Bytča",1158.958889,"Realitné kancelárie SR",633.330000,-0.4535354049
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"Reality Alpia",456.326000,-0.5390630946
house,unrenovated,"okres Martin",1027.747959,"RE/MAX Slovakia",1290.000000,0.2551715513
house,unrenovated,"okres Ružomberok",895.767500,"RIEŠIME BÝVANIE",330.070000,-0.6315226886
house,unrenovated,"okres Martin",1027.747959,NULL,1576.267500,0.5337101730
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"RECLOUD Reality a.s.",NULL,NULL
house,unrenovated,"okres Turčianske Teplice",789.431429,"RE/MAX Slovakia",1020.000000,0.2920691558
house,unrenovated,"okres Bytča",1158.958889,"TARGETreal s. r. o.",2753.850000,1.3761412300
house,unrenovated,"okres Čadca",750.752353,NajlepšíMakléri.sk,NULL,NULL
house,unrenovated,"okres Námestovo",764.443333,"OREA, s.r.o.",463.930000,-0.3931139432
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"New Ways Reality&Financie",604.320000,-0.3895737025
house,unrenovated,"okres Námestovo",764.443333,"GRAVITAS a. s.",1388.890000,0.8168645602
house,unrenovated,"okres Žilina",1436.461290,"RS Mansory s.r.o.",1086.805000,-0.2434150453
house,unrenovated,"okres Martin",1027.747959,"Reality Center, s.r.o.",1889.425000,0.8384127971
house,unrenovated,"okres Martin",1027.747959,"Real Reality Development s.r.o.",1000.000000,-0.0269987975
house,unrenovated,"okres Kysucké Nové Mesto",1029.978000,"MGM reality",NULL,NULL
house,unrenovated,"okres Čadca",750.752353,"B10 Slovensko, a. s.",906.250000,0.2071224238
house,unrenovated,"okres Turčianske Teplice",789.431429,"Realitná kancelária",866.670000,0.0978407600
house,unrenovated,"okres Čadca",750.752353,"Realitná kancelária RED, s.r.o.",945.600000,0.2595365119
house,unrenovated,"okres Žilina",1436.461290,"TARGETreal s. r. o.",1453.967500,0.0121870392
house,unrenovated,"okres Dolný Kubín",988.354444,"AstonReal s.r.o.",1300.000000,0.3153176048
house,unrenovated,"okres Tvrdošín",914.510000,"AstonReal s.r.o.",859.090000,-0.0606007589
house,unrenovated,"okres Žilina",1436.461290,"WFG reality, s.r.o.",1655.236667,0.1523016168
house,unrenovated,"okres Žilina",1436.461290,"Realitná kancelária RED, s.r.o.",1585.920000,0.1040464585
house,unrenovated,"okres Ružomberok",895.767500,"RK VILLEA, s. r. o.",91.850000,-0.8974622321
house,unrenovated,"okres Ružomberok",895.767500,"RK Dalmia s. r. o.",916.670000,0.0233347381
house,unrenovated,"okres Bytča",1158.958889,"Romantické Chalupy, s.r.o.",1430.000000,0.2338660271
house,unrenovated,"okres Čadca",750.752353,"Trioreality, s.r.o.",465.480000,-0.3799819632
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"Nové bývanie",587.600000,-0.4064626482
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"RIEŠIME BÝVANIE",606.070000,-0.3878060198
house,unrenovated,"okres Čadca",750.752353,"BeMi realitná kancelária",625.916000,-0.1662816673
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"Realitné kancelárie SR",1504.320000,0.5195202672
house,unrenovated,"okres Námestovo",764.443333,"BeMi realitná kancelária",NULL,NULL
house,unrenovated,"okres Bytča",1158.958889,"RIEŠIME BÝVANIE",1075.000000,-0.0724433712
house,unrenovated,"okres Turčianske Teplice",789.431429,"ALT REAL, s.r.o.",866.670000,0.0978407600
house,unrenovated,"okres Žilina",1436.461290,NULL,1646.613333,0.1462984380
house,unrenovated,"okres Žilina",1436.461290,"ŽILINAREAL, s.r.o.",5909.090000,3.1136437446
house,unrenovated,"okres Žilina",1436.461290,"Nové bývanie",1339.290000,-0.0676462991
house,unrenovated,"okres Kysucké Nové Mesto",1029.978000,"Pro Real, s. r. o. realitná kancelária",994.120000,-0.0348143358
house,unrenovated,"okres Liptovský Mikuláš",989.996667,Limaxreal,NULL,NULL
house,unrenovated,"okres Martin",1027.747959,"Realitná kancelária DR, s.r.o.",881.430000,-0.1423675501
house,unrenovated,"okres Turčianske Teplice",789.431429,"Reality férovo, s. r. o.",227.270000,-0.7121092578
house,unrenovated,"okres Kysucké Nové Mesto",1029.978000,"Nové bývanie",1200.000000,0.1650734288
house,unrenovated,"okres Žilina",1436.461290,"HALO reality, s.r.o.",NULL,NULL
house,unrenovated,"okres Žilina",1436.461290,"Safe reality s. r. o.",650.916667,-0.5468609760
house,unrenovated,"okres Žilina",1436.461290,"Piata Avenue",333.330000,-0.7679505864
house,unrenovated,"okres Turčianske Teplice",789.431429,"Romantické Chalupy, s.r.o.",786.482000,-0.0037361434
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"U9, a.s.",NULL,NULL
house,unrenovated,"okres Martin",1027.747959,"Piata Avenue",1083.330000,0.0540813927
house,unrenovated,"okres Žilina",1436.461290,"Reality Alpia",108.145000,-0.9247142956
house,unrenovated,"okres Martin",1027.747959,"Realitná kancelária Kľúč",1346.150000,0.3098055688
house,unrenovated,"okres Ružomberok",895.767500,"Romantické Chalupy, s.r.o.",1285.838000,0.4354595361
house,unrenovated,"okres Dolný Kubín",988.354444,"FINREA - ak vám záleží na výsledku",NULL,NULL
house,unrenovated,"okres Martin",1027.747959,"Reality Simply",603.750000,-0.4125505240
house,unrenovated,"okres Žilina",1436.461290,"AnoReal, s.r.o.",NULL,NULL
house,unrenovated,"okres Žilina",1436.461290,"MGM reality",1177.910000,-0.1799918256
house,unrenovated,"okres Dolný Kubín",988.354444,NULL,1058.820000,0.0712958356
house,unrenovated,"okres Tvrdošín",914.510000,"TUreality s.r.o.",710.530000,-0.2230484084
house,unrenovated,"okres Čadca",750.752353,"HOLESTIAK.sk reality s.r.o.",955.710000,0.2730030032
house,unrenovated,"okres Žilina",1436.461290,"ADH-REAL s.r.o. Hirjaková Adriana",2350.000000,0.6359647255
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"Direct Real, spol. s r.o.",720.628889,-0.2720895807
house,unrenovated,"okres Čadca",750.752353,"1. Reality Rent, s.r.o.",797.580000,0.0623742927
house,unrenovated,"okres Čadca",750.752353,"RES GROUP, s.r.o.",1249.880000,0.6648366069
house,unrenovated,"okres Turčianske Teplice",789.431429,"BV REAL PD, s.r.o.",330.180000,-0.5817496139
house,unrenovated,"okres Kysucké Nové Mesto",1029.978000,"HALO reality, s.r.o.",1230.000000,0.1942002645
house,unrenovated,"okres Turčianske Teplice",789.431429,"Reality Alpia",104.170000,-0.8680442706
house,unrenovated,"okres Martin",1027.747959,"Reality ASTORIA, s.r.o.",1637.500000,0.5932894691
house,unrenovated,"okres Turčianske Teplice",789.431429,NULL,NULL,NULL
house,unrenovated,"okres Ružomberok",895.767500,NULL,257.295000,-0.7127658684
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"HALO reality, s.r.o.",782.805000,-0.2092852167
house,unrenovated,"okres Martin",1027.747959,"Reality Alpia",268.207500,-0.7390337800
house,unrenovated,"okres Martin",1027.747959,"Realitné kancelárie SR",820.950000,-0.2012146628
house,unrenovated,"okres Žilina",1436.461290,"TUreality s.r.o.",2604.200000,0.8129273779
house,unrenovated,"okres Žilina",1436.461290,"TOP Living s.r.o.",2750.000000,0.9144268064
house,unrenovated,"okres Martin",1027.747959,"B10 Slovensko, a. s.",807.770000,-0.2140388186
house,unrenovated,"okres Čadca",750.752353,"Direct Real, spol. s r.o.",1027.310000,0.3683739996
house,unrenovated,"okres Martin",1027.747959,"LIF REAL",1120.000000,0.0897613468
house,unrenovated,"okres Žilina",1436.461290,"Reality IQ, s.r.o.",1328.320000,-0.0752831216
house,unrenovated,"okres Martin",1027.747959,"U9, a.s.",714.290000,-0.3049949710
house,unrenovated,"okres Žilina",1436.461290,"RE/MAX Slovakia",573.080000,-0.6010473766
house,unrenovated,"okres Turčianske Teplice",789.431429,"Reality MT s.r.o.",1427.145000,0.8078137601
house,unrenovated,"okres Ružomberok",895.767500,"KOSIBA reality s.r.o.",780.700000,-0.1284568819
house,unrenovated,"okres Ružomberok",895.767500,"Reality Alpia",337.713333,-0.6229899689
house,unrenovated,"okres Žilina",1436.461290,"Buby reality, s.r.o.",1280.000000,-0.1089213410
house,unrenovated,"okres Žilina",1436.461290,"Direct Real, spol. s r.o.",996.550000,-0.3062465331
house,unrenovated,"okres Kysucké Nové Mesto",1029.978000,"BR ACADEMY, s. r. o.",1156.573333,0.1229107156
house,unrenovated,"okres Ružomberok",895.767500,"RE/MAX Slovakia",1027.822500,0.1474210663
house,unrenovated,"okres Martin",1027.747959,"CreeX Reality s.r.o.",1166.670000,0.1351713130
house,unrenovated,"okres Žilina",1436.461290,"EASY centrum bývania, s.r.o.",1445.950000,0.0066056148
house,unrenovated,"okres Liptovský Mikuláš",989.996667,"Romantické Chalupy, s.r.o.",1916.666000,0.9360327806
house,unrenovated,"okres Námestovo",764.443333,"VICTORY REALITY Residence s. r. o.",1500.000000,0.9622121552
house,unrenovated,"okres Liptovský Mikuláš",989.996667,NULL,857.140000,-0.1341991053
house,unrenovated,"okres Žilina",1436.461290,"Realitná kancelária",NULL,NULL
house,unrenovated,"okres Martin",1027.747959,"Reality MT s.r.o.",712.500000,-0.3067366432
house,unrenovated,"okres Kysucké Nové Mesto",1029.978000,"Reality Alpia",118.250000,-0.8851917225
house,unrenovated,"okres Turčianske Teplice",789.431429,"TARGETreal s. r. o.",1062.220000,0.3455506849
house,unrenovated,"okres Martin",1027.747959,"Realitná kancelária",1514.105000,0.4732259857
house,unrenovated,"okres Žilina",1436.461290,"Realitné kancelárie SR",1471.275000,0.0242357453
house,unrenovated,"okres Čadca",750.752353,"Realitná sieť UPgreat",408.330000,-0.4561056008
house,unrenovated,"okres Kysucké Nové Mesto",1029.978000,"WFG reality, s.r.o.",1178.120000,0.1438302566
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"RK SPIRIT s.r.o.",2000.000000,0.7893753157
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"Reality Alpia",364.760000,-0.6736537299
house,"partially renovated","okres Martin",3258.443158,"Reality Alpia",317.030000,-0.9027050697
house,"partially renovated","okres Tvrdošín",1040.391667,"TUreality s.r.o.",691.630000,-0.3352215113
house,"partially renovated","okres Žilina",1231.615439,"DreamReality s.r.o.",933.330000,-0.2421904026
house,"partially renovated","okres Martin",3258.443158,"Realitné kancelárie SR",705.560000,-0.7834671450
house,"partially renovated","okres Martin",3258.443158,"Felicita Real s. r. o.",1020.830000,-0.6867123499
house,"partially renovated","okres Dolný Kubín",1205.085000,"Reality BL, s.r.o.",457.520000,-0.6203421335
house,"partially renovated","okres Martin",3258.443158,"ALT REAL, s.r.o.",1583.330000,-0.5140838974
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,jabyvam.sk,1782.112000,0.5944336113
house,"partially renovated","okres Čadca",836.619189,"BeMi realitná kancelária",523.330000,-0.3744704797
house,"partially renovated","okres Martin",3258.443158,"Realitná kancelária",801.152500,-0.7541302821
house,"partially renovated","okres Turčianske Teplice",962.295556,"B10 Slovensko, a. s.",1047.060000,0.0880856650
house,"partially renovated","okres Čadca",836.619189,"TUreality s.r.o.",477.270000,-0.4295253966
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"ADOMOS REAL s.r.o.",1400.000000,0.2525627210
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"DRAŽOBNÍK, s.r.o.",296.500000,-0.7347251095
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"REALITY TATRY",575.000000,-0.4855545967
house,"partially renovated","okres Žilina",1231.615439,"REAL21 Invest-consult, s.r.o.",1093.920000,-0.1118006763
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,NULL,996.670000,-0.1082916521
house,"partially renovated","okres Martin",3258.443158,"AstonReal s.r.o.",1346.233333,-0.5868476853
house,"partially renovated","okres Turčianske Teplice",962.295556,"Reality ASTORIA, s.r.o.",1532.850000,0.5929097775
house,"partially renovated","okres Žilina",1231.615439,"Ing. Gerlinda Bérešová - Esti",1325.000000,0.0758228243
house,"partially renovated","okres Kysucké Nové Mesto",1213.922000,"ROMDOM, s. r. o",1067.760000,-0.1204047707
house,"partially renovated","okres Žilina",1231.615439,"Briliant Reality, s.r.o.",NULL,NULL
house,"partially renovated","okres Žilina",1231.615439,"Allrisk Slovakia Reality & Financie, s.r.o.",1245.000000,0.0108674839
house,"partially renovated","okres Dolný Kubín",1205.085000,"RK Dalmia s. r. o.",1038.460000,-0.1382682549
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"RIEŠIME BÝVANIE",592.980000,-0.4694681127
house,"partially renovated","okres Martin",3258.443158,"Reality Center, s.r.o.",NULL,NULL
house,"partially renovated","okres Turčianske Teplice",962.295556,"Realitné kancelárie SR",1055.983333,0.0973586300
house,"partially renovated","okres Žilina",1231.615439,"Reality IQ, s.r.o.",1741.335000,0.4138625945
house,"partially renovated","okres Turčianske Teplice",962.295556,"LICITOR group, a.s.",528.880000,-0.4503975450
house,"partially renovated","okres Ružomberok",925.285769,"Romantické Chalupy, s.r.o.",1192.710000,0.2890179877
house,"partially renovated","okres Žilina",1231.615439,"RES GROUP, s.r.o.",1224.910000,-0.0054444259
house,"partially renovated","okres Kysucké Nové Mesto",1213.922000,"ROSA reality",1650.000000,0.3592306590
house,"partially renovated","okres Bytča",1037.315556,"TOCA, s.r.o. Realitná činnosť",1218.750000,0.1749076672
house,"partially renovated","okres Bytča",1037.315556,"1. Reality Rent, s.r.o.",744.440000,-0.2823398862
house,"partially renovated","okres Martin",3258.443158,"TUreality s.r.o.",332.770000,-0.8978745420
house,"partially renovated","okres Bytča",1037.315556,"Realitná kancelária",NULL,NULL
house,"partially renovated","okres Žilina",1231.615439,"Pegas real s.r.o.",2000.000000,0.6238835083
house,"partially renovated","okres Turčianske Teplice",962.295556,"Realitná kancelária",1586.670000,0.6488385404
house,"partially renovated","okres Čadca",836.619189,"Ing. Marcela Pišteková",607.690000,-0.2736360724
house,"partially renovated","okres Ružomberok",925.285769,"ARBIZ real estate & finance s. r. o.",NULL,NULL
house,"partially renovated","okres Ružomberok",925.285769,"OVERENÉ REALITY",549.250000,-0.4063996028
house,"partially renovated","okres Martin",3258.443158,"B10 Slovensko, a. s.",1255.665000,-0.6146426563
house,"partially renovated","okres Čadca",836.619189,"B10 Slovensko, a. s.",712.500000,-0.1483580470
house,"partially renovated","okres Martin",3258.443158,"1. Reality Rent, s.r.o.",NULL,NULL
house,"partially renovated","okres Čadca",836.619189,"HOLESTIAK.sk reality s.r.o.",1014.865714,0.2130557455
house,"partially renovated","okres Martin",3258.443158,"Reality AK, spol. s r.o.",1039.540000,-0.6809703439
house,"partially renovated","okres Žilina",1231.615439,"WFG reality, s.r.o.",1340.675000,0.0885500113
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"OVERENÉ REALITY",1323.666667,0.1842682300
house,"partially renovated","okres Kysucké Nové Mesto",1213.922000,NULL,1473.230000,0.2136117477
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"REALITY SPOLU",1658.480000,0.4838215868
house,"partially renovated","okres Žilina",1231.615439,NULL,725.000000,-0.4113422282
house,"partially renovated","okres Turčianske Teplice",962.295556,"Ing.Zuzana Paverová",990.000000,0.0287899532
house,"partially renovated","okres Čadca",836.619189,"Piata Avenue",NULL,NULL
house,"partially renovated","okres Žilina",1231.615439,"RENOME REAL",1491.670000,0.2111491564
house,"partially renovated","okres Žilina",1231.615439,"Realitné kancelárie SR",1098.446000,-0.1081258279
house,"partially renovated","okres Ružomberok",925.285769,"NajBývanie, s.r.o.",1229.710000,0.3290056339
house,"partially renovated","okres Tvrdošín",1040.391667,"OREA, s.r.o.",933.330000,-0.1029051562
house,"partially renovated","okres Martin",3258.443158,"RES GROUP, s.r.o.",1263.640000,-0.6121951685
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"NajBývanie, s.r.o.",855.560000,-0.2345410275
house,"partially renovated","okres Martin",3258.443158,"RIEŠIME BÝVANIE",1035.710000,-0.6821457519
house,"partially renovated","okres Martin",3258.443158,NULL,1249.580000,-0.6165101125
house,"partially renovated","okres Čadca",836.619189,"Realitné kancelárie SR",741.425000,-0.1137843720
house,"partially renovated","okres Čadca",836.619189,NULL,930.870000,0.1126567646
house,"partially renovated","okres Ružomberok",925.285769,"FatraReal s. r. o.",587.500000,-0.3650610226
house,"partially renovated","okres Martin",3258.443158,"Romantické Chalupy, s.r.o.",1180.910000,-0.6375845940
house,"partially renovated","okres Turčianske Teplice",962.295556,"RES GROUP, s.r.o.",777.500000,-0.1920361731
house,"partially renovated","okres Martin",3258.443158,"Reality ASTORIA, s.r.o.",1484.290000,-0.5444787808
house,"partially renovated","okres Kysucké Nové Mesto",1213.922000,"Vianema s.r.o.",2792.360000,1.3002795896
house,"partially renovated","okres Žilina",1231.615439,"TARGETreal s. r. o.",1577.010000,0.2804402657
house,"partially renovated","okres Čadca",836.619189,"SLNOVRAT, s.r.o.",666.576667,-0.2032496077
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,liptoreal,1234.500000,0.1044919136
house,"partially renovated","okres Ružomberok",925.285769,"BeMi realitná kancelária",NULL,NULL
house,"partially renovated","okres Ružomberok",925.285769,"VAŠA REALITKA s.r.o.",428.570000,-0.5368241744
house,"partially renovated","okres Martin",3258.443158,"Reality MT s.r.o.",1825.000000,-0.4399165763
house,"partially renovated","okres Turčianske Teplice",962.295556,"Romantické Chalupy, s.r.o.",1147.056667,0.1920003785
house,"partially renovated","okres Dolný Kubín",1205.085000,"FINREA - ak vám záleží na výsledku",2556.945000,1.1217963878
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"GERT , s.r.o.",1606.785000,0.4375707083
house,"partially renovated","okres Čadca",836.619189,"Trioreality, s.r.o.",NULL,NULL
house,"partially renovated","okres Žilina",1231.615439,"TUreality s.r.o.",1046.883750,-0.1499913716
house,"partially renovated","okres Žilina",1231.615439,"Reality Alpia",564.695000,-0.5415005511
house,"partially renovated","okres Martin",3258.443158,"ŽILINAREAL, s.r.o.",1741.670000,-0.4654901388
house,"partially renovated","okres Martin",3258.443158,"Like Reality s.r.o.",872.505000,-0.7322325547
house,"partially renovated","okres Martin",3258.443158,"TARGETreal s. r. o.",718.100000,-0.7796186813
house,"partially renovated","okres Tvrdošín",1040.391667,"RK Dalmia s. r. o.",945.830000,-0.0908904502
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"Realitná kancelária",1360.000000,0.2167752146
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"TUreality s.r.o.",520.221429,-0.5345643081
house,"partially renovated","okres Turčianske Teplice",962.295556,"FINREA - ak vám záleží na výsledku",1800.000000,0.8705271876
house,"partially renovated","okres Bytča",1037.315556,"B10 Slovensko, a. s.",1145.830000,0.1046108326
house,"partially renovated","okres Martin",3258.443158,"Reality IQ, s.r.o.",NULL,NULL
house,"partially renovated","okres Liptovský Mikuláš",1117.708500,"HALO reality, s.r.o.",782.595000,-0.2998219124
house,"partially renovated","okres Žilina",1231.615439,"RIEŠIME BÝVANIE",1316.607500,0.0690086031
house,"partially renovated","okres Kysucké Nové Mesto",1213.922000,"Pro Real, s. r. o. realitná kancelária",869.130000,-0.2840314287
house,"partially renovated","okres Žilina",1231.615439,"AstonReal s.r.o.",1076.000000,-0.1263506725
house,"partially renovated","okres Žilina",1231.615439,"1. Reality Rent, s.r.o.",720.000000,-0.4154019370
house,"partially renovated","okres Ružomberok",925.285769,"Reality Alpia",245.686000,-0.7344755445
house,"partially renovated","okres Čadca",836.619189,"1. Reality Rent, s.r.o.",1005.155000,0.2014486558
house,"development project","okres Žilina",2070.200000,"YFE, s.r.o.",1909.000000,-0.0778668728
house,"development project","okres Žilina",2070.200000,"RIEŠIME BÝVANIE",2231.400000,0.0778668728
house,"under construction","okres Liptovský Mikuláš",2001.688571,"Realitné kancelárie SR",NULL,NULL
house,"under construction","okres Ružomberok",1021.690000,"Reality Alpia",117.190000,-0.8852978888
house,"under construction","okres Čadca",1555.091667,"TRI LIPY, s. r. o.",2276.490000,0.4638944111
house,"under construction","okres Liptovský Mikuláš",2001.688571,"ARBIZ real estate & finance s. r. o.",1610.020000,-0.1956690849
house,"under construction","okres Čadca",1555.091667,"MGM reality",NULL,NULL
house,"under construction","okres Ružomberok",1021.690000,"NajBývanie, s.r.o.",1173.680000,0.1487633235
house,"under construction","okres Liptovský Mikuláš",2001.688571,"Ing. Jaroslav Minár JAVAS",NULL,NULL
house,"under construction","okres Liptovský Mikuláš",2001.688571,"RK SPIRIT s.r.o.",2516.160000,0.2570187173
house,"under construction","okres Žilina",2196.031250,"Tribeca Group s. r. o",1947.920000,-0.1129816573
house,"under construction","okres Turčianske Teplice",1400.592000,"Realitná kancelária",1340.000000,-0.0432617065
house,"under construction","okres Žilina",2196.031250,"ATP stavby s.r.o.",1880.160000,-0.1438373202
house,"under construction","okres Bytča",2425.196667,"TOCA, s.r.o. Realitná činnosť",1999.000000,-0.1757369507
house,"under construction","okres Ružomberok",1021.690000,"A-Byt Consult, s.r.o.",1264.710000,0.2378607993
house,"under construction","okres Žilina",2196.031250,"TARGETreal s. r. o.",2456.700000,0.1186999274
house,"under construction","okres Liptovský Mikuláš",2001.688571,"RECLOUD Reality a.s.",NULL,NULL
house,"under construction","okres Čadca",1555.091667,"TARGETreal s. r. o.",2332.220000,0.4997315268
house,"under construction","okres Čadca",1555.091667,"Realitná kancelária",NULL,NULL
house,"under construction","okres Čadca",1555.091667,"SLNOVRAT, s.r.o.",1242.710000,-0.2008766902
house,"under construction","okres Liptovský Mikuláš",2001.688571,jabyvam.sk,1595.180000,-0.2030828256
house,"under construction","okres Žilina",2196.031250,"Realitné kancelárie SR",2739.130000,0.2473092084
house,"under construction","okres Bytča",2425.196667,"ADH-REAL s.r.o. Hirjaková Adriana",1612.470000,-0.3351178393
house,"under construction","okres Dolný Kubín",1493.530000,"FINREA - ak vám záleží na výsledku",1493.530000,0.0000000000
house,"fully renovated","okres Martin",1320.420000,"LIF REAL",NULL,NULL
house,"fully renovated","okres Ružomberok",1785.110000,"OREA, s.r.o.",3180.680000,0.7817837556
house,"fully renovated","okres Martin",1320.420000,NULL,672.410000,-0.4907605156
house,"fully renovated","okres Dolný Kubín",1207.650000,"B10 Slovensko, a. s.",2193.330000,0.8161967457
house,"fully renovated","okres Turčianske Teplice",1178.806154,"OVERENÉ REALITY",1586.670000,0.3459973844
house,"fully renovated","okres Žilina",1807.076250,"TARGETreal s. r. o.",1608.650000,-0.1098051341
house,"fully renovated","okres Ružomberok",1785.110000,"ARBIZ real estate & finance s. r. o.",NULL,NULL
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,"bezmaklérov, s.r.o.",3500.000000,0.9933259654
