agency,segment,avg_price_index,listings_count,tot_segment_listings,agency_share
"TUreality s.r.o.","1-room apartment",0.07508207840000,6,43,0.1395
"BeMi realitná kancelária","1-room apartment",0.04991054120000,4,43,0.0930
"TARGETreal s. r. o.","1-room apartment",-0.02287310470000,3,43,0.0698
"OREA, s.r.o.","1-room apartment",-0.00098463190000,3,43,0.0698
"XEMAR realitná spoločnosť s.r.o.","1-room apartment",-0.11157906860000,3,43,0.0698
"1. Reality Rent, s.r.o.","1-room apartment",-0.01286700430000,2,43,0.0465
"KA Real","1-room apartment",0.16786091885000,2,43,0.0465
"Like Reality s.r.o.","1-room apartment",-0.07508207840000,2,43,0.0465
"OVERENÉ REALITY","1-room apartment",0.04448712400000,2,43,0.0465
"RESIDENCE realitná kancelária","1-room apartment",0.21494415000000,2,43,0.0465
"Financial Hotels Management, s.r.o.","1-room apartment",0.06525526940000,1,43,0.0233
"Reality Alpia","1-room apartment",0.04242554420000,1,43,0.0233
"MG real, s.r.o.","1-room apartment",-0.01143404300000,1,43,0.0233
"Renovo Reality","1-room apartment",-0.03704353650000,1,43,0.0233
"CANGURU s.r.o.","1-room apartment",0.07528366860000,1,43,0.0233
"Eli real realitná kancelária","1-room apartment",-0.05241056390000,1,43,0.0233
"TRI LIPY, s. r. o.","1-room apartment",0.01143404300000,1,43,0.0233
"Realitná kancelária","1-room apartment",-0.04242554420000,1,43,0.0233
G-REAL,"1-room apartment",-0.21494415000000,1,43,0.0233
"ARCHEUS Partners a.s.","1-room apartment",-0.04448712400000,1,43,0.0233
donidDevelop,"1-room apartment",0.02581900940000,1,43,0.0233
Limaxreal,"1-room apartment",-0.02581900940000,1,43,0.0233
"TATRA CITY RESIDENCE s. r. o.","1-room apartment",0.18488203060000,1,43,0.0233
"AstonReal s.r.o.","1-room apartment",-0.18488203060000,1,43,0.0233
"Realitná kancelária RED, s.r.o.","2-room apartment",0.03012297850000,18,254,0.0709
"Realitné kancelárie SR","2-room apartment",-0.05800377430000,11,254,0.0433
"TUreality s.r.o.","2-room apartment",-0.01373030610000,11,254,0.0433
"RE/MAX Slovakia","2-room apartment",0.03112224768889,11,254,0.0433
"RESIDENCE realitná kancelária","2-room apartment",-0.00106950692857,9,254,0.0354
"AstonReal s.r.o.","2-room apartment",0.00860118668333,9,254,0.0354
"ODEKO manažment s.r.o.","2-room apartment",-0.02258477956667,9,254,0.0354
"Reality Alpia","2-room apartment",-0.00036295010000,8,254,0.0315
"B10 Slovensko, a. s.","2-room apartment",0.10221410245000,8,254,0.0315
G-REAL,"2-room apartment",-0.00581454376667,8,254,0.0315
"ŽILINAREAL, s.r.o.","2-room apartment",-0.16531979936667,7,254,0.0276
"NajBývanie, s.r.o.","2-room apartment",-0.02665241245000,7,254,0.0276
"HALO reality, s.r.o.","2-room apartment",-0.05646713573333,7,254,0.0276
"Realitná kancelária","2-room apartment",-0.02332195655000,7,254,0.0276
"FINREA - ak vám záleží na výsledku","2-room apartment",0.10788822615000,6,254,0.0236
"MGM reality","2-room apartment",-0.07674048550000,6,254,0.0236
"HD reality group s.r.o","2-room apartment",-0.06318465227500,6,254,0.0236
"WFG reality, s.r.o.","2-room apartment",0.01803823010000,5,254,0.0197
"TARGETreal s. r. o.","2-room apartment",-0.11010353726667,5,254,0.0197
"Direct Real, spol. s r.o.","2-room apartment",0.09160080670000,5,254,0.0197
"BeMi realitná kancelária","2-room apartment",-0.00101622730000,5,254,0.0197
"Reality AK, spol. s r.o.","2-room apartment",-0.09076807880000,4,254,0.0157
"OREA, s.r.o.","2-room apartment",0.11773513880000,4,254,0.0157
"Safe reality s. r. o.","2-room apartment",-0.00736447440000,4,254,0.0157
"Reality Center, s.r.o.","2-room apartment",0.14209842220000,4,254,0.0157
"OVERENÉ REALITY","2-room apartment",0.04034912210000,4,254,0.0157
"ROMDOM, s. r. o","2-room apartment",-0.03132995283333,3,254,0.0118
"RIEŠIME BÝVANIE","2-room apartment",-0.01028505660000,3,254,0.0118
"Buby reality, s.r.o.","2-room apartment",0.02021433663333,3,254,0.0118
"1. Reality Rent, s.r.o.","2-room apartment",-0.02741392830000,3,254,0.0118
"STAREA, s. r. o.","2-room apartment",-0.11451858583333,3,254,0.0118
"Bosen Group s.r.o.","2-room apartment",0.22075457940000,2,254,0.0079
"RK Dalmia s. r. o.","2-room apartment",-0.10826048475000,2,254,0.0079
"Constario REALTY s.r.o.","2-room apartment",0.04652429560000,2,254,0.0079
"JKV REAL","2-room apartment",-0.13191289040000,2,254,0.0079
"EASY centrum bývania, s.r.o.","2-room apartment",0.33217300890000,2,254,0.0079
"KA Real","2-room apartment",-0.18479568370000,2,254,0.0079
"HOLESTIAK.sk reality s.r.o.","2-room apartment",0.02756672670000,2,254,0.0079
"GAMA Reality, s.r.o.","2-room apartment",-0.05093463830000,2,254,0.0079
"Piata Avenue","2-room apartment",-0.03139663815000,2,254,0.0079
"XEMAR realitná spoločnosť s.r.o.","2-room apartment",0.02297604320000,2,254,0.0079
"Renovo Reality","2-room apartment",0.31411834830000,2,254,0.0079
"Financial Hotels Management, s.r.o.","2-room apartment",0.05306825030000,2,254,0.0079
"Felicita Real s. r. o.","2-room apartment",0.00154753200000,1,254,0.0039
"RexDeco s.r.o.","2-room apartment",0.15010287740000,1,254,0.0039
AZUR.RE,"2-room apartment",-0.10689409110000,1,254,0.0039
"HMS Services, a. s.","2-room apartment",-0.02262908080000,1,254,0.0039
"Georgi Conev","2-room apartment",0.00669071470000,1,254,0.0039
"LIF REAL","2-room apartment",-0.02826279090000,1,254,0.0039
"ARCHEUS Partners a.s.","2-room apartment",-0.10029443020000,1,254,0.0039
donidDevelop,"2-room apartment",0.00292762450000,1,254,0.0039
"KORSO Project, s.r.o.","2-room apartment",0.19673207780000,1,254,0.0039
"RENOME REAL","2-room apartment",-0.06041707390000,1,254,0.0039
"Prvá Realitná Kancelária, s.r.o.","2-room apartment",0.07692328400000,1,254,0.0039
"KES - RV s.r.o.","2-room apartment",-0.02389994840000,1,254,0.0039
"REALITY FAIR","2-room apartment",-0.23982865970000,1,254,0.0039
liptoreal,"2-room apartment",0.03646145760000,1,254,0.0039
Limaxreal,"2-room apartment",0.04541453630000,1,254,0.0039
"ADOMOS REAL s.r.o.","2-room apartment",-0.10951892680000,1,254,0.0039
"JPE. Reality - Jozef Pajer","2-room apartment",-0.04223916570000,1,254,0.0039
"R2 SK, s.r.o.","2-room apartment",0.00968272590000,1,254,0.0039
"Reality MT s.r.o.","2-room apartment",0.00000000000000,1,254,0.0039
"BEŇO REALITY","2-room apartment",-0.00756133590000,1,254,0.0039
"MENÍME BÝVANIE","2-room apartment",0.03009205120000,1,254,0.0039
"YFE, s.r.o.","2-room apartment",-0.23308236740000,1,254,0.0039
"J.M.H. s.r.o.","2-room apartment",0.29826484910000,1,254,0.0039
"GARANT REALITY","2-room apartment",-0.03004287720000,1,254,0.0039
"StorkReal s. r. o.","2-room apartment",0.14513358430000,1,254,0.0039
"Crystin reality, s.r.o.","2-room apartment",0.05657663660000,1,254,0.0039
"Estate Invest","2-room apartment",0.21884883370000,1,254,0.0039
"TUreality s.r.o.","3-room apartment",0.00003598035882,35,302,0.1159
"B10 Slovensko, a. s.","3-room apartment",-0.00888963110000,21,302,0.0695
"Realitná kancelária","3-room apartment",-0.00017043371538,20,302,0.0662
"AstonReal s.r.o.","3-room apartment",0.03347522582500,12,302,0.0397
"ODEKO manažment s.r.o.","3-room apartment",0.00238175734000,11,302,0.0364
"Realitná kancelária RED, s.r.o.","3-room apartment",-0.02321417458571,10,302,0.0331
"MGM reality","3-room apartment",-0.00128075665000,9,302,0.0298
"RIEŠIME BÝVANIE","3-room apartment",0.01980481803333,8,302,0.0265
"FINREA - ak vám záleží na výsledku","3-room apartment",-0.09729214257500,8,302,0.0265
"Like Reality s.r.o.","3-room apartment",-0.02887178307500,8,302,0.0265
"Buby reality, s.r.o.","3-room apartment",0.01897161900000,7,302,0.0232
"Reinoo a.s.","3-room apartment",-0.03678233835714,7,302,0.0232
"OREA, s.r.o.","3-room apartment",-0.03318560506667,7,302,0.0232
"Reality Center, s.r.o.","3-room apartment",0.00366100628000,7,302,0.0232
"TARGETreal s. r. o.","3-room apartment",-0.05791885357500,7,302,0.0232
"Direct Real, spol. s r.o.","3-room apartment",0.05495874270000,6,302,0.0199
"RESIDENCE realitná kancelária","3-room apartment",-0.09974763610000,6,302,0.0199
"Reality ASTORIA, s.r.o.","3-room apartment",0.06090080783333,6,302,0.0199
"Reality Alpia","3-room apartment",0.07776632350000,5,302,0.0166
"Safe reality s. r. o.","3-room apartment",-0.09412373925000,5,302,0.0166
"OVERENÉ REALITY","3-room apartment",-0.02796564090000,5,302,0.0166
"RE/MAX Slovakia","3-room apartment",-0.00400642205000,5,302,0.0166
"NajBývanie, s.r.o.","3-room apartment",-0.01187958630000,4,302,0.0132
"LIF REAL","3-room apartment",-0.05800795590000,4,302,0.0132
"ALT REAL, s.r.o.","3-room apartment",-0.09579800240000,4,302,0.0132
"DRR INVEST, s. r. o.","3-room apartment",-0.06232568750000,4,302,0.0132
"Realitné kancelárie SR","3-room apartment",-0.10805376230000,4,302,0.0132
"Reality IQ, s.r.o.","3-room apartment",0.01675032745000,4,302,0.0132
"RK Dalmia s. r. o.","3-room apartment",0.03683461063333,4,302,0.0132
"BeMi realitná kancelária","3-room apartment",-0.18501516515000,3,302,0.0099
"Pro Real, s. r. o. realitná kancelária","3-room apartment",0.00040517495000,3,302,0.0099
"1. Reality Rent, s.r.o.","3-room apartment",0.02806247640000,3,302,0.0099
"Vianema s.r.o.","3-room apartment",-0.06103409440000,3,302,0.0099
"Reality AK, spol. s r.o.","3-room apartment",0.06335271160000,3,302,0.0099
"Financial Hotels Management, s.r.o.","3-room apartment",0.24557386340000,3,302,0.0099
"Reality D.P.A.","3-room apartment",-0.01452499360000,3,302,0.0099
"Bosen Group s.r.o.","3-room apartment",0.17939056360000,2,302,0.0066
"HD reality group s.r.o","3-room apartment",0.06659036960000,2,302,0.0066
"Reality MT s.r.o.","3-room apartment",0.05452691325000,2,302,0.0066
"KORSO Project, s.r.o.","3-room apartment",0.07973202770000,2,302,0.0066
"Felicita Real s. r. o.","3-room apartment",0.00004042750000,2,302,0.0066
"R2 SK, s.r.o.","3-room apartment",0.25055161800000,2,302,0.0066
"A-Byt Consult, s.r.o.","3-room apartment",-0.08042007585000,2,302,0.0066
"DreamReality s.r.o.","3-room apartment",-0.08706833045000,2,302,0.0066
"Piata Avenue","3-room apartment",-0.25329234350000,1,302,0.0033
"Local reality s. r. o.","3-room apartment",0.09922642670000,1,302,0.0033
"ROMDOM, s. r. o","3-room apartment",-0.06404600990000,1,302,0.0033
"sunnyreal s.r.o.","3-room apartment",0.00581835500000,1,302,0.0033
"WFG reality, s.r.o.","3-room apartment",-0.10468379220000,1,302,0.0033
"Reality Simply","3-room apartment",-0.07493645580000,1,302,0.0033
"Realitka pre každého","3-room apartment",0.21912324600000,1,302,0.0033
"Svoboda&Williams Slovakia s.r.o.","3-room apartment",0.19804137130000,1,302,0.0033
"Wealth Group, s.r.o.","3-room apartment",-0.02639581500000,1,302,0.0033
"HMS Services, a. s.","3-room apartment",0.05658807480000,1,302,0.0033
"PhDr. Miloš Kocúr - BKM Consulting","3-room apartment",0.13575253950000,1,302,0.0033
"Effecting s.r.o.","3-room apartment",0.04831685490000,1,302,0.0033
"Mamud Reality s. r. o.","3-room apartment",0.14324262580000,1,302,0.0033
"MAX PROFI REALITY","3-room apartment",0.04821802940000,1,302,0.0033
"ŽILINAREAL, s.r.o.","3-room apartment",-0.12596404550000,1,302,0.0033
"Jacek reality s. r. o.","3-room apartment",-0.11591204340000,1,302,0.0033
OPENREALITY,"3-room apartment",-0.00430947310000,1,302,0.0033
"KARIN & PARTNERS, s.r.o.","3-room apartment",0.01105088820000,1,302,0.0033
"BEEVAM, s.r.o.","3-room apartment",-0.03617126670000,1,302,0.0033
"KRALIKOVA reality","3-room apartment",0.21638389830000,1,302,0.0033
"bezmaklérov, s.r.o.","3-room apartment",-0.02260580920000,1,302,0.0033
"RS Mansory s.r.o.","3-room apartment",-0.01010320160000,1,302,0.0033
"Realitná kancelária RED, s.r.o.","4-room apartment",-0.06252030365000,11,85,0.1294
"MGM reality","4-room apartment",-0.01983858195000,8,85,0.0941
"KORSO Project, s.r.o.","4-room apartment",0.04287700036667,6,85,0.0706
"TUreality s.r.o.","4-room apartment",-0.04325034790000,5,85,0.0588
"Reality Alpia","4-room apartment",0.17459194220000,5,85,0.0588
"RIEŠIME BÝVANIE","4-room apartment",-0.08567669793333,4,85,0.0471
"Buby reality, s.r.o.","4-room apartment",0.05032996310000,3,85,0.0353
"ODEKO manažment s.r.o.","4-room apartment",0.16225436940000,3,85,0.0353
"FINREA - ak vám záleží na výsledku","4-room apartment",0.21460512750000,2,85,0.0235
"Direct Real, spol. s r.o.","4-room apartment",-0.14991500510000,2,85,0.0235
"RK SPIRIT s.r.o.","4-room apartment",0.10313268180000,2,85,0.0235
"HALO reality, s.r.o.","4-room apartment",0.14991500510000,2,85,0.0235
"B10 Slovensko, a. s.","4-room apartment",-0.02519679040000,2,85,0.0235
"Reinoo a.s.","4-room apartment",0.12709720275000,2,85,0.0235
"TARGETreal s. r. o.","4-room apartment",0.05298418820000,2,85,0.0235
"RK Dalmia s. r. o.","4-room apartment",-0.04202228130000,2,85,0.0235
"Realitná kancelária","4-room apartment",-0.18345252985000,2,85,0.0235
"Reality Center, s.r.o.","4-room apartment",-0.03526301290000,2,85,0.0235
"Constario REALTY s.r.o.","4-room apartment",0.11652534970000,2,85,0.0235
"ŽILINAREAL, s.r.o.","4-room apartment",0.16675139080000,1,85,0.0118
"Realitné kancelárie SR","4-room apartment",0.01662667490000,1,85,0.0118
"Teraz, a.s.","4-room apartment",0.35470602470000,1,85,0.0118
"Reality IQ, s.r.o.","4-room apartment",0.09408970420000,1,85,0.0118
"Piata Avenue","4-room apartment",-0.07782970780000,1,85,0.0118
"DreamReality s.r.o.","4-room apartment",-0.11069259500000,1,85,0.0118
G-REAL,"4-room apartment",-0.10313268180000,1,85,0.0118
"NajBývanie, s.r.o.","4-room apartment",-0.21460512750000,1,85,0.0118
"Financie a reality od A po Z","4-room apartment",-0.15098988940000,1,85,0.0118
"BB - REALITY,  s.r.o.","4-room apartment",-0.00859885050000,1,85,0.0118
"OREA, s.r.o.","4-room apartment",0.04202228130000,1,85,0.0118
"R2 SK, s.r.o.","4-room apartment",0.05395193340000,1,85,0.0118
"Realitná kancelária DOM","4-room apartment",-0.07457731290000,1,85,0.0118
"LAVENTURA s.r.o.","4-room apartment",-0.00289559120000,1,85,0.0118
"WFG reality, s.r.o.","4-room apartment",-0.05259482430000,1,85,0.0118
"RK4 REALITY","4-room apartment",-0.03045954550000,1,85,0.0118
"HMS Services, a. s.","4-room apartment",0.01215760440000,1,85,0.0118
"Like Reality s.r.o.","4-room apartment",0.05032996310000,1,85,0.0118
"TUreality s.r.o.",apartment,-0.00244879792692,57,980,0.0582
"Realitná kancelária RED, s.r.o.",apartment,0.00352075774286,39,980,0.0398
"RESIDENCE realitná kancelária",apartment,0.05749885565667,36,980,0.0367
"Reality Alpia",apartment,0.01916878900000,35,980,0.0357
"B10 Slovensko, a. s.",apartment,0.06437903704444,33,980,0.0337
"Realitná kancelária",apartment,-0.02397730354348,33,980,0.0337
"RK SPIRIT s.r.o.",apartment,-0.03397885780000,32,980,0.0327
"ODEKO manažment s.r.o.",apartment,0.01182320193333,26,980,0.0265
"MGM reality",apartment,-0.02706757467000,26,980,0.0265
"RIEŠIME BÝVANIE",apartment,-0.01491586302857,24,980,0.0245
"AstonReal s.r.o.",apartment,-0.00576916843333,23,980,0.0235
"WFG reality, s.r.o.",apartment,-0.00958392371429,21,980,0.0214
"RE/MAX Slovakia",apartment,0.02031342623077,20,980,0.0204
"TARGETreal s. r. o.",apartment,-0.05909721584444,19,980,0.0194
"Realitné kancelárie SR",apartment,-0.06899398973333,19,980,0.0194
"HALO reality, s.r.o.",apartment,-0.00487160052500,18,980,0.0184
"OREA, s.r.o.",apartment,0.04685094113750,18,980,0.0184
"Reinoo a.s.",apartment,-0.00036466255556,17,980,0.0173
"Buby reality, s.r.o.",apartment,0.02846373915714,16,980,0.0163
"FINREA - ak vám záleží na výsledku",apartment,0.02855438464444,16,980,0.0163
"Direct Real, spol. s r.o.",apartment,0.03616022558571,15,980,0.0153
"CANGURU s.r.o.",apartment,0.07528366860000,15,980,0.0153
"NajBývanie, s.r.o.",apartment,-0.06943217134000,14,980,0.0143
"Reality Center, s.r.o.",apartment,0.01787720581429,14,980,0.0143
"BeMi realitná kancelária",apartment,-0.06443044874000,14,980,0.0143
"KORSO Project, s.r.o.",apartment,0.08101902132000,13,980,0.0133
G-REAL,apartment,-0.04412051180000,13,980,0.0133
"Like Reality s.r.o.",apartment,-0.02337320793333,12,980,0.0122
"OVERENÉ REALITY",apartment,0.02751376988000,12,980,0.0122
"Safe reality s. r. o.",apartment,-0.06520398430000,12,980,0.0122
"Reality AK, spol. s r.o.",apartment,0.01197911480000,10,980,0.0102
"TATRA CITY RESIDENCE s. r. o.",apartment,0.18488203060000,9,980,0.0092
"ŽILINAREAL, s.r.o.",apartment,-0.11889143136250,9,980,0.0092
"1. Reality Rent, s.r.o.",apartment,-0.00407281873333,9,980,0.0092
"MK-CORP s.r.o.",apartment,-0.27680992222500,8,980,0.0082
"RK Dalmia s. r. o.",apartment,-0.02467323648333,8,980,0.0082
"Bosen Group s.r.o.",apartment,0.20007257150000,8,980,0.0082
"HD reality group s.r.o",apartment,-0.03722964790000,8,980,0.0082
"Reality IQ, s.r.o.",apartment,0.03221820280000,7,980,0.0071
"Financial Hotels Management, s.r.o.",apartment,0.15135222670000,7,980,0.0071
"Reality ASTORIA, s.r.o.",apartment,0.06090080783333,7,980,0.0071
"Constario REALTY s.r.o.",apartment,0.08152482265000,7,980,0.0071
"Vianema s.r.o.",apartment,-0.06103409440000,6,980,0.0061
"XEMAR realitná spoločnosť s.r.o.",apartment,-0.01596753966000,6,980,0.0061
"A-Byt Consult, s.r.o.",apartment,-0.08042007585000,6,980,0.0061
"RECLOUD Reality a.s.",apartment,0.00000000000000,6,980,0.0061
"REALITY SPOLU",apartment,0.01384617493333,5,980,0.0051
Limaxreal,apartment,-0.04531060263333,5,980,0.0051
"Piata Avenue",apartment,-0.09847883190000,5,980,0.0051
"Renovo Reality",apartment,0.13853740590000,5,980,0.0051
"DRR INVEST, s. r. o.",apartment,-0.06232568750000,5,980,0.0051
"R2 SK, s.r.o.",apartment,0.10472875910000,5,980,0.0051
"Reality MT s.r.o.",apartment,0.03635127550000,5,980,0.0051
"LIF REAL",apartment,-0.04809290090000,5,980,0.0051
"Reality D.P.A.",apartment,-0.01452499360000,5,980,0.0051
"Realitná kancelária DOM",apartment,-0.07457731290000,5,980,0.0051
"KA Real",apartment,-0.00846738242500,4,980,0.0041
"RK4 REALITY",apartment,-0.03045954550000,4,980,0.0041
"Occam New Home",apartment,-0.17525844855000,4,980,0.0041
"HMS Services, a. s.",apartment,0.01537219946667,4,980,0.0041
"ALT REAL, s.r.o.",apartment,-0.09579800240000,4,980,0.0041
donidDevelop,apartment,0.01437331695000,4,980,0.0041
"RENOME REAL",apartment,-0.06041707390000,4,980,0.0041
"ROMDOM, s. r. o",apartment,-0.03950896710000,4,980,0.0041
"Tatra Invest",apartment,-0.03962844556667,4,980,0.0041
"ARCHEUS Partners a.s.",apartment,-0.04971209036667,4,980,0.0041
"J.M.H. s.r.o.",apartment,-0.02183134660000,3,980,0.0031
"Pro Real, s. r. o. realitná kancelária",apartment,0.00040517495000,3,980,0.0031
"DreamReality s.r.o.",apartment,-0.09494308530000,3,980,0.0031
"Felicita Real s. r. o.",apartment,0.00054279566667,3,980,0.0031
"DLUGO reality",apartment,0.19899736660000,3,980,0.0031
"STAREA, s. r. o.",apartment,-0.11451858583333,3,980,0.0031
"Teraz, a.s.",apartment,0.35470602470000,3,980,0.0031
"Prvá Realitná Kancelária, s.r.o.",apartment,0.07692328400000,3,980,0.0031
"JPE. Reality - Jozef Pajer",apartment,-0.04223916570000,3,980,0.0031
"JKV REAL",apartment,-0.13191289040000,3,980,0.0031
"Nové bývanie",apartment,0.34095807010000,2,980,0.0020
"GAMA Reality, s.r.o.",apartment,-0.05093463830000,2,980,0.0020
liptoreal,apartment,0.09939680930000,2,980,0.0020
"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO",apartment,-0.13360036155000,2,980,0.0020
"PhDr. Miloš Kocúr - BKM Consulting",apartment,0.13575253950000,2,980,0.0020
"Svoboda&Williams Slovakia s.r.o.",apartment,0.19804137130000,2,980,0.0020
"RS Mansory s.r.o.",apartment,-0.01010320160000,2,980,0.0020
"MENÍME BÝVANIE",apartment,0.03009205120000,2,980,0.0020
"Financie a reality od A po Z",apartment,-0.15098988940000,2,980,0.0020
"Gro & Partners",apartment,-0.00434590030000,2,980,0.0020
"KRUPPKY, s.r.o.",apartment,0.18619238180000,2,980,0.0020
"Effecting s.r.o.",apartment,0.04831685490000,2,980,0.0020
"GERT , s.r.o.",apartment,-0.01590209100000,2,980,0.0020
"StorkReal s. r. o.",apartment,0.14513358430000,2,980,0.0020
"EASY centrum bývania, s.r.o.",apartment,0.33217300890000,2,980,0.0020
"Realitka pre každého",apartment,0.21912324600000,2,980,0.0020
"HOLESTIAK.sk reality s.r.o.",apartment,0.02756672670000,2,980,0.0020
"DOMUM realitná spoločnosť s. r. o.",apartment,-0.07520555470000,2,980,0.0020
jabyvam.sk,apartment,-0.04447875330000,2,980,0.0020
"ADOMOS REAL s.r.o.",apartment,-0.10951892680000,1,980,0.0010
"BEŇO REALITY",apartment,-0.00756133590000,1,980,0.0010
"YFE, s.r.o.",apartment,-0.23308236740000,1,980,0.0010
"RexDeco s.r.o.",apartment,0.15010287740000,1,980,0.0010
"United Professionals s.r.o.",apartment,0.06471329840000,1,980,0.0010
"GARANT REALITY",apartment,-0.03004287720000,1,980,0.0010
"Domovia s. r. o.",apartment,-0.09611226130000,1,980,0.0010
AZUR.RE,apartment,-0.10689409110000,1,980,0.0010
"Estate Invest",apartment,0.21884883370000,1,980,0.0010
"KARIN & PARTNERS, s.r.o.",apartment,0.01105088820000,1,980,0.0010
"Eli real realitná kancelária",apartment,-0.05241056390000,1,980,0.0010
"CreeX Reality s.r.o.",apartment,0.23192346430000,1,980,0.0010
"Mamud Reality s. r. o.",apartment,0.14324262580000,1,980,0.0010
"All 4 Life, s.r.o.",apartment,0.04338634840000,1,980,0.0010
"Reality Now",apartment,-0.23485910270000,1,980,0.0010
"Porto Real Group",apartment,0.08221774250000,1,980,0.0010
"bezmaklérov, s.r.o.",apartment,-0.02260580920000,1,980,0.0010
OPENREALITY,apartment,-0.00430947310000,1,980,0.0010
"Romantické Chalupy, s.r.o.",apartment,0.08227224810000,1,980,0.0010
"BEEVAM, s.r.o.",apartment,-0.03617126670000,1,980,0.0010
ZEIRA,apartment,0.19994580370000,1,980,0.0010
"Pegas real s.r.o.",apartment,-0.08221774250000,1,980,0.0010
"Top Real Košice s.r.o.",apartment,-0.03463725110000,1,980,0.0010
"KRALIKOVA reality",apartment,0.21638389830000,1,980,0.0010
"MAX PROFI REALITY",apartment,0.04821802940000,1,980,0.0010
"Juraj Hegyi Reality & Development s.r.o.",apartment,0.32054171450000,1,980,0.0010
"sunnyreal s.r.o.",apartment,0.00581835500000,1,980,0.0010
"Wealth Group, s.r.o.",apartment,-0.02639581500000,1,980,0.0010
"Jacek reality s. r. o.",apartment,-0.11591204340000,1,980,0.0010
"MG real, s.r.o.",apartment,-0.01143404300000,1,980,0.0010
"BB - REALITY,  s.r.o.",apartment,-0.00859885050000,1,980,0.0010
"LAVENTURA s.r.o.",apartment,-0.00289559120000,1,980,0.0010
"TRI LIPY, s. r. o.",apartment,0.01143404300000,1,980,0.0010
"REALITY FAIR",apartment,-0.23982865970000,1,980,0.0010
"Reality Simply",apartment,-0.07493645580000,1,980,0.0010
"Local reality s. r. o.",apartment,0.09922642670000,1,980,0.0010
"KES - RV s.r.o.",apartment,-0.02389994840000,1,980,0.0010
"Georgi Conev",apartment,0.00669071470000,1,980,0.0010
"Crystin reality, s.r.o.",apartment,0.05657663660000,1,980,0.0010
"TUreality s.r.o.",average,0.03797887333889,60,1318,0.0455
"Realitné kancelárie SR",average,-0.07747001975500,53,1318,0.0402
"Reality Alpia",average,-0.04620002594545,50,1318,0.0379
"Realitná kancelária",average,-0.07131370584348,47,1318,0.0357
"TARGETreal s. r. o.",average,0.03979797379500,44,1318,0.0334
"RE/MAX Slovakia",average,0.11161736712778,39,1318,0.0296
"B10 Slovensko, a. s.",average,-0.06932122310000,38,1318,0.0288
"1. Reality Rent, s.r.o.",average,0.09785401029375,33,1318,0.0250
"SLNOVRAT, s.r.o.",average,-0.12389623261429,32,1318,0.0243
"Direct Real, spol. s r.o.",average,0.04807593060909,31,1318,0.0235
"BeMi realitná kancelária",average,0.05526685776667,31,1318,0.0235
"AstonReal s.r.o.",average,-0.03044775359167,31,1318,0.0235
"MGM reality",average,0.06704751437143,29,1318,0.0220
"RS Mansory s.r.o.",average,-0.00782392904118,26,1318,0.0197
"ODEKO manažment s.r.o.",average,0.01182320193333,26,1318,0.0197
"RIEŠIME BÝVANIE",average,-0.10159191238889,26,1318,0.0197
"NajBývanie, s.r.o.",average,0.02757245654286,21,1318,0.0159
"ALT REAL, s.r.o.",average,0.04808276660000,20,1318,0.0152
"Reality Center, s.r.o.",average,-0.02323820413750,20,1318,0.0152
"Reality AK, spol. s r.o.",average,-0.01001749429000,20,1318,0.0152
"Realitná kancelária RED, s.r.o.",average,0.13350218152500,19,1318,0.0144
"Romantické Chalupy, s.r.o.",average,-0.04452721418000,19,1318,0.0144
"Safe reality s. r. o.",average,-0.16133309977500,19,1318,0.0144
"Buby reality, s.r.o.",average,-0.17154096565000,19,1318,0.0144
"OREA, s.r.o.",average,0.01204012098000,18,1318,0.0137
"HALO reality, s.r.o.",average,0.02743523996000,18,1318,0.0137
"RESIDENCE realitná kancelária",average,-0.04810463321667,18,1318,0.0137
"OVERENÉ REALITY",average,-0.16380182860000,18,1318,0.0137
"FINREA - ak vám záleží na výsledku",average,-0.03741567422500,18,1318,0.0137
"Reality ASTORIA, s.r.o.",average,0.16226758136667,17,1318,0.0129
"TOCA, s.r.o. Realitná činnosť",average,-0.16837837664286,17,1318,0.0129
"Reality MT s.r.o.",average,0.03733525430000,15,1318,0.0114
"HOLESTIAK.sk reality s.r.o.",average,0.11953972818000,15,1318,0.0114
"RECLOUD Reality a.s.",average,-0.09210119523333,14,1318,0.0106
"Like Reality s.r.o.",average,0.05539597752500,13,1318,0.0099
donidDevelop,average,-0.12284539921667,12,1318,0.0091
"Real Estate Group4U",average,1.19891450863333,12,1318,0.0091
"BALAŽI REAL ESTATE s.r.o.",average,-0.03512429652500,12,1318,0.0091
"Vianema s.r.o.",average,-0.13736270850000,12,1318,0.0091
"R2 SK, s.r.o.",average,0.14107816864000,11,1318,0.0083
"RK Dalmia s. r. o.",average,-0.03596458390000,11,1318,0.0083
"ŽILINAREAL, s.r.o.",average,-0.02667440640000,10,1318,0.0076
"Bosen Group s.r.o.",average,-0.01203098632500,9,1318,0.0068
"REALITY SPOLU",average,-0.21127116500000,9,1318,0.0068
"Reality D.P.A.",average,0.03689135457143,9,1318,0.0068
"LIF REAL",average,-0.04108976410000,9,1318,0.0068
"TATRA CITY RESIDENCE s. r. o.",average,0.18488203060000,9,1318,0.0068
"Apollo House",average,0.10621473135000,9,1318,0.0068
"DreamReality s.r.o.",average,0.02674467200000,8,1318,0.0061
